"Regio","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main","side"
"Hoorn","KD35","","L. Hoejenbos",1157,1913-06-17,1913-06-17
"Kampen","KD13","Kiesgerechtigden","",8093,1913-06-17,1913-06-17
"Kampen","KD13","Opkomst","",7169,1913-06-17,1913-06-17
"Kampen","KD13","AantalStembriefjes","",7169,1913-06-17,1913-06-17
"Kampen","KD13","AantalGeldigeStemmen","",7042,1913-06-17,1913-06-17
"Kampen","KD13","AantalBlancoStemmen","",127,1913-06-17,1913-06-17
"Kampen","KD13","","dr. E.J. Beumer",3430,1913-06-17,1913-06-17
"Kampen","KD13","","J.C.de Gast",2430,1913-06-17,1913-06-17
"Kampen","KD13","","J.C.B. Eykman",660,1913-06-17,1913-06-17
"Kampen","KD13","","J.H.A. Schaper",371,1913-06-17,1913-06-17
"Kampen","KD13","","mr. P. Tideman",137,1913-06-17,1913-06-17
"Kampen","KD13","","N.J. Bosch",14,1913-06-17,1913-06-17
"Katwijk","KD96","Kiesgerechtigden","",10379,1913-06-17,1913-06-17
"Katwijk","KD96","Opkomst","",8366,1913-06-17,1913-06-17
"Katwijk","KD96","AantalStembriefjes","",8366,1913-06-17,1913-06-17
"Katwijk","KD96","AantalGeldigeStemmen","",8183,1913-06-17,1913-06-17
"Katwijk","KD96","AantalBlancoStemmen","",183,1913-06-17,1913-06-17
"Katwijk","KD96","","mr. O.J.E.baron van Wassenaer van Catwijck",6663,1913-06-17,1913-06-17
"Katwijk","KD96","","mr. J.C. Kielstra",1158,1913-06-17,1913-06-17
"Katwijk","KD96","","S.R. Rodrigues de Miranda",227,1913-06-17,1913-06-17
"Katwijk","KD96","","dr. P.J. Muller",135,1913-06-17,1913-06-17
"Leeuwarden","KD7","Kiesgerechtigden","",9228,1913-06-17,1913-06-17
"Leeuwarden","KD7","Opkomst","",8091,1913-06-17,1913-06-17
"Leeuwarden","KD7","AantalStembriefjes","",8091,1913-06-17,1913-06-17
"Leeuwarden","KD7","AantalGeldigeStemmen","",8045,1913-06-17,1913-06-17
"Leeuwarden","KD7","AantalBlancoStemmen","",46,1913-06-17,1913-06-17
"Leeuwarden","KD7","","mr. P.J. Troelstra",3738,1913-06-17,1913-06-17
"Leeuwarden","KD7","","L.W.J.K. Thomson",2622,1913-06-17,1913-06-17
"Leeuwarden","KD7","","W. Fransen Jzn.",1685,1913-06-17,1913-06-17
"Leiden","KD38","Kiesgerechtigden","",7460,1913-06-17,1913-06-17
"Leiden","KD38","Opkomst","",6790,1913-06-17,1913-06-17
"Leiden","KD38","AantalStembriefjes","",6790,1913-06-17,1913-06-17
"Leiden","KD38","AantalGeldigeStemmen","",6711,1913-06-17,1913-06-17
"Leiden","KD38","AantalBlancoStemmen","",79,1913-06-17,1913-06-17
"Leiden","KD38","","mr. P.E. Briët",3234,1913-06-17,1913-06-17
"Leiden","KD38","","mr. J.E. Heeres",2689,1913-06-17,1913-06-17
"Leiden","KD38","","T.van der Waerden",557,1913-06-17,1913-06-17
"Leiden","KD38","","J.C.B. Eykman",148,1913-06-17,1913-06-17
"Leiden","KD38","","L.L.H.de Visser",83,1913-06-17,1913-06-17
"Lochem","KD86","Kiesgerechtigden","",10519,1913-06-17,1913-06-17
"Lochem","KD86","Opkomst","",9352,1913-06-17,1913-06-17
"Lochem","KD86","AantalStembriefjes","",9352,1913-06-17,1913-06-17
"Lochem","KD86","AantalGeldigeStemmen","",9233,1913-06-17,1913-06-17
"Lochem","KD86","AantalBlancoStemmen","",119,1913-06-17,1913-06-17
"Lochem","KD86","","mr. G. Jannink",3911,1913-06-17,1913-06-17
"Lochem","KD86","","mr. A.baron van Heeckeren van Kell",3283,1913-06-17,1913-06-17
"Lochem","KD86","","dr. J.van Leeuwen",2039,1913-06-17,1913-06-17
"Loosduinen","KD98","Kiesgerechtigden","",11107,1913-06-17,1913-06-17
"Loosduinen","KD98","Opkomst","",9188,1913-06-17,1913-06-17
"Loosduinen","KD98","AantalStembriefjes","",9188,1913-06-17,1913-06-17
"Loosduinen","KD98","AantalGeldigeStemmen","",9042,1913-06-17,1913-06-17
"Loosduinen","KD98","AantalBlancoStemmen","",146,1913-06-17,1913-06-17
"Loosduinen","KD98","","A. Brummelkamp jr.",6234,1913-06-17,1913-06-17
"Loosduinen","KD98","","F.M. Knobel",2374,1913-06-17,1913-06-17
"Loosduinen","KD98","","J.H.A. Schaper",434,1913-06-17,1913-06-17
"Maastricht","KD64","Kiesgerechtigden","",8593,1913-06-17,1913-06-17
"Maastricht","KD64","Opkomst","",6900,1913-06-17,1913-06-17
"Maastricht","KD64","AantalStembriefjes","",6900,1913-06-17,1913-06-17
"Maastricht","KD64","AantalGeldigeStemmen","",6756,1913-06-17,1913-06-17
"Maastricht","KD64","AantalBlancoStemmen","",144,1913-06-17,1913-06-17
"Maastricht","KD64","","mr. F.I.J. Janssen",4325,1913-06-17,1913-06-17
"Maastricht","KD64","","jhr.mr. W.C.de Jonge",1635,1913-06-17,1913-06-17
"Maastricht","KD64","","G. Nijpels",741,1913-06-17,1913-06-17
"Maastricht","KD64","","D.J. Wijnkoop",55,1913-06-17,1913-06-17
"Meppel","KD84","Kiesgerechtigden","",7983,1913-06-17,1913-06-17
"Meppel","KD84","Opkomst","",6633,1913-06-17,1913-06-17
