"Regio","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main","side"
"Gorinchem","KD41","","jhr.mr. P.J. Elout van Soeterwoude",885,1860-06-12,1860-06-26
"Gorinchem","KD41","","mr. A.J. Korteweg",805,1860-06-12,1860-06-26
"Roermond","KD65","Kiesgerechtigden","",1596,1860-06-12,1860-06-26
"Roermond","KD65","AantalStembriefjes","",1301,1860-06-12,1860-06-26
"Roermond","KD65","Opkomst","",1300,1860-06-12,1860-06-26
"Roermond","KD65","AantalGeldigeStemmen","",1293,1860-06-12,1860-06-26
"Roermond","KD65","AantalBlancoStemmen","",5,1860-06-12,1860-06-26
"Roermond","KD65","","mr. M.P.H. Strens",723,1860-06-12,1860-06-26
"Roermond","KD65","","mr. K.L.J. Cornelis",570,1860-06-12,1860-06-26
"Rotterdam","KD73","Kiesgerechtigden","",2781,1860-06-12,1860-06-26
"Rotterdam","KD73","AantalStembriefjes","",1204,1860-06-12,1860-06-26
"Rotterdam","KD73","Opkomst","",1200,1860-06-12,1860-06-26
"Rotterdam","KD73","AantalGeldigeStemmen","",1194,1860-06-12,1860-06-26
"Rotterdam","KD73","AantalBlancoStemmen","",7,1860-06-12,1860-06-26
"Rotterdam","KD73","","mr. N. Olivier",673,1860-06-12,1860-06-26
"Rotterdam","KD73","","I.D. Fransen van de Putte",521,1860-06-12,1860-06-26
"Zwolle","KD12","Kiesgerechtigden","",2973,1860-06-12,1860-06-26
"Zwolle","KD12","Opkomst","",1484,1860-06-12,1860-06-26
"Zwolle","KD12","AantalStembriefjes","",1484,1860-06-12,1860-06-26
"Zwolle","KD12","AantalGeldigeStemmen","",1477,1860-06-12,1860-06-26
"Zwolle","KD12","AantalBlancoStemmen","",6,1860-06-12,1860-06-26
"Zwolle","KD12","","mr. P. Mijer",744,1860-06-12,1860-06-26
"Zwolle","KD12","","T.J. Stieltjes",733,1860-06-12,1860-06-26
"Leeuwarden","KD7","Kiesgerechtigden","",2946,1860-06-12,1860-10-30
"Leeuwarden","KD7","Opkomst","",1670,1860-06-12,1860-10-30
"Leeuwarden","KD7","AantalStembriefjes","",1670,1860-06-12,1860-10-30
"Leeuwarden","KD7","AantalGeldigeStemmen","",1656,1860-06-12,1860-10-30
"Leeuwarden","KD7","AantalBlancoStemmen","",10,1860-06-12,1860-10-30
"Leeuwarden","KD7","","mr. J. Dirks",839,1860-06-12,1860-10-30
"Leeuwarden","KD7","","J. Hessels Tacoma",786,1860-06-12,1860-10-30
"Roermond","KD65","Kiesgerechtigden","",1596,1860-06-12,1861-04-09
"Roermond","KD65","AantalStembriefjes","",1305,1860-06-12,1861-04-09
"Roermond","KD65","Opkomst","",1303,1860-06-12,1861-04-09
"Roermond","KD65","AantalGeldigeStemmen","",1282,1860-06-12,1861-04-09
"Roermond","KD65","AantalBlancoStemmen","",8,1860-06-12,1861-04-09
"Roermond","KD65","","mr. K.L.J. Cornelis",590,1860-06-12,1861-04-09
"Roermond","KD65","","mr. J.B.J. Hengst",417,1860-06-12,1861-04-09
"Roermond","KD65","","mr. F.H.K.E.baron van Keverberg de Kessel",275,1860-06-12,1861-04-09
"Zwolle","KD12","Kiesgerechtigden","",2973,1860-06-12,1861-04-09
"Zwolle","KD12","AantalStembriefjes","",1504,1860-06-12,1861-04-09
"Zwolle","KD12","Opkomst","",1503,1860-06-12,1861-04-09
"Zwolle","KD12","AantalGeldigeStemmen","",1491,1860-06-12,1861-04-09
"Zwolle","KD12","AantalBlancoStemmen","",11,1860-06-12,1861-04-09
"Zwolle","KD12","","mr. J.P.J.A.graaf van Zuylen van Nijevelt",484,1860-06-12,1861-04-09
"Zwolle","KD12","","mr. A.van Naamen van Eemnes",346,1860-06-12,1861-04-09
"Zwolle","KD12","","mr. G.A.de Meester",222,1860-06-12,1861-04-09
"Zwolle","KD12","","mr. G.A. IJssel de Schepper",171,1860-06-12,1861-04-09
"Zwolle","KD12","","mr. W.G. Hovy",142,1860-06-12,1861-04-09
"Zwolle","KD12","","mr. H.J.A. Raedt van Oldenbarnevelt",99,1860-06-12,1861-04-09
"Roermond","KD65","Kiesgerechtigden","",1781,1862-06-10,1864-03-01
"Roermond","KD65","Opkomst","",1193,1862-06-10,1864-03-01
"Roermond","KD65","AantalStembriefjes","",1193,1862-06-10,1864-03-01
"Roermond","KD65","AantalGeldigeStemmen","",1169,1862-06-10,1864-03-01
"Roermond","KD65","AantalBlancoStemmen","",19,1862-06-10,1864-03-01
"Roermond","KD65","","mr. F.H.K.E.baron van Keverberg de Kessel",641,1862-06-10,1864-03-01
"Roermond","KD65","","mr. K.L.J. Cornelis",514,1862-06-10,1864-03-01
"Gorinchem","KD41","Kiesgerechtigden","",2969,1862-06-10,1862-11-10
"Gorinchem","KD41","AantalStembriefjes","",1632,1862-06-10,1862-11-10
"Gorinchem","KD41","Opkomst","",1630,1862-06-10,1862-11-10
"Gorinchem","KD41","AantalGeldigeStemmen","",1622,1862-06-10,1862-11-10
"Gorinchem","KD41","AantalBlancoStemmen","",8,1862-06-10,1862-11-10
"Gorinchem","KD41","","mr. J.D.van der Poel",639,1862-06-10,1862-11-10
"Gorinchem","KD41","","W.A. Viruly Verbrugge",636,1862-06-10,1862-11-10
"Gorinchem","KD41","","C. Schiffer",324,1862-06-10,1862-11-10
"Alkmaar","KD34","Kiesgerechtigden","",3138,1862-06-10,1862-06-10
"Alkmaar","KD34","Opkomst","",1176,1862-06-10,1862-06-10
"Alkmaar","KD34","AantalStembriefjes","",1176,1862-06-10,1862-06-10
"Alkmaar","KD34","AantalGeldigeStemmen","",1171,1862-06-10,1862-06-10
"Alkmaar","KD34","AantalBlancoStemmen","",2,1862-06-10,1862-06-10
"Alkmaar","KD34","","mr. K.A. Poortman",606,1862-06-10,1862-06-10
"Alkmaar","KD34","","J.J. Rochussen",288,1862-06-10,1862-06-10
"Alkmaar","KD34","","J.L. Kikkert",251,1862-06-10,1862-06-10
"Almelo","KD15","Kiesgerechtigden","",1938,1862-06-10,1862-06-10
"Almelo","KD15","Opkomst","",1074,1862-06-10,1862-06-10
"Almelo","KD15","AantalStembriefjes","",1074,1862-06-10,1862-06-10
"Almelo","KD15","AantalGeldigeStemmen","",1067,1862-06-10,1862-06-10
"Almelo","KD15","AantalBlancoStemmen","",3,1862-06-10,1862-06-10
"Almelo","KD15","","mr. G.M.van der Linden",626,1862-06-10,1862-06-10
"Almelo","KD15","","mr. H.van Loghem",402,1862-06-10,1862-06-10
"Amersfoort","KD26","Kiesgerechtigden","",2801,1862-06-10,1862-06-10
"Amersfoort","KD26","AantalStembriefjes","",1300,1862-06-10,1862-06-10
"Amersfoort","KD26","Opkomst","",1298,1862-06-10,1862-06-10
"Amersfoort","KD26","AantalGeldigeStemmen","",1264,1862-06-10,1862-06-10
"Amersfoort","KD26","AantalBlancoStemmen","",13,1862-06-10,1862-06-10
"Amersfoort","KD26","","jhr.mr. H.A.M.van Asch van Wijck",598,1862-06-10,1862-06-10
"Amersfoort","KD26","","mr. H. Verloren van Themaat",527,1862-06-10,1862-06-10
"Amersfoort","KD26","","mr. G.A.de Meester",69,1862-06-10,1862-06-10
"Amersfoort","KD26","","mr. G. Groen van Prinsterer",48,1862-06-10,1862-06-10
"Amsterdam","KD72","Kiesgerechtigden","",4570,1862-06-10,1862-06-10
"Amsterdam","KD72","AantalGeldigeStemmen","",4222,1862-06-10,1862-06-10
"Amsterdam","KD72","AantalStembriefjes","",1420,1862-06-10,1862-06-10
"Amsterdam","KD72","Opkomst","",1420,1862-06-10,1862-06-10
"Amsterdam","KD72","AantalBlancoStemmen","",35,1862-06-10,1862-06-10
"Amsterdam","KD72","","jhr.mr. G.C.J.van Reenen",1376,1862-06-10,1862-06-10
"Amsterdam","KD72","","mr. M.H. Godefroi",1198,1862-06-10,1862-06-10
"Amsterdam","KD72","","mr. J. Heemskerk Bzn.",755,1862-06-10,1862-06-10
"Amsterdam","KD72","","J.D.van Herwerden",506,1862-06-10,1862-06-10
"Amsterdam","KD72","","S.R.van Franck",320,1862-06-10,1862-06-10
"Appingedam","KD3","Kiesgerechtigden","",3201,1862-06-10,1862-06-10
"Appingedam","KD3","AantalStembriefjes","",1273,1862-06-10,1862-06-10
"Appingedam","KD3","Opkomst","",1272,1862-06-10,1862-06-10
"Appingedam","KD3","AantalGeldigeStemmen","",1256,1862-06-10,1862-06-10
"Appingedam","KD3","AantalBlancoStemmen","",4,1862-06-10,1862-06-10
"Appingedam","KD3","","J.F. Zijlker",892,1862-06-10,1862-06-10
"Appingedam","KD3","","mr. E.van Loon",242,1862-06-10,1862-06-10
"Appingedam","KD3","","jhr.mr. O.Q.J.J.van Swinderen",111,1862-06-10,1862-06-10
"Arnhem","KD17","Kiesgerechtigden","",2853,1862-06-10,1862-06-10
"Arnhem","KD17","Opkomst","",1316,1862-06-10,1862-06-10
"Arnhem","KD17","AantalStembriefjes","",1316,1862-06-10,1862-06-10
"Arnhem","KD17","AantalGeldigeStemmen","",1303,1862-06-10,1862-06-10
"Arnhem","KD17","AantalBlancoStemmen","",10,1862-06-10,1862-06-10
"Arnhem","KD17","","mr. Æ.baron van Mackay",727,1862-06-10,1862-06-10
"Arnhem","KD17","","mr. G.A.de Meester",535,1862-06-10,1862-06-10
"Assen","KD5","Kiesgerechtigden","",2413,1862-06-10,1862-06-10
"Assen","KD5","Opkomst","",636,1862-06-10,1862-06-10
"Assen","KD5","AantalStembriefjes","",636,1862-06-10,1862-06-10
"Assen","KD5","AantalGeldigeStemmen","",628,1862-06-10,1862-06-10
"Assen","KD5","AantalBlancoStemmen","",4,1862-06-10,1862-06-10
"Assen","KD5","","mr. P.van der Veen",541,1862-06-10,1862-06-10
"Breda","KD61","Kiesgerechtigden","",3638,1862-06-10,1862-06-10
"Breda","KD61","Opkomst","",1486,1862-06-10,1862-06-10
"Breda","KD61","AantalStembriefjes","",1486,1862-06-10,1862-06-10
"Breda","KD61","AantalGeldigeStemmen","",1399,1862-06-10,1862-06-10
"Breda","KD61","AantalBlancoStemmen","",25,1862-06-10,1862-06-10
"Breda","KD61","","N.R.H. Guljé",1215,1862-06-10,1862-06-10
"Breda","KD61","","mr. P.J.J. Hollingérus Pijpers",88,1862-06-10,1862-06-10
"Breda","KD61","","mr. C.van Baerle",43,1862-06-10,1862-06-10
"Delft","KD45","Kiesgerechtigden","",2944,1862-06-10,1862-06-10
"Delft","KD45","AantalStembriefjes","",1046,1862-06-10,1862-06-10
"Delft","KD45","Opkomst","",1045,1862-06-10,1862-06-10
"Delft","KD45","AantalGeldigeStemmen","",1028,1862-06-10,1862-06-10
"Delft","KD45","AantalBlancoStemmen","",14,1862-06-10,1862-06-10
"Delft","KD45","","mr. W. Wintgens",923,1862-06-10,1862-06-10
"Delft","KD45","","mr. G. Groen van Prinsterer",39,1862-06-10,1862-06-10
"Dokkum","KD8","Kiesgerechtigden","",2529,1862-06-10,1862-06-10
"Dokkum","KD8","Opkomst","",756,1862-06-10,1862-06-10
"Dokkum","KD8","AantalStembriefjes","",756,1862-06-10,1862-06-10
"Dokkum","KD8","AantalGeldigeStemmen","",750,1862-06-10,1862-06-10
"Dokkum","KD8","AantalBlancoStemmen","",5,1862-06-10,1862-06-10
"Dokkum","KD8","","I.T.ter Brugghen Hugenholtz",601,1862-06-10,1862-06-10
"Dokkum","KD8","","mr. S.baron van Heemstra",68,1862-06-10,1862-06-10
"Dokkum","KD8","","mr. G. Groen van Prinsterer",41,1862-06-10,1862-06-10
"Dordrecht","KD42","Kiesgerechtigden","",2063,1862-06-10,1862-06-10
"Dordrecht","KD42","AantalStembriefjes","",671,1862-06-10,1862-06-10
"Dordrecht","KD42","Opkomst","",670,1862-06-10,1862-06-10
"Dordrecht","KD42","AantalGeldigeStemmen","",656,1862-06-10,1862-06-10
"Dordrecht","KD42","AantalBlancoStemmen","",6,1862-06-10,1862-06-10
"Dordrecht","KD42","","mr. G.A.de Raadt",471,1862-06-10,1862-06-10
"Dordrecht","KD42","","mr. J.S. Lotsy",82,1862-06-10,1862-06-10
"Eindhoven","KD60","Kiesgerechtigden","",2146,1862-06-10,1862-06-10
"Eindhoven","KD60","AantalStembriefjes","",945,1862-06-10,1862-06-10
"Eindhoven","KD60","Opkomst","",944,1862-06-10,1862-06-10
"Eindhoven","KD60","AantalGeldigeStemmen","",935,1862-06-10,1862-06-10
"Eindhoven","KD60","AantalBlancoStemmen","",6,1862-06-10,1862-06-10
"Eindhoven","KD60","","mr. A.A.J. Meylink",851,1862-06-10,1862-06-10
"Eindhoven","KD60","","W.van Rekum",39,1862-06-10,1862-06-10
"Gorinchem","KD41","Kiesgerechtigden","",2969,1862-06-10,1862-06-10
"Gorinchem","KD41","Opkomst","",1557,1862-06-10,1862-06-10
"Gorinchem","KD41","AantalStembriefjes","",1557,1862-06-10,1862-06-10
"Gorinchem","KD41","AantalGeldigeStemmen","",1536,1862-06-10,1862-06-10
"Gorinchem","KD41","AantalBlancoStemmen","",11,1862-06-10,1862-06-10
"Gorinchem","KD41","","W.C.M. Begram",1031,1862-06-10,1862-06-10
"Gorinchem","KD41","","C. Schiffer",405,1862-06-10,1862-06-10
"Gorinchem","KD41","","mr. G. Groen van Prinsterer",41,1862-06-10,1862-06-10
"Gouda","KD40","Kiesgerechtigden","",3289,1862-06-10,1862-06-10
"Gouda","KD40","Opkomst","",1847,1862-06-10,1862-06-10
"Gouda","KD40","AantalStembriefjes","",1847,1862-06-10,1862-06-10
"Gouda","KD40","AantalGeldigeStemmen","",1843,1862-06-10,1862-06-10
"Gouda","KD40","AantalBlancoStemmen","",3,1862-06-10,1862-06-10
"Gouda","KD40","","M.A.F.H. Hoffman",1080,1862-06-10,1862-06-10
"Gouda","KD40","","mr. P.F. Hubrecht",603,1862-06-10,1862-06-10
"Gouda","KD40","","mr. S.baron van Heemstra",134,1862-06-10,1862-06-10
"Haarlem","KD33","Kiesgerechtigden","",1262,1862-06-10,1862-06-10
"Haarlem","KD33","AantalStembriefjes","",732,1862-06-10,1862-06-10
"Haarlem","KD33","Opkomst","",731,1862-06-10,1862-06-10
"Haarlem","KD33","AantalGeldigeStemmen","",728,1862-06-10,1862-06-10
"Haarlem","KD33","AantalBlancoStemmen","",1,1862-06-10,1862-06-10
"Haarlem","KD33","","mr. F.A.van Hall",225,1862-06-10,1862-06-10
"Haarlem","KD33","","J.J.van Mulken",197,1862-06-10,1862-06-10
"Haarlem","KD33","","mr. J. Heemskerk Bzn.",161,1862-06-10,1862-06-10
"Haarlem","KD33","","jhr. M. Salvador",132,1862-06-10,1862-06-10
"Hoorn","KD35","Kiesgerechtigden","",4034,1862-06-10,1862-06-10
"Hoorn","KD35","Opkomst","",764,1862-06-10,1862-06-10
"Hoorn","KD35","AantalStembriefjes","",764,1862-06-10,1862-06-10
"Hoorn","KD35","AantalGeldigeStemmen","",758,1862-06-10,1862-06-10
"Hoorn","KD35","AantalBlancoStemmen","",6,1862-06-10,1862-06-10
"Hoorn","KD35","","H. Mensonides",622,1862-06-10,1862-06-10
"Hoorn","KD35","","Mensonides",41,1862-06-10,1862-06-10
"Leeuwarden","KD7","Kiesgerechtigden","",2987,1862-06-10,1862-06-10
"Leeuwarden","KD7","Opkomst","",1487,1862-06-10,1862-06-10
"Leeuwarden","KD7","AantalStembriefjes","",1487,1862-06-10,1862-06-10
"Leeuwarden","KD7","AantalGeldigeStemmen","",1477,1862-06-10,1862-06-10
"Leeuwarden","KD7","AantalBlancoStemmen","",6,1862-06-10,1862-06-10
"Leeuwarden","KD7","","dr. W.H. Idzerda",985,1862-06-10,1862-06-10
"Leeuwarden","KD7","","mr. S.baron van Heemstra",444,1862-06-10,1862-06-10
"Leiden","KD38","Kiesgerechtigden","",2604,1862-06-10,1862-06-10
"Leiden","KD38","Opkomst","",1136,1862-06-10,1862-06-10
"Leiden","KD38","AantalStembriefjes","",1136,1862-06-10,1862-06-10
"Leiden","KD38","AantalGeldigeStemmen","",1123,1862-06-10,1862-06-10
"Leiden","KD38","AantalBlancoStemmen","",6,1862-06-10,1862-06-10
"Leiden","KD38","","P.H.baron van Taets van Amerongen",346,1862-06-10,1862-06-10
"Leiden","KD38","","mr. G. Groen van Prinsterer",345,1862-06-10,1862-06-10
"Leiden","KD38","","jhr. J.A.C.A.van Nispen van Sevenaer",218,1862-06-10,1862-06-10
"Leiden","KD38","","dr. P. Bleeker",184,1862-06-10,1862-06-10
"Maastricht","KD64","Kiesgerechtigden","",2077,1862-06-10,1862-06-10
"Maastricht","KD64","Opkomst","",960,1862-06-10,1862-06-10
"Maastricht","KD64","AantalStembriefjes","",960,1862-06-10,1862-06-10
"Maastricht","KD64","AantalGeldigeStemmen","",917,1862-06-10,1862-06-10
"Maastricht","KD64","AantalBlancoStemmen","",38,1862-06-10,1862-06-10
"Maastricht","KD64","","C.A.baron van Bieberstein Rogalla Zawadsky",902,1862-06-10,1862-06-10
"Middelburg","KD51","Kiesgerechtigden","",2556,1862-06-10,1862-06-10
"Middelburg","KD51","Opkomst","",1074,1862-06-10,1862-06-10
"Middelburg","KD51","AantalStembriefjes","",1074,1862-06-10,1862-06-10
"Middelburg","KD51","AantalGeldigeStemmen","",1036,1862-06-10,1862-06-10
"Middelburg","KD51","AantalBlancoStemmen","",16,1862-06-10,1862-06-10
"Middelburg","KD51","","mr. W.P. Vis",369,1862-06-10,1862-06-10
"Middelburg","KD51","","mr. S.baron van Heemstra",303,1862-06-10,1862-06-10
"Middelburg","KD51","","jhr.mr. J.G.H.van Tets van Goudriaan",265,1862-06-10,1862-06-10
"Middelburg","KD51","","mr. J.P. Dronkers",31,1862-06-10,1862-06-10
"Nijmegen","KD23","Kiesgerechtigden","",2536,1862-06-10,1862-06-10
"Nijmegen","KD23","AantalStembriefjes","",2065,1862-06-10,1862-06-10
"Nijmegen","KD23","Opkomst","",2064,1862-06-10,1862-06-10
"Nijmegen","KD23","AantalGeldigeStemmen","",2034,1862-06-10,1862-06-10
"Nijmegen","KD23","AantalBlancoStemmen","",17,1862-06-10,1862-06-10
"Nijmegen","KD23","","jhr. J.A.C.A.van Nispen van Sevenaer",1215,1862-06-10,1862-06-10
"Nijmegen","KD23","","mr. W.C.C. Sassen jr.",784,1862-06-10,1862-06-10
"Roermond","KD65","Kiesgerechtigden","",1707,1862-06-10,1862-06-10
"Roermond","KD65","Opkomst","",1385,1862-06-10,1862-06-10
"Roermond","KD65","AantalStembriefjes","",1385,1862-06-10,1862-06-10
"Roermond","KD65","AantalGeldigeStemmen","",1360,1862-06-10,1862-06-10
"Roermond","KD65","AantalBlancoStemmen","",11,1862-06-10,1862-06-10
"Roermond","KD65","","mr. P.L.de Lom de Berg",645,1862-06-10,1862-06-10
"Roermond","KD65","","mr. F.H.K.E.baron van Keverberg de Kessel",502,1862-06-10,1862-06-10
"Roermond","KD65","","mr. J.M.L.H. Clercx",209,1862-06-10,1862-06-10
"Rotterdam","KD73","Kiesgerechtigden","",3030,1862-06-10,1862-06-10
"Rotterdam","KD73","AantalGeldigeStemmen","",2175,1862-06-10,1862-06-10
"Rotterdam","KD73","AantalStembriefjes","",1112,1862-06-10,1862-06-10
"Rotterdam","KD73","Opkomst","",1112,1862-06-10,1862-06-10
"Rotterdam","KD73","AantalBlancoStemmen","",43,1862-06-10,1862-06-10
"Rotterdam","KD73","","I.D. Fransen van de Putte",802,1862-06-10,1862-06-10
"Rotterdam","KD73","","mr. A. Hoynck van Papendrecht",777,1862-06-10,1862-06-10
"Rotterdam","KD73","","mr. G. Groen van Prinsterer",276,1862-06-10,1862-06-10
"Rotterdam","KD73","","M.A.F.H. Hoffman",265,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","Kiesgerechtigden","",2094,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","Opkomst","",644,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","AantalStembriefjes","",644,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","AantalGeldigeStemmen","",629,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","AantalBlancoStemmen","",15,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","","mr. J. Kappeyne van de Coppello",411,1862-06-10,1862-06-10
"'s-Gravenhage","KD74","","dr. A. Vrolik",154,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","Kiesgerechtigden","",2753,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","Opkomst","",1093,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","AantalStembriefjes","",1093,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","AantalGeldigeStemmen","",1055,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","AantalBlancoStemmen","",38,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","","mr. A.F.X. Luyben",936,1862-06-10,1862-06-10
"'s-Hertogenbosch","KD55","","mr. J.F. Kolen",31,1862-06-10,1862-06-10
"Sneek","KD10","Kiesgerechtigden","",2859,1862-06-10,1862-06-10
"Sneek","KD10","Opkomst","",1397,1862-06-10,1862-06-10
"Sneek","KD10","AantalStembriefjes","",1397,1862-06-10,1862-06-10
"Sneek","KD10","AantalGeldigeStemmen","",1385,1862-06-10,1862-06-10
"Sneek","KD10","AantalBlancoStemmen","",5,1862-06-10,1862-06-10
"Sneek","KD10","","mr. A.F. Jongstra",616,1862-06-10,1862-06-10
"Sneek","KD10","","jhr. W.H. Lycklama à Nijeholt",329,1862-06-10,1862-06-10
"Sneek","KD10","","jhr. J.A. Lycklama à Nijeholt",281,1862-06-10,1862-06-10
"Sneek","KD10","","mr. G. Groen van Prinsterer",144,1862-06-10,1862-06-10
"Tiel","KD71","Kiesgerechtigden","",1634,1862-06-10,1862-06-10
"Tiel","KD71","AantalStembriefjes","",706,1862-06-10,1862-06-10
"Tiel","KD71","Opkomst","",705,1862-06-10,1862-06-10
"Tiel","KD71","AantalGeldigeStemmen","",692,1862-06-10,1862-06-10
"Tiel","KD71","AantalBlancoStemmen","",13,1862-06-10,1862-06-10
"Tiel","KD71","","mr. W.F.C.van Lidt de Jeude",539,1862-06-10,1862-06-10
"Tiel","KD71","","J.C.F.van Hoytema",130,1862-06-10,1862-06-10
"Tilburg","KD57","Kiesgerechtigden","",3036,1862-06-10,1862-06-10
"Tilburg","KD57","Opkomst","",950,1862-06-10,1862-06-10
"Tilburg","KD57","AantalStembriefjes","",950,1862-06-10,1862-06-10
"Tilburg","KD57","AantalGeldigeStemmen","",944,1862-06-10,1862-06-10
"Tilburg","KD57","AantalBlancoStemmen","",4,1862-06-10,1862-06-10
"Tilburg","KD57","","mr. F.J. Jespers",756,1862-06-10,1862-06-10
"Tilburg","KD57","","J.H.A. Diepen",99,1862-06-10,1862-06-10
"Tilburg","KD57","","jhr. J.A.C.A.van Nispen van Sevenaer",38,1862-06-10,1862-06-10
"Utrecht","KD25","Kiesgerechtigden","",2866,1862-06-10,1862-06-10
"Utrecht","KD25","Opkomst","",986,1862-06-10,1862-06-10
"Utrecht","KD25","AantalStembriefjes","",986,1862-06-10,1862-06-10
"Utrecht","KD25","AantalGeldigeStemmen","",960,1862-06-10,1862-06-10
"Utrecht","KD25","AantalBlancoStemmen","",23,1862-06-10,1862-06-10
"Utrecht","KD25","","mr. N.P.J. Kien",616,1862-06-10,1862-06-10
"Utrecht","KD25","","mr. S.baron van Heemstra",242,1862-06-10,1862-06-10
"Utrecht","KD25","","mr. W.R. Boer",47,1862-06-10,1862-06-10
"Zierikzee","KD52","Kiesgerechtigden","",1393,1862-06-10,1862-06-10
"Zierikzee","KD52","AantalStembriefjes","",901,1862-06-10,1862-06-10
"Zierikzee","KD52","Opkomst","",900,1862-06-10,1862-06-10
"Zierikzee","KD52","AantalGeldigeStemmen","",852,1862-06-10,1862-06-10
"Zierikzee","KD52","AantalBlancoStemmen","",10,1862-06-10,1862-06-10
"Zierikzee","KD52","","mr. S.H. Anemaet",530,1862-06-10,1862-06-10
"Zierikzee","KD52","","jhr.mr. J.F. Schuurbeque Boeye",226,1862-06-10,1862-06-10
"Zierikzee","KD52","","mr. G.A. Fokker",40,1862-06-10,1862-06-10
"Zierikzee","KD52","","mr. G. Groen van Prinsterer",28,1862-06-10,1862-06-10
"Zierikzee","KD52","","C. Goekoop",16,1862-06-10,1862-06-10
"Zuidhorn","KD69","Kiesgerechtigden","",1713,1862-06-10,1862-06-10
"Zuidhorn","KD69","Opkomst","",442,1862-06-10,1862-06-10
"Zuidhorn","KD69","AantalStembriefjes","",442,1862-06-10,1862-06-10
"Zuidhorn","KD69","AantalGeldigeStemmen","",439,1862-06-10,1862-06-10
"Zuidhorn","KD69","AantalBlancoStemmen","",2,1862-06-10,1862-06-10
"Zuidhorn","KD69","","G. Reinders",411,1862-06-10,1862-06-10
"Zutphen","KD19","Kiesgerechtigden","",2657,1862-06-10,1862-06-10
"Zutphen","KD19","Opkomst","",1152,1862-06-10,1862-06-10
"Zutphen","KD19","AantalStembriefjes","",1152,1862-06-10,1862-06-10
"Zutphen","KD19","AantalGeldigeStemmen","",1133,1862-06-10,1862-06-10
"Zutphen","KD19","AantalBlancoStemmen","",13,1862-06-10,1862-06-10
"Zutphen","KD19","","mr. W.H. Dullert",821,1862-06-10,1862-06-10
"Zutphen","KD19","","E.baron van Lynden",203,1862-06-10,1862-06-10
"Zutphen","KD19","","E.L.baron van Voorst tot Voorst",76,1862-06-10,1862-06-10
"Zwolle","KD12","Kiesgerechtigden","",3085,1862-06-10,1862-06-10
"Zwolle","KD12","Opkomst","",1424,1862-06-10,1862-06-10
"Zwolle","KD12","AantalStembriefjes","",1424,1862-06-10,1862-06-10
"Zwolle","KD12","AantalGeldigeStemmen","",1416,1862-06-10,1862-06-10
"Zwolle","KD12","AantalBlancoStemmen","",4,1862-06-10,1862-06-10
"Zwolle","KD12","","mr. G.A.de Meester",514,1862-06-10,1862-06-10
"Zwolle","KD12","","mr. G. Groen van Prinsterer",474,1862-06-10,1862-06-10
"Zwolle","KD12","","mr. G.A. IJssel de Schepper",173,1862-06-10,1862-06-10
