"District","Date","Aanbevolen.door","Aantal.stemmen","Percentage","name"
"Den Haag",1877-06-12,"(AH)*",551,41.7741," L.  Mulder"
"Tiel",1879-06-10,"(AH)*",983,50.2556,"mr. W.H. de Beaufort"
"Tiel",1883-06-12,"(AH)*",1223,45.6684,"mr. W.H. de Beaufort"
"Amersfoort",1884-10-28,"(AH)*",794,16.9586,"mr. W.H. de Beaufort"
"Amsterdam",1884-10-28,"(AH)*",2316,9.8219,"mr. W.H. de Beaufort"
"Amsterdam",1886-06-15,"(AH)*",2368,10.2649,"mr. W.H. de Beaufort"
"Amsterdam",1887-09-01,"(AH)*",1191,11.1204,"mr. W.H. de Beaufort"
"Amsterdam",1888-03-06,"Lib",5161,3.6818,"mr. W.H. de Beaufort"
"Steenwijk",1888-03-06,"Lib",1199,47.655,"mr. W.H. de Beaufort"
"Hilversum",1888-03-06,"Lib",864,28.4211,"mr. W.H. de Beaufort"
"Zwolle",1888-03-06,"Lib",1184,43.133,"mr. W.H. de Beaufort"
"Amsterdam",1888-03-20,"Lib",5009,87.3104,"mr. W.H. de Beaufort"
"Steenwijk",1888-04-10,"Lib",1184,45.7319,"mr. W.H. de Beaufort"
"Amsterdam",1891-06-09,"Lib",7078,5.9347,"mr. W.H. de Beaufort"
"Utrecht",1894-04-10,"Lib(TT)",1867,51.475,"mr. W.H. de Beaufort"
"Enschede",1894-04-10,"Lib(TT)",432,22.3256,"mr. W.H. de Beaufort"
"Delft",1894-04-10,"Lib(TT)",929,44.133,"mr. W.H. de Beaufort"
"Amsterdam",1894-04-10,"Lib(TT)
               Lib(TT)",3421,4.1711,"mr. W.H. de Beaufort"
"Wijk bij Duurstede",1894-04-10,"Lib(TT)
               Lib(TT)
               Lib(TT)",32,1.3479,"mr. W.H. de Beaufort"
"Almelo",1894-04-10,"Lib(TT)",50,3.6711,"mr. W.H. de Beaufort"
"Tiel",1894-04-10,"Lib(TT)
               Lib(TT)",143,11.4217,"mr. W.H. de Beaufort"
"Delft",1894-04-24,"Lib(TT)",1523,66.0451,"mr. W.H. de Beaufort"
"Tiel",1884-10-28,"AR(DT)",1429,25.5133," F.W.J. baron van Aylva van Pallandt"
"Tiel",1886-06-15,"AR(DT)",1602,25.3923," F.W.J. baron van Aylva van Pallandt"
"Tiel",1887-09-01,"AR(DT)",1606,29.3173," F.W.J. baron van Aylva van Pallandt"
"Tiel",1884-10-28,"(AH)*",1337,23.8707,"mr. C.  Pijnacker Hordijk"
"Tiel",1886-06-15,"(AH)*",1521,24.1084,"mr. P.  Rink"
"Arnhem",1891-06-09,"Lib",1143,55.4585,"mr. P.  Rink"
"Druten",1891-06-09,"Lib",65,4.8507,"mr. P.  Rink"
"Arnhem",1894-04-10,"Lib(VT)",1330,55.7185,"mr. P.  Rink"
"Arnhem",1897-06-15,"Lib",2130,50.6901,"mr. P.  Rink"
"Den Bosch",1897-06-15,"Lib",429,17.4888,"mr. P.  Rink"
"Elst",1897-06-15,"Lib",1337,21.022,"mr. P.  Rink"
"Elst",1901-06-14,"Lib(VL)",956,17.6644,"mr. P.  Rink"
"Arnhem",1901-06-14,"Lib(VL)",2047,49.4803,"mr. P.  Rink"
"Arnhem",1901-06-27,"Lib(VL/VD/SDAP)",2496,57.7644,"mr. P.  Rink"
"Arnhem",1905-06-16,"Lib",2729,45.5593,"mr. P.  Rink"
"Arnhem",1905-06-28,"Lib(VL/VD/SDAP)",3396,55.3365,"mr. P.  Rink"
"Hoogezand",1909-06-11,"Lib(VL)",1766,32.4632,"mr. P.  Rink"
"Hoogezand",1909-06-23,"Lib(VL/VD/Ka/CHU)",2887,53.0699,"mr. P.  Rink"
"Hoogezand",1913-06-17,"Lib",2124,33.4805,"mr. P.  Rink"
"Hoogezand",1913-06-25,"Lib(VL/VD)",2322,44.939,"mr. P.  Rink"
"Hoogezand",1913-08-04,"Lib",2563,51.1781,"mr. P.  Rink"
"Hoogezand",1917-06-15,"Lib",NA,NA,"mr. P.  Rink"
"Breda",1886-06-15,"(AH)*",508,9.9706,"mr. M.  Tydeman jr."
"Druten",1888-03-06,"Lib",289,12.0216,"mr. M.  Tydeman jr."
"Druten",1888-04-10,"Lib",216,11.5942,"mr. M.  Tydeman jr."
"Breda",1891-06-09,"Lib",440,27.5689,"mr. M.  Tydeman jr."
"Bergen op Zoom",1891-06-09,"Lib",158,13.5972,"mr. M.  Tydeman jr."
"Zevenbergen",1891-06-09,"Lib",214,12.1591,"mr. M.  Tydeman jr."
"Tiel",1894-04-10,"Lib(VT)",1054,84.1853,"mr. M.  Tydeman jr."
"Tiel",1897-06-15,"VL",3121,64.9802,"mr. M.  Tydeman jr."
"Tiel",1901-06-14,"VL(Lib)",2621,71.7296,"mr. M.  Tydeman jr."
"Tiel",1905-06-16,"VL",2666,60.6598,"mr. M.  Tydeman jr."
"Tiel",1909-06-11,"VL",2634,61.9473,"mr. M.  Tydeman jr."
"Tiel",1913-06-17,"VL",3279,56.2243,"mr. M.  Tydeman jr."
"Utrecht",1869-06-08,"(AH)*",196,14.6269,"mr. H.  Verloren van Themaat"
"Amersfoort",1875-06-08,"(AH)*",493,24.8864,"mr. H.  Verloren van Themaat"
"Amersfoort",1871-06-13,"(DT)*",760,44.9704,"mr. E.L. baron van Hardenbroek van Lockhorst"
"Amersfoort",1871-06-27,"(DZH)*",1559,73.5724,"mr. E.L. baron van Hardenbroek van Lockhorst"
"Utrecht",1871-06-13,"(AH)*",563,44.8963,"mr. W.R.  Boer"
"Utrecht",1871-06-27,"(AH)*",571,41.1087,"mr. W.R.  Boer"
"Amsterdam",1869-06-08,"AK/DT/DZH",953,13.4037,"mr. M.J.  Pijnappel"
"Amsterdam",1894-04-10,"Lib(TT)
               Lib(TT)",2841,3.464,"mr. M.J.  Pijnappel"
"Amsterdam I",1897-06-15,"VL",747,26.8415,"mr. M.J.  Pijnappel"
"Amsterdam I",1897-06-25,"VL(CHK)",2228,66.7266,"mr. M.J.  Pijnappel"
"Apeldoorn",1897-06-15,"Lib",2164,44.5359," H.C. van der Houven van Oordt"
"Amersfoort",1883-06-12,"AR(DT)",1458,71.9645,"mr. W.K.F.P. graaf van Bylandt"
"Amersfoort",1884-10-28,"AR(DT)",1556,33.2337,"mr. W.K.F.P. graaf van Bylandt"
"Amersfoort",1886-06-15,"AR(DT)",1799,33.6387,"mr. W.K.F.P. graaf van Bylandt"
"Amersfoort",1887-09-01,"AR(DT)",1580,40.1219,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1888-03-06,"AR(Ka)",1525,61.666,"mr. W.K.F.P. graaf van Bylandt"
"Utrecht",1891-06-09,"AR(Ka)",1577,44.248,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1891-06-09,"AR(Ka)",1270,55.1455,"mr. W.K.F.P. graaf van Bylandt"
"Amsterdam",1894-04-10,"AR(TT)",607,0.7401,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1894-04-10,"AR(TT)
               AR(TT)",900,46.4396,"mr. W.K.F.P. graaf van Bylandt"
"Tiel",1897-06-15,"VA(Ka/AR)",1241,25.838,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1897-06-15,"VA(Ka/AR)",2455,50.5248,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1901-06-14,"VA(Ka/AR)",3013,59.2644,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1905-06-16,"CHP(AR)",4147,55.1316,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1909-06-11,"CHU(Ka/AR)",4397,61.4879,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1913-06-17,"CHU(Ka/AR)",4172,49.1228,"mr. W.K.F.P. graaf van Bylandt"
"Apeldoorn",1913-06-25,"CHU(Ka/AR)",5095,50.4356,"mr. W.K.F.P. graaf van Bylandt"
"Hilversum",1884-10-28,"(AH)*",606,37.4074,"jhr.mr. J.E.  Huydecoper van Nigtevecht"
"Amersfoort",1886-06-15,"(AH)*",861,16.0995,"jhr.mr. J.E.  Huydecoper van Nigtevecht"
"Amersfoort",1886-06-15,"(AH)*",855,15.9873,"mr. F.A.R.A. baron van Ittersum"
"Utrecht",1871-06-27,"(DZH)*",818,58.8913,"mr. N.P.J.  Kien"
"Utrecht",1875-06-08,"DZH(DT)",663,39.3005,"mr. N.P.J.  Kien"
"Utrecht",1875-06-22,"DZH(AR/DT)",1101,49.2177,"mr. N.P.J.  Kien"
"Utrecht",1869-06-08,"AK/DZH",856,63.8806,"mr. E. du Marchie van Voorthuysen"
"Utrecht",1873-06-24,"(AH)*",830,47.1056,"mr. E. du Marchie van Voorthuysen"
"Utrecht",1875-06-08,"(AH)*",741,43.9241," J.N.  Bastert"
"Utrecht",1875-06-22,"(AH)*",1136,50.7823," J.N.  Bastert"
"Utrecht",1879-06-10,"(AH)*",791,49.0999," J.N.  Bastert"
"Utrecht",1879-06-24,"(AH)*",970,49.8715," J.N.  Bastert"
"Utrecht",1883-06-12,"(AH)*",1109,50.6393," J.N.  Bastert"
"Utrecht",1884-10-28,"(AH)*",1154,27.1083," J.N.  Bastert"
"Bodegraven",1891-06-09,"Lib",1475,43.3568," J.N.  Bastert"
"Bodegraven",1891-06-23,"Lib",1781,49.874," J.N.  Bastert"
"Utrecht",1894-05-15,"Lib(TT)",1542,61.6061," J.N.  Bastert"
"Utrecht II",1897-06-15,"VL(CHK)",840,24.583," J.N.  Bastert"
"Utrecht II",1897-06-25,"VL(CHK)",2077,57.455," J.N.  Bastert"
"Hoorn",1873-06-10,"AR",230,13.9648,"mr. J.  Messchert van Vollenhoven"
"Utrecht",1873-06-10,"AR",574,36.1461,"mr. J.  Messchert van Vollenhoven"
"Utrecht",1873-06-24,"AR",932,52.8944,"mr. J.  Messchert van Vollenhoven"
"Rotterdam",1875-06-08,"(DT)*",260,17.038,"mr. J.G. de Bruijn"
"Den Bosch",1881-06-14,"(DT)*",1286,90.8192,"mr. J.G. de Bruijn"
"Dordrecht",1891-06-09,"Ka",128,5.0814,"mr. J.G. de Bruijn"
"Utrecht",1877-06-12,"(AH)*",957,55.6719,"jhr.mr. J.  Roëll"
"Utrecht",1881-06-14,"(AH)*",941,66.8324,"jhr.mr. J.  Roëll"
"Utrecht",1884-10-28,"(AH)*",1180,27.7191,"jhr.mr. J.  Roëll"
"Utrecht",1886-06-15,"(AH)*",1409,24.7323,"jhr.mr. J.  Roëll"
"Utrecht",1888-03-06,"Lib",2067,55.1053,"jhr.mr. J.  Roëll"
"Utrecht",1891-06-09,"Lib",2001,56.1448,"jhr.mr. J.  Roëll"
"Haarlem",1894-04-10,"Lib(TT)",793,54.6897,"jhr.mr. J.  Roëll"
"Utrecht",1894-04-10,"Lib(TT)",1964,54.1494,"jhr.mr. J.  Roëll"
"Den Haag I",1897-06-15,"VL",266,6.978,"jhr.mr. J.  Roëll"
"Utrecht II",1901-06-14,"VL(Lib)",1059,30.214,"jhr.mr. J.  Roëll"
"Utrecht II",1901-06-27,"VL(Lib/VD)",1932,54.9176,"jhr.mr. J.  Roëll"
"Utrecht II",1905-06-16,"VL",1351,25.7677,"jhr.mr. J.  Roëll"
"Utrecht II",1905-06-28,"VL(Lib/VD)",3006,54.1622,"jhr.mr. J.  Roëll"
"Utrecht II",1909-06-11,"VL",1228,23.0092,"jhr.mr. J.  Roëll"
"Utrecht II",1909-06-23,"VL(Lib/VD)",2359,44.0852,"jhr.mr. J.  Roëll"
"Den Haag",1883-06-12,"AR",114,8.0679," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1883-06-12,"AR(DT)",1073,48.9954," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1884-10-28,"AR",708,16.6314," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1884-11-11,"AR(DT)",1341,51.1247," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1886-06-15,"AR(DT)",1445,25.3642," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1887-09-01,"AR(DT)",1275,26.5183," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1888-03-06,"AR(Ka)",1703,45.4012," J.E.N. baron van Schimmelpenninck van der Oye"
"Amersfoort",1888-05-16,"AR(Ka)",1326,77.4081," J.E.N. baron van Schimmelpenninck van der Oye"
"Amersfoort",1891-06-09,"AR",901,41.868," J.E.N. baron van Schimmelpenninck van der Oye"
"Amersfoort",1891-06-23,"AR",1325,59.4971," J.E.N. baron van Schimmelpenninck van der Oye"
"Utrecht",1884-10-28,"AR",649,15.2455,"jhr.mr. J.H.  Hora Siccama"
"Den Haag",1886-06-15,"AR",83,1.8915,"jhr.mr. J.H.  Hora Siccama"
"Utrecht",1884-10-28,"(DT)*",549,12.8964,"mr. J.J.I.  Harte van Tecklenburg"
"Grave",1888-03-06,"Ka",2007,95.5259,"mr. J.J.I.  Harte van Tecklenburg"
"Rotterdam",1891-06-09,"Ka",734,3.2121,"mr. J.J.I.  Harte van Tecklenburg"
"Grave",1891-06-09,"Ka",1551,94.057,"mr. J.J.I.  Harte van Tecklenburg"
"Amsterdam",1891-06-09,"Ka",1222,1.0246,"mr. J.J.I.  Harte van Tecklenburg"
"Grave",1897-06-15,"Ka",6230,NA,"mr. J.J.I.  Harte van Tecklenburg"
"Grave",1901-06-14,"Ka",NA,NA,"mr. J.J.I.  Harte van Tecklenburg"
"Grave",1905-06-16,"Ka",2270,44.9772,"mr. J.J.I.  Harte van Tecklenburg"
"Grave",1905-06-28,"Ka",2430,44.7431,"mr. J.J.I.  Harte van Tecklenburg"
"Utrecht",1886-06-15,"(AH)*",1403,24.627,"mr. W.J.  Royaards van den Ham"
"Breukelen",1888-03-06,"Lib",1156,33.2184,"mr. W.J.  Royaards van den Ham"
"Breukelen",1888-03-20,"Lib",1729,50.4818,"mr. W.J.  Royaards van den Ham"
"Breukelen",1891-06-09,"Lib",1246,37.2051,"mr. W.J.  Royaards van den Ham"
"Breukelen",1891-06-23,"Lib",1755,51.2558,"mr. W.J.  Royaards van den Ham"
"Breukelen",1894-04-10,"Lib(TT)
               Lib(TT)",1345,45.7483,"mr. W.J.  Royaards van den Ham"
"Utrecht",1894-04-10,"Lib(VT)",664,18.3071," J.  Duyvis"
"Alkmaar",1886-06-15,"(DT)*",1361,20.7501,"jhr. C.  Hartsen"
"Amsterdam",1886-06-15,"(DT)*",671,2.9087,"jhr. C.  Hartsen"
"Alkmaar",1888-03-06,"C(Ka)",1492,34.5211,"jhr. C.  Hartsen"
"Alkmaar",1888-03-20,"C(AR/Ka)",1901,43.4912,"jhr. C.  Hartsen"
"Den Haag",1886-06-15,"(AH)*",1184,26.9827,"mr. L.G.  Greeve"
"Den Haag",1888-03-06,"Lib",3077,16.6495,"mr. L.G.  Greeve"
"Den Haag",1888-03-20,"Lib",3266,25.3986,"mr. L.G.  Greeve"
"Hilversum",1879-06-10,"(AH)*",253,22.7723,"jhr. D.J.A.A. van Lawick van Pabst tot Nijevelt"
"Franeker",1891-06-09,"Ka",131,4.2602," J.F.H.  Bekhuis"
"Sneek",1894-05-11,"Ka(TT)",240,9.82," J.F.H.  Bekhuis"
"Leeuwarden",1897-06-15,"Ka",505,12.7848," J.F.H.  Bekhuis"
"Hilversum",1886-06-15,"(AH)*",770,39.6703," C.J.  Hacke van Mijnden"
"Hoorn",1869-06-08,"(AH)*",1342,60.0447,"jhr.mr. D. van Akerlaken"
"Hoorn",1873-06-10,"(AH)*",1338,81.2386,"jhr.mr. D. van Akerlaken"
"Amsterdam",1871-06-13,"(AH)*",1071,14.8276,"mr. A.S. van Nierop"
"Amsterdam",1869-06-08,"(AH)*",1360,19.128,"mr. M.J. de Lange"
"Amsterdam",1873-06-10,"(AH)*",860,18.5545,"mr. M.J. de Lange"
"Hoorn",1869-06-08,"AK/DT/DZH",874,39.1051,"mr.dr. E.H. s Jacob"
"Amsterdam",1871-06-13,"DT/DZH",1153,15.9629,"mr.dr. E.H. s Jacob"
"Amsterdam",1871-06-27,"DT/DZH",1017,50.5719,"mr.dr. E.H. s Jacob"
"Amsterdam",1875-06-08,"DZH(DT)",863,11.8854,"mr.dr. E.H. s Jacob"
"Hoorn",1871-06-13,"(AH)*",1265,51.7171," K.H. de Jong"
"Hoorn",1879-06-10,"(AH)*",1336,86.9226," K.H. de Jong"
"Hoorn",1883-06-12,"(AH)*",1295,58.3071," K.H. de Jong"
"Hoorn",1884-10-28,"(AH)*",1893,32.4867," K.H. de Jong"
"Rotterdam",1871-06-13,"(AH)*",1025,59.3515," I.D.  Fransen van de Putte"
"Hoorn",1877-06-12,"(AH)*",1211,86.9971," I.D.  Fransen van de Putte"
"Amsterdam",1873-06-10,"AR",166,3.5814," W. von Wrangel auf Lindenberg"
"Amsterdam",1875-06-08,"AR",142,1.9557," W. von Wrangel auf Lindenberg"
"Delft",1875-06-08,"AR",491,19.3231," W. von Wrangel auf Lindenberg"
"Delft",1877-06-12,"AR",397,17.1787," W. von Wrangel auf Lindenberg"
"Amsterdam",1877-06-12,"AR",93,2.0377," W. von Wrangel auf Lindenberg"
"Hoorn",1881-06-14,"(AH)*",1177,84.9206,"mr. W.K. baron van Dedem"
"Hoorn",1884-10-28,"(AH)*",1892,32.4695,"mr. W.K. baron van Dedem"
"Hoorn",1886-06-15,"(AH)*",1950,30.699,"mr. W.K. baron van Dedem"
"Hoorn",1888-03-06,"Lib",2065,66.1647,"mr. W.K. baron van Dedem"
"Hoorn",1891-06-09,"Lib",1634,77.5878,"mr. W.K. baron van Dedem"
"Haarlemmermeer",1883-06-12,"(AH)*",392,33.1641,"mr. D.  Visser van Hazerswoude"
"Haarlemmermeer",1884-10-28,"(AH)*",377,31.3644,"mr. D.  Visser van Hazerswoude"
"Hoorn",1886-06-15,"(AH)*",1958,30.8249,"mr. D.  Visser van Hazerswoude"
"Enkhuizen",1888-03-06,"Lib",2150,55.1141,"mr. D.  Visser van Hazerswoude"
"Alkmaar",1881-06-14,"(DT)*",630,29.453," W.  Bos"
"Alkmaar",1883-06-12,"(DT)*",644,27.6158," W.  Bos"
"Alkmaar",1884-10-28,"(DT)*",788,14.8232," W.  Bos"
"Hoorn",1884-10-28,"(DT)*",872,14.9648," W.  Bos"
"Alkmaar",1884-11-11,"DT(AR)",1099,36.439," W.  Bos"
"Hoorn",1886-06-15,"(DT)*",1107,17.4276," W.  Bos"
"Hoorn",1887-09-01,"(DT)*",793,17.3751," W.  Bos"
"Enkhuizen",1888-03-06,"Ka",1440,36.9136," W.  Bos"
"Beverwijk",1891-06-09,"Ka",753,25.2346," W.  Bos"
"Beverwijk",1891-06-23,"Ka(AR)",1524,46.7915," W.  Bos"
"Amsterdam",1879-06-10,"AR",176,3.3569," H.W. van Marle"
"Alkmaar",1879-06-10,"AR",79,3.9421," H.W. van Marle"
"Amsterdam",1881-06-14,"AR(DT)",640,7.4134," H.W. van Marle"
"Amsterdam",1883-06-12,"AR(DT)",611,11.3611," H.W. van Marle"
"Hoorn",1884-10-28,"AR",139,2.3854," H.W. van Marle"
"Haarlem",1884-10-28,"AR",199,4.9527," H.W. van Marle"
"Amsterdam",1884-10-28,"AR",332,1.408," H.W. van Marle"
"Alkmaar",1886-06-15,"AR(DT)",1321,20.1403," H.W. van Marle"
"Amsterdam",1886-06-15,"AR",299,1.2961," H.W. van Marle"
"Amsterdam",1887-09-01,"AR",298,2.7824," H.W. van Marle"
"Amsterdam",1888-03-06,"AR",2182,1.5566," H.W. van Marle"
"Den Helder",1888-03-06,"AR",973,35.1517," H.W. van Marle"
"Alkmaar",1888-03-06,"AR",255,5.9," H.W. van Marle"
"Den Helder",1888-03-20,"AR(Ka)",1004,36.0762," H.W. van Marle"
"Den Helder",1891-06-09,"AR",281,19.8306," H.W. van Marle"
"Amsterdam",1894-04-10,"AR(VT)",1174,1.4314," H.W. van Marle"
"Amsterdam VI",1901-06-14,"AR(Ka)",1362,40.9501," H.W. van Marle"
"Amsterdam VI",1901-06-27,"AR(Ka/VA)",1556,44.559," H.W. van Marle"
"Alkmaar",1869-06-08,"AK/DT/DZH",1106,47.6108,"jhr.mr. C. van Foreest"
"Alkmaar",1873-06-10,"(DT)*",1270,51.5631,"jhr.mr. C. van Foreest"
"Alkmaar",1871-06-13,"(AH)*",1254,55.8077,"mr. J.L. de Bruyn Kops"
"Alkmaar",1875-06-08,"(AH)*",1729,61.9491,"mr. J.L. de Bruyn Kops"
"Alkmaar",1879-06-10,"(AH)*",1157,57.7345,"mr. J.L. de Bruyn Kops"
"Alkmaar",1883-06-12,"(AH)*",1336,57.2899,"mr. J.L. de Bruyn Kops"
"Alkmaar",1884-10-28,"(AH)*",1167,21.9526,"mr. J.L. de Bruyn Kops"
"Alkmaar",1886-06-15,"(AH)*",1898,28.9373,"mr. J.L. de Bruyn Kops"
"Alkmaar",1875-06-08,"DZH(DT)",862,30.885,"jhr. F. de Casembroot"
"Delft",1875-06-08,"DZH(DT)",1116,43.9197,"jhr. F. de Casembroot"
"Delft",1875-06-22,"DZH(AR/DT)",1381,55.2842,"jhr. F. de Casembroot"
"Delft",1879-06-10,"(DT)*",1059,45.864,"jhr. F. de Casembroot"
"Delft",1879-06-24,"(DT)*",1279,60.4157,"jhr. F. de Casembroot"
"Rotterdam",1869-06-08,"DT/DZH",442,14.3274,"mr. D.C.A. graaf van Hogendorp"
"Amsterdam",1873-06-10,"(DT)*",729,15.7282," G.  Fabius"
"Amsterdam",1873-06-24,"(DZH)*",672,51.0251," G.  Fabius"
"Amsterdam",1879-06-10,"(DT)*",461,8.7927,"mr. J.A.N.  Travaglino"
"Haarlem",1884-10-28,"(DT)*",478,11.8965,"mr. J.A.N.  Travaglino"
"Amsterdam",1884-10-28,"(DT)*",598,2.536,"mr. J.A.N.  Travaglino"
"Alkmaar",1884-10-28,"(DT)*",755,14.2024,"mr. J.A.N.  Travaglino"
"Beverwijk",1888-03-06,"Ka",1456,46.399,"mr. J.A.N.  Travaglino"
"Beverwijk",1888-03-20,"Ka(AR)",1592,47.7075,"mr. J.A.N.  Travaglino"
"Druten",1888-04-10,"Ka",1501,80.569,"mr. J.A.N.  Travaglino"
"Druten",1891-06-09,"Ka",1081,80.6716,"mr. J.A.N.  Travaglino"
"Amsterdam",1891-06-09,"Ka",1256,1.0531,"mr. J.A.N.  Travaglino"
"Druten",1894-04-10,"Ka(TT)",934,69.7535,"mr. J.A.N.  Travaglino"
"Druten",1897-06-15,"Ka",2841,67.5624,"mr. J.A.N.  Travaglino"
"Druten",1901-06-14,"Ka",NA,NA,"mr. J.A.N.  Travaglino"
"Amsterdam",1869-06-08,"(AH)*",1493,20.9986,"mr. J.  Heemskerk Bzn."
"Haarlem",1869-06-08,"(AH)*",862,61.9253,"mr. C.J.F.  Mirandolle"
"Haarlem",1873-06-10,"(AH)*",833,63.1539,"mr. C.J.F.  Mirandolle"
"Haarlem",1877-06-12,"(AH)*",939,76.094,"mr. C.J.F.  Mirandolle"
"Haarlem",1881-06-14,"(AH)*",731,76.6247,"mr. C.J.F.  Mirandolle"
"Haarlem",1869-06-08,"(DT)*",568,40.8046," A. van Lennep"
"Haarlem",1871-06-13,"(AH)*",1015,62.9653,"mr. C.  Fock"
"Amsterdam",1871-06-13,"(AH)*",1262,17.472,"mr. C.  Fock"
"Rotterdam",1871-06-13,"(DZH)*",697,40.359,"jhr.mr. J.L.C. van den Berch van Heemstede"
"Leiden",1873-06-10,"AR",730,44.4851,"jhr.mr. J.L.C. van den Berch van Heemstede"
"Leiden",1873-06-24,"AR(DZH)",978,67.4483,"jhr.mr. J.L.C. van den Berch van Heemstede"
"Leiden",1877-06-12,"AR(DT)",1125,54.6913,"jhr.mr. J.L.C. van den Berch van Heemstede"
"Sneek",1877-06-12,"AR",929,15.9485," A.  Brummelkamp sr."
"Alkmaar",1877-06-12,"AR",76,3.5985," A.  Brummelkamp sr."
"Haarlem",1877-06-12,"AR",60,4.8622," A.  Brummelkamp sr."
"Dokkum",1877-06-12,"AR",704,39.4177," A.  Brummelkamp sr."
"Haarlem",1875-06-08,"DZH(AR/DT)",399,29.3814,"mr. M.J. van Lennep"
"Amsterdam",1888-03-06,"GV",581,0.4145,"mr. M.J. van Lennep"
"Haarlem",1879-06-10,"(AH)*",395,32.2449,"dr. C.G. von Reeken"
"Eindhoven",1879-06-10,"(DT)*",867,53.3867,"mr. C.A.H.  Barge"
"Gouda",1879-06-10,"(DT)*",445,19.39,"mr. C.A.H.  Barge"
"Rotterdam III",1901-06-14,"Ka(AR)",826,32.4049,"mr. C.A.H.  Barge"
"Haarlem",1879-06-10,"(AH)*",723,59.0204," W. de Meyier"
"Haarlem",1883-06-12,"(AH)*",749,55.5226," W. de Meyier"
"Haarlem",1884-11-11,"AH(AR/DT)",899,52.9135," W. de Meyier"
"Haarlem",1886-06-15,"(AH)*",1334,29.4937," W. de Meyier"
"Zaandam",1888-03-06,"Lib",1462,59.5277," W. de Meyier"
"Zaandam",1891-06-09,"Lib",1180,48.4799," W. de Meyier"
"Zaandam",1891-06-23,"Lib",1704,60.4684," W. de Meyier"
"Zaandam",1894-04-10,"Lib(TT)",1105,41.7139," W. de Meyier"
"Haarlem",1897-06-15,"Lib",2295,58.8009,"jhr.mr. A.J.  Rethaan Macaré"
"Haarlem",1884-10-28,"(DT)*",428,10.6521," M.W. van der Aa"
"Haarlem",1886-06-15,"(DT)*",689,15.2333," M.W. van der Aa"
"Delft",1884-10-28,"(AH)*",984,21.5459,"mr. A.J.W.  Farncombe Sanders"
"Haarlem",1886-06-15,"(AH)*",1344,29.7148,"mr. A.J.W.  Farncombe Sanders"
"Haarlem",1888-03-06,"Lib",1289,61.2934,"mr. A.J.W.  Farncombe Sanders"
"Haarlem",1891-06-09,"Lib(Ka)",1041,53.2753,"mr. A.J.W.  Farncombe Sanders"
"Haarlem",1894-04-10,"Lib(VT)",652,44.9655,"mr. A.J.W.  Farncombe Sanders"
"Haarlem",1894-05-16,"Lib(VT)",1221,58.505,"mr. A.J.W.  Farncombe Sanders"
"Amsterdam",1875-06-08,"AH(DZH)",1880,25.8918,"mr. M.H.  Godefroi"
"Amsterdam",1879-06-10,"(AH)*",1092,20.8278,"mr. M.H.  Godefroi"
"Amsterdam",1871-06-13,"DT/DZH",1216,16.8351,"jhr.mr. G.C.J. van Reenen"
"Amsterdam",1875-06-08,"DZH(DT)",926,12.7531,"jhr.mr. G.C.J. van Reenen"
"Amsterdam",1879-06-10,"(AH)*",1070,20.4082,"mr. C. van Heukelom"
"Haarlemmermeer",1869-06-08,"(DT)*",383,42.4612,"mr. J.J.W. van den Biesen"
"Haarlemmermeer",1869-06-22,"DT/DZH",487,44.1924,"mr. J.J.W. van den Biesen"
"Amsterdam",1884-10-28,"(DT)*",612,2.5954,"mr. J.J.W. van den Biesen"
"Amsterdam",1886-06-15,"(DT)*",635,2.7526,"mr. J.J.W. van den Biesen"
"Breda",1886-06-15,"(DT)*",1998,39.2149,"mr. J.J.W. van den Biesen"
"Breda",1887-09-01,"(DT)*",1525,48.0466,"mr. J.J.W. van den Biesen"
"Amsterdam",1869-06-08,"AK/DT/DZH",767,10.7876," G.C.C.  Pels Rijcken"
"Amsterdam",1869-06-08,"AK/DT/DZH",721,10.1406," H.A.  Hartogh"
"Amsterdam",1871-06-13,"(AH)*",1127,15.6029," J.P. de Bordes"
"Amsterdam",1871-06-27,"(AH)*",994,49.4281," J.P. de Bordes"
"Amsterdam",1873-06-24,"(AH)*",644,48.899,"mr.dr. J.A.  Jolles"
"Amsterdam",1875-06-08,"(AH)*",1410,19.4188,"mr.dr. G. de Vries"
"Amsterdam",1875-06-08,"(AH)*",1354,18.6476,"mr. S.A.  Vening Meinesz"
"Amsterdam",1879-06-10,"(AH)*",1041,19.855,"mr. S.A.  Vening Meinesz"
