,Regio,Type,sub_election,RegioCode,RegioUitslag,Kandidaat,AantalStemmen,main_election,Electoraat,Geldig,no_of_candidates,number,voteshare,politician,seats,minvswinner,maxvswinner,margin,overleden,plaats,archiefnummer,found,opmerking,bron,,
12762,Rotterdam I,herstemming,14/09/1905,KD46,,D.P.D. Fabius,2885,16/06/1905,7357,5883,2,2,0.490396056433792,0,1,0.509603943566208,0.509603943566208,0.019207887132416,,,,,,,,
12879,Rotterdam II,herstemming,23/06/1909,KD47,,W.B. van Staveren,4438,11/06/1909,10761,8946,2,2,0.496087636932707,0,1,0.503912363067293,0.503912363067293,0.007824726134586,,,,,,,,
12886,Rotterdam II,herstemming,25/06/1913,KD47,,W.B. van Staveren,5322,17/06/1913,13625,11451,2,2,0.464762902803249,0,1,0.535237097196751,0.535237097196751,0.070474194393502,,,,,,,,
12893,Rotterdam II,herstemming,21/12/1917,KD47,,J. Schouten,4669,15/06/1917,17453,9513,2,2,0.490802060338484,0,1,0.509197939661516,0.509197939661516,0.018395879323032,,,,,,,,
12900,Rotterdam II,tussentijds,14/12/1917,KD47,,J. Schouten,3441,15/06/1917,17453,9254,4,2,0.371839204668252,0,NA,0.392046682515669,0.392046682515669,0.020207477847417,,,,,,,,
12929,Rotterdam III,algemeen,16/06/1905,KD116,,K.A. Warmenhoven jr.,1553,16/06/1905,4600,3850,3,2,0.403376623376623,0,1,0.543636363636364,0.543636363636364,0.140259740259741,,,,,,,,
12974,Rotterdam III,herstemming,14/01/1914,KD116,,H. Stulemeijer,1784,17/06/1913,5734,4177,2,2,0.427100790040699,0,1,0.572899209959301,0.572899209959301,0.145798419918602,,,,,,,,
12981,Rotterdam III,tussentijds,07/01/1914,KD116,,H. Stulemeijer,1532,17/06/1913,5734,3814,3,2,0.401678028316728,0,NA,0.460146827477714,0.460146827477714,0.058468799160986,,,,,,,,
12989,Rotterdam IV,algemeen,1897-06-15,KD117,,W.B. van Staveren,1166,1897-06-15,3839,3223,4,2,0.361774744027304,0,NA,0.468817871548247,0.468817871548247,0.107043127520943,,,,,,,,
12998,Rotterdam IV,algemeen,14/06/1901,KD117,,D.P.D. Fabius,1217,14/06/1901,4159,3156,4,2,0.385614702154626,0,NA,0.49873257287706,0.49873257287706,0.113117870722434,,,,,,,,
13057,Rotterdam IV,herstemming,27/06/1901,KD117,,D.P.D. Fabius,1517,14/06/1901,4159,3327,2,2,0.455966336038473,0,1,0.544033663961527,0.544033663961527,0.088067327923054,,,,,,,,
13064,Rotterdam IV,herstemming,28/06/1905,KD117,,J.M. Voorhoeve 2,3057,16/06/1905,7223,6479,2,2,0.471832072850749,0,1,0.528167927149251,0.528167927149251,0.056335854298502,,,,,,,,
13104,Rotterdam V,algemeen,14/06/1901,KD118,,F.J. van Rijswijk,610,14/06/1901,3983,2747,6,2,0.222060429559519,0,NA,0.318893338187113,0.318893338187113,0.096832908627594,,,,,,,,
13183,Rotterdam V,herstemming,03/11/1910,KD118,,H.C. Vegtel,2464,11/06/1909,7831,5216,2,2,0.47239263803681,0,1,0.52760736196319,0.52760736196319,0.05521472392638,,,,,,,,
13197,Rotterdam V,tussentijds,07/09/1905,KD118,,J.P. van Term,1372,16/06/1905,5431,3695,3,2,0.371312584573748,0,NA,0.494993234100135,0.494993234100135,0.123680649526387,,,,,,,,
13219,Rotterdam,algemeen,1866-10-30,KD73,,J. Voorhoeve H Czn.,364,1866-10-30,2935,6651,11,7,0.054728612238761,0,3,0.198767102691325,0.214403849045256,0.144038490452564,,,,,,,,
13232,Rotterdam,algemeen,1868-01-22,KD73,,D.C.A. graaf van Hogendorp,938,1868-01-22,2994,6917,10,4,0.135607922509759,0,3,0.186930750325286,0.192424461471736,0.051322827815527,,,,,,,,
13233,Rotterdam,algemeen,1868-01-22,KD73,,F. s' Jacob,786,1868-01-22,2994,6917,10,5,0.113633077923955,0,3,0.186930750325286,0.192424461471736,0.073297672401331,,,,,,,,
13234,Rotterdam,algemeen,1868-01-22,KD73,,A.A. Weve,452,1868-01-22,2994,6917,10,6,0.065346248373572,0,3,0.186930750325286,0.192424461471736,0.121584501951714,,,,,,,,
13248,Rotterdam,algemeen,1884-10-28,KD73,,G. Bahlmann,570,1884-10-28,3715,9930,12,5,0.057401812688822,0,4,0.151963746223565,0.152769385699899,0.094561933534743,,,,,,,,
13250,Rotterdam,algemeen,1884-10-28,KD73,,W.H. Jansen,552,1884-10-28,3715,9930,12,7,0.05558912386707,0,4,0.151963746223565,0.152769385699899,0.096374622356496,,,,,,,,
13255,Rotterdam,algemeen,1884-10-28,KD73,,J.M. Voorhoeve,396,1884-10-28,3715,9930,12,12,0.03987915407855,0,4,0.151963746223565,0.152769385699899,0.112084592145015,,,,,,,,
13268,Rotterdam,algemeen,1886-06-15,KD73,,W.H. Jansen,540,1886-06-15,3768,9016,10,8,0.059893522626442,0,4,0.162599822537711,0.163708961845608,0.102706299911269,,,,,,,,
13281,Rotterdam,algemeen,1887-09-01,KD73,,W.H. Jansen,391,1887-09-01,3755,6476,12,6,0.060376775787523,0,4,0.153180975911056,0.156886967263743,0.092804200123533,,,,,,,,
13283,Rotterdam,algemeen,1887-09-01,KD73,,J.J.G. Nollet,390,1887-09-01,3755,6476,12,8,0.060222359481161,0,4,0.153180975911056,0.156886967263743,0.092958616429895,,,,,,,,
13284,Rotterdam,algemeen,1887-09-01,KD73,,J.M. Voorhoeve,201,1887-09-01,3755,6476,12,9,0.031037677578752,0,4,0.153180975911056,0.156886967263743,0.122143298332304,,,,,,,,
13285,Rotterdam,algemeen,1887-09-01,KD73,,T.C.L. Wijnmalen,201,1887-09-01,3755,6476,12,10,0.031037677578752,0,4,0.153180975911056,0.156886967263743,0.122143298332304,,,,,,,,
13287,Rotterdam,algemeen,1887-09-01,KD73,,A.W. van Beeck Calkoen,200,1887-09-01,3755,6476,12,12,0.03088326127239,0,4,0.153180975911056,0.156886967263743,0.122297714638666,,,,,,,,
13298,Rotterdam,algemeen,1888-03-06,KD73,,J.M. Voorhoeve,1671,1888-03-06,8373,26133,15,6,0.06394214211916,0,5,0.11697853288945,0.135269582520185,0.05303639077029,,,,,,,,
13299,Rotterdam,algemeen,1888-03-06,KD73,,J.C.M.F.H. Maschek,1648,1888-03-06,8373,26133,15,7,0.063062028852409,0,5,0.11697853288945,0.135269582520185,0.053916504037041,,,,,,,,
13303,Rotterdam,algemeen,1888-03-06,KD73,,J.J. Jacobson,752,1888-03-06,8373,26133,15,11,0.028775877243332,0,5,0.11697853288945,0.135269582520185,0.088202655646118,,,,,,,,
13305,Rotterdam,algemeen,1888-03-06,KD73,,G.P. Ittmann,139,1888-03-06,8373,26133,15,13,0.005318945394712,0,5,0.11697853288945,0.135269582520185,0.111659587494738,,,,,,,,
13307,Rotterdam,algemeen,1888-03-06,KD73,,J.W. Gunning,87,1888-03-06,8373,26133,15,15,0.003329124095971,0,5,0.11697853288945,0.135269582520185,0.113649408793479,,,,,,,,
13318,Rotterdam,algemeen,1891-06-09,KD73,,J.M. Voorhoeve,1052,1891-06-09,8318,22851,16,6,0.046037372543871,0,5,0.117062710603475,0.120169795632576,0.071025338059604,,,,,,,,
13320,Rotterdam,algemeen,1891-06-09,KD73,,J.C. van de Poll,1033,1891-06-09,8318,22851,16,8,0.045205899085379,0,5,0.117062710603475,0.120169795632576,0.071856811518096,,,,,,,,
13322,Rotterdam,algemeen,1891-06-09,KD73,,T.C.L. Wijnmalen,1028,1891-06-09,8318,22851,16,10,0.044987090280513,0,5,0.117062710603475,0.120169795632576,0.072075620322962,,,,,,,,
13328,Rotterdam,algemeen,1891-06-09,KD73,,J.A. van Gilse,85,1891-06-09,8318,22851,16,16,0.003719749682727,0,5,0.117062710603475,0.120169795632576,0.113342960920748,,,,,,,,
13341,Rotterdam,algemeen,1894-04-10,KD73,,J.A. van Gilse,902,1894-04-10,8422,24869,15,8,0.036270055088665,0,5,0.137842293618561,0.139611564598496,0.101572238529896,,,,,,,,
13344,Rotterdam,algemeen,1894-04-10,KD73,,J.M. Voorhoeve,678,1894-04-10,8422,24869,15,11,0.027262857372633,0,5,0.137842293618561,0.139611564598496,0.110579436245928,,,,,,,,
13370,Rotterdam,herstemming,1879-06-24,KD73,,W.H. Jansen,754,1879-06-10,3462,4174,4,3,0.180642069956876,0,2,0.317920459990417,0.341638715860086,0.137278390033541,,,,,,,,
13378,Rotterdam,herstemming,1880-09-07,KD73,,M.L. van Deventer,985,1879-06-10,3551,2083,2,2,0.472875660105617,0,1,0.527124339894383,0.527124339894383,0.054248679788766,,,,,,,,
13468,Rotterdam,periodiek,1879-06-10,KD73,,W.H. Jansen,583,1879-06-10,3462,3596,7,3,0.162124582869855,0,2,0.259454949944383,0.259454949944383,0.097330367074528,,,,,,,,
13480,Rotterdam,periodiek,1881-06-14,KD73,,G.P. Ittmann,922,1881-06-14,3642,1938,5,3,0.475748194014448,0,1,0.508771929824561,0.519091847265222,0.033023735810113,,,,,,,,
13579,Rotterdam,tussentijds,1880-08-24,KD73,,M.L. van Deventer,747,1879-06-10,3551,1891,3,2,0.395029085140138,0,NA,0.425700687466949,0.425700687466949,0.030671602326811,,,,,,,,
13649,Schiedam,algemeen,1894-04-10,KD48,,S.A. Maas,781,1894-04-10,2608,2047,3,2,0.381533952125061,0,NA,0.44894968246214,0.44894968246214,0.067415730337079,,,,,,,,
13706,Schiedam,herstemming,1888-03-20,KD48,,L.W. Jansen,1103,1888-03-06,2671,2431,2,2,0.453722747840395,0,1,0.546277252159605,0.546277252159605,0.09255450431921,,,,,,,,
13720,Schiedam,herstemming,1894-04-24,KD48,,S.A. Maas,1042,1894-04-10,2608,2217,2,2,0.47000451059991,0,1,0.52999548940009,0.52999548940009,0.05999097880018,,,,,,,,
13734,Schiedam,herstemming,22/10/1907,KD48,,H.J. Versteeg,3211,16/06/1905,8083,6878,2,2,0.466850828729282,0,1,0.533149171270718,0.533149171270718,0.066298342541436,,,,,,,,
13741,Schiedam,tussentijds,1888-11-20,KD48,,W. Six,1129,1888-03-06,2671,2398,2,2,0.470809007506255,0,1,0.527522935779816,0.527522935779816,0.056713928273561,,,,,,,,
13872,Schoterland,herstemming,23/06/1909,KD81,,J.A. Bergmeyer,2125,11/06/1909,6707,4690,2,2,0.453091684434968,0,1,0.546908315565032,0.546908315565032,0.093816631130064,,,,,,,,
13894,Schoterland,tussentijds,03/08/1909,KD81,,J.A. Bergmeyer,2219,11/06/1909,6707,4686,2,2,0.473538198890312,0,1,0.526461801109688,0.526461801109688,0.052923602219376,,,,,,,,
13972,Sliedrecht,algemeen,1888-03-06,KD99,,K. van Wijngaarden,1237,1888-03-06,3344,2850,2,2,0.434035087719298,0,1,0.556140350877193,0.556140350877193,0.122105263157895,,,,,,,,
14009,Sliedrecht,algemeen,16/06/1905,KD99,,H. Smissaert,2046,16/06/1905,7135,5878,4,2,0.348077577407281,0,NA,0.480945899965975,0.480945899965975,0.132868322558694,,,,,,,,
14026,Sliedrecht,algemeen,17/06/1913,KD99,,W.W. van der Meulen,2542,17/06/1913,8814,6548,3,2,0.388210140500916,0,1,0.526114844227245,0.526114844227245,0.137904703726329,,,,,,,,
14034,Sliedrecht,herstemming,1894-04-24,KD99,,J.A. van Haaften,1250,1894-04-10,3438,2590,2,2,0.482625482625483,0,1,0.517374517374517,0.517374517374517,0.034749034749034,,,,,,,,
14041,Sliedrecht,herstemming,28/06/1905,KD99,,H. Smissaert,3092,16/06/1905,7135,6362,2,2,0.486010688462748,0,1,0.513989311537252,0.513989311537252,0.027978623074504,,,,,,,,
14065,Sneek,algemeen,1866-10-30,KD10,,J.A. Lycklama � Nijeholt,623,1866-10-30,2958,4735,5,4,0.131573389651531,0,2,0.259556494192186,0.260612460401267,0.127983104540655,,,,,,,,
14075,Sneek,algemeen,1868-01-22,KD10,,B.J. Gratama,658,1868-01-22,3051,4445,6,4,0.148031496062992,0,2,0.252418447694038,0.254443194600675,0.104386951631046,,,,,,,,
14088,Sneek,algemeen,1884-10-28,KD10,,A. Lycklama � Nijeholt,1734,1884-10-28,4698,11888,6,6,0.145861372812921,0,3,0.183967025572005,0.184976446837147,0.038105652759084,,,,,,,,
14110,Sneek,algemeen,1887-09-01,KD10,,K. Kater,1504,1887-09-01,4816,7328,7,6,0.205240174672489,0,2,0.270605895196507,0.276200873362445,0.065365720524018,,,,,,,,
14142,Sneek,algemeen,1897-06-15,KD10,,J.A. van Gilse,1423,1897-06-15,6122,4518,3,2,0.314962372731297,0,NA,0.418326693227092,0.418326693227092,0.103364320495795,,,,,,,,
14158,Sneek,algemeen,16/06/1905,KD10,,C.J. Niemeijer,2020,16/06/1905,7183,6026,4,2,0.335214072353136,0,NA,0.470793229339529,0.470793229339529,0.135579156986393,,,,,,,,
14212,Sneek,herstemming,1894-05-25,KD10,,J.A. van Gilse,1147,1894-04-10,3657,2427,2,2,0.472599917593737,0,1,0.527400082406263,0.527400082406263,0.054800164812526,,,,,,,,
14226,Sneek,herstemming,28/06/1905,KD10,,C.J. Niemeijer,2774,16/06/1905,7183,6407,2,2,0.432963945684408,0,1,0.567036054315592,0.567036054315592,0.134072108631184,,,,,,,,
14233,Sneek,periodiek,1860-06-12,KD10,,L. Britzel,378,1860-06-12,2759,850,2,2,0.444705882352941,0,1,0.531764705882353,0.531764705882353,0.087058823529412,,,,,,,,
14249,Sneek,periodiek,1864-06-14,KD10,,O.Q.J.J. van Swinderen,527,1864-06-14,2919,1607,3,2,0.327940261356565,0,NA,0.438705662725576,0.438705662725576,0.110765401369011,,,,,,,,
14267,Sneek,periodiek,1869-06-08,KD10,,B.J. Gratama,875,1869-06-08,3989,5593,6,4,0.156445556946183,0,2,0.273019846236367,0.277489719291972,0.116574289290184,,,,,,,,
14286,Sneek,periodiek,1873-06-10,KD10,,J. Wolbers,1066,1873-06-10,4153,5024,4,4,0.21218152866242,0,2,0.277468152866242,0.282444267515924,0.065286624203822,,,,,,,,
14318,Sneek,periodiek,1881-06-14,KD10,,W. baron van Heemstra,1823,1881-06-14,4673,7468,4,4,0.244108194965185,0,2,0.251606855918586,0.252544188537761,0.007498660953401,,,,,,,,
14415,Steenwijk,algemeen,1884-10-28,KD70,,A.J. Dijckmeester,574,1884-10-28,1631,1300,2,2,0.441538461538462,0,1,0.553076923076923,0.553076923076923,0.111538461538461,,,,,,,,
14451,Steenwijk,algemeen,1894-04-10,KD70,,A. Wiersinga,630,1894-04-10,2800,2194,3,3,0.28714676390155,0,NA,0.380127620783956,0.380127620783956,0.092980856882406,,,,,,,,
14475,Steenwijk,algemeen,16/06/1905,KD70,,J.H. Tromp Meesters,3202,16/06/1905,7007,6433,2,2,0.497745997201928,0,1,0.502254002798072,0.502254002798072,0.004508005596144,25 september 1908,Amsterdam,Memorie in Steenwijk,ja,Businessman,https://nl.wikipedia.org/wiki/Jan_Hendrik_Tromp_Meesters,,
14482,Steenwijk,algemeen,11/06/1909,KD70,,J. van Gilse,2949,11/06/1909,7550,6775,2,2,0.435276752767528,0,1,0.564723247232472,0.564723247232472,0.129446494464944,gekozen,,,,,,,
14489,Steenwijk,algemeen,17/06/1913,KD70,,E. van Ketwich Verschuur,3196,17/06/1913,7976,7268,3,2,0.439735828288387,0,1,0.511970280682444,0.511970280682444,0.072234452394057,19 april 1924,Groningen,,ja,Eerste Kamerlid,https://www.parlement.com/id/vg09ll27icql/e_van_ketwich_verschuur,,
14558,Steenwijk,periodiek,1883-06-12,KD70,,A.J. Dijckmeester,657,1883-06-12,1646,1433,2,2,0.458478715980461,0,1,0.538729937194696,0.538729937194696,0.080251221214235,26 december 1905,Deventer,,ja,Eerste Kamerlid,https://www.parlement.com/id/vg09ll07yxxi/a_j_dijckmeester,,
14597,Tiel,algemeen,1884-10-28,KD71,,C. Pijnacker Hordijk,1337,1884-10-28,3266,5601,4,4,0.238707373683271,0,2,0.25513301196215,0.256561328334226,0.016425638278879,,,,,,,,
14823,Tiel,tussentijds,1877-04-17,KD71,,P.A.C.H.T.A. Werdm�ller von Elgg,586,1875-06-08,3108,1470,3,2,0.398639455782313,0,1,0.516326530612245,0.516326530612245,0.117687074829932,,,,,,,,
14895,Tietjerksteradeel,herstemming,1897-06-25,KD108,,J.D. de Vries,2432,1897-06-15,5968,5104,2,2,0.476489028213166,0,1,0.523510971786834,0.523510971786834,0.047021943573668,,,,,,,,
14912,Tilburg,algemeen,1866-10-30,KD57,,B.H.M. Hanlo,745,1866-10-30,3095,4511,6,4,0.165151851030814,0,2,0.269119929062292,0.270671691420971,0.103968078031478,,,,,,,,
15013,Tilburg,herstemming,1864-02-03,KD57,,D. Mulder,858,1862-06-10,3081,1946,2,2,0.440904419321686,0,1,0.559095580678314,0.559095580678314,0.118191161356628,,,,,,,,
15027,Tilburg,herstemming,12/12/1901,KD57,,A.L.J. van Waesberghe,2399,14/06/1901,5592,4875,2,2,0.492102564102564,0,1,0.507897435897436,0.507897435897436,0.015794871794872,,,,,,,,
15232,Utrecht I,herstemming,23/06/1909,KD110,,H.J.H. baron van Boetzelaer,3564,11/06/1909,8578,7342,2,2,0.485426314355761,0,1,0.514573685644239,0.514573685644239,0.029147371288478,,,,,,,,
15257,Utrecht II,algemeen,14/06/1901,KD111,,J. Oudegeest,903,14/06/1901,4527,3505,4,3,0.257631954350927,0,NA,0.396576319543509,0.396576319543509,0.138944365192582,,,,,,,,
15361,Utrecht,algemeen,1884-10-28,KD25,,J.H. Hora Siccama,649,1884-10-28,3048,4257,5,4,0.152454780361757,0,2,0.271082922245713,0.277190509748649,0.118628141883956,,,,,,,,
15417,Utrecht,herstemming,1866-06-26,KD25,,W.R. Boer,574,1866-06-12,2944,1214,2,2,0.472817133443163,0,1,0.527182866556837,0.527182866556837,0.054365733113674,,,,,,,,
15424,Utrecht,herstemming,1866-11-13,KD25,,H. Verloren van Themaat,763,1866-10-30,2944,1631,2,2,0.467811158798283,0,1,0.532188841201717,0.532188841201717,0.064377682403434,,,,,,,,
15487,Utrecht,periodiek,1866-06-12,KD25,,W.R. Boer,417,1866-06-12,2944,1718,4,2,0.242724097788126,0,NA,0.30325960419092,0.30325960419092,0.060535506402794,,,,,,,,
15489,Utrecht,periodiek,1866-06-12,KD25,,B.G.A. Pabst,350,1866-06-12,2944,1718,4,4,0.20372526193248,0,NA,0.30325960419092,0.30325960419092,0.09953434225844,,,,,,,,
15628,Veendam,algemeen,16/06/1905,KD78,,G.J. Sybrandy,2050,16/06/1905,7551,6089,3,2,0.33667268845459,0,NA,0.384299556577435,0.384299556577435,0.047626868122845,,,,,,,,
15645,Veendam,algemeen,17/06/1913,KD78,,H. Snijders,2272,17/06/1913,9054,7610,3,2,0.298554533508541,0,NA,0.414717477003942,0.414717477003942,0.116162943495401,,,,,,,,
15646,Veendam,algemeen,17/06/1913,KD78,,F.G. Petersen,2182,17/06/1913,9054,7610,3,3,0.286727989487516,0,NA,0.414717477003942,0.414717477003942,0.127989487516426,,,,,,,,
15695,Veendam,herstemming,25/06/1913,KD78,,H. Snijders,2624,17/06/1913,9054,6096,2,2,0.430446194225722,0,1,0.569553805774278,0.569553805774278,0.139107611548556,,,,,,,,
15875,Weert,herstemming,04/05/1916,KD105,,W.F.W. Kolkman,2935,17/06/1913,8267,5904,2,2,0.497120596205962,0,1,0.502879403794038,0.502879403794038,0.005758807588076,,,,,,,,
15900,Weststellingwerf,algemeen,14/06/1901,KD109,,H. Blink,885,14/06/1901,5228,3276,3,3,0.27014652014652,0,NA,0.373015873015873,0.373015873015873,0.102869352869353,,,,,,,,
15915,Weststellingwerf,algemeen,11/06/1909,KD109,,H.C. Hogerzeil,1840,11/06/1909,6849,5113,3,2,0.359867005671817,0,NA,0.361822804615686,0.361822804615686,0.001955798943869,,,,,,,,
15923,Weststellingwerf,algemeen,17/06/1913,KD109,,P. Kohnstamm,2076,17/06/1913,7878,6385,3,2,0.325137039937353,0,NA,0.413155833985904,0.413155833985904,0.088018794048551,,,,,,,,
15966,Weststellingwerf,herstemming,23/06/1909,KD109,,H.C. Hogerzeil,2329,11/06/1909,6849,5226,2,2,0.445656333716035,0,1,0.554343666283965,0.554343666283965,0.10868733256793,,,,,,,,
15973,Weststellingwerf,herstemming,25/06/1913,KD109,,P. Kohnstamm,2497,17/06/1913,7878,5483,2,2,0.455407623563742,0,1,0.544592376436258,0.544592376436258,0.089184752872516,,,,,,,,
16196,Winschoten,algemeen,17/06/1913,KD4,,L.M. Hermans,2303,17/06/1913,8016,5708,3,2,0.403468815697267,0,NA,0.419761737911703,0.419761737911703,0.016292922214436,,,,,,,,
16211,Winschoten,herstemming,1878-03-12,KD4,,D. Mulder Dzn.,748,1877-06-12,2558,1594,2,2,0.469259723964868,0,1,0.530740276035132,0.530740276035132,0.061480552070264,,,,,,,,
16222,Winschoten,herstemming,1888-03-20,KD4,,D.R. Mansholt,1129,1888-03-06,3022,2552,2,2,0.442398119122257,0,1,0.557601880877743,0.557601880877743,0.115203761755486,,,,,,,,
16264,Winschoten,herstemming,25/06/1913,KD4,,L.M. Hermans,2537,17/06/1913,8016,5709,2,2,0.44438605710282,0,1,0.55561394289718,0.55561394289718,0.11122788579436,,,,,,,,
16293,Winschoten,periodiek,1877-06-12,KD4,,J. Freseman Vi�tor,308,1877-06-12,1390,719,3,2,0.428372739916551,0,1,0.506258692628651,0.506258692628651,0.0778859527121,,,,,,,,
16332,Winschoten,tussentijds,1864-07-18,KD4,,T. Borgesius,118,1864-06-14,1175,499,5,2,0.236472945891784,0,NA,0.364729458917836,0.364729458917836,0.128256513026052,,,,,,,,
16377,Winschoten,tussentijds,17/06/1916,KD4,,K. Stenhuis,2776,17/06/1913,8858,6160,2,2,0.450649350649351,0,1,0.549350649350649,0.549350649350649,0.098701298701298,,,,,,,,
16385,Wolvega,algemeen,1888-03-06,KD83,,V. Bruinsma,598,1888-03-06,2634,2138,3,3,0.279700654817587,0,NA,0.391487371375117,0.391487371375117,0.11178671655753,,,,,,,,
16465,Zaandam,algemeen,16/06/1905,KD37,,J. Windhouwer,1901,16/06/1905,8980,6902,3,3,0.275427412344248,0,NA,0.378006374963779,0.378006374963779,0.102578962619531,,,,,,,,
16472,Zaandam,algemeen,11/06/1909,KD37,,H.J.C. van Tienen,2571,11/06/1909,10269,8323,3,2,0.308903039769314,0,NA,0.415234891265169,0.415234891265169,0.106331851495855,,,,,,,,
16516,Zaandam,herstemming,23/06/1909,KD37,,H.J.C. van Tienen,4013,11/06/1909,10269,8171,2,2,0.491127157018725,0,1,0.508872842981275,0.508872842981275,0.01774568596255,,,,,,,,
16607,Zevenbergen,herstemming,1881-06-28,KD62,,L. van Rijckevorsel,838,1881-06-14,2134,1732,2,2,0.483833718244804,0,1,0.515588914549654,0.515588914549654,0.03175519630485,,,,,,,,
16635,Zevenbergen,periodiek,1881-06-14,KD62,,L. van Rijckevorsel,612,1881-06-14,2134,1641,3,2,0.372943327239488,0,NA,0.382084095063985,0.382084095063985,0.009140767824497,,,,,,,,
16653,Zevenbergen,tussentijds,1878-04-23,KD62,,T.C.L. Wijnmalen,476,1877-06-12,2044,1684,3,3,0.282660332541568,0,NA,0.385985748218527,0.385985748218527,0.103325415676959,,,,,,,,
16713,Zierikzee,algemeen,1888-03-06,KD52,,D.P.D. Fabius,1351,1888-03-06,3457,3155,2,2,0.428209191759113,0,1,0.569572107765452,0.569572107765452,0.141362916006339,,,,,,,,
16742,Zierikzee,algemeen,14/06/1901,KD52,,J.A. de Bruijne,2462,14/06/1901,5919,5175,2,2,0.475748792270531,0,1,0.524251207729469,0.524251207729469,0.048502415458938,,,,,,,,
16757,Zierikzee,algemeen,11/06/1909,KD52,,H.C. Vegtel,3402,11/06/1909,8284,7624,3,2,0.446222455403987,0,1,0.517313746065058,0.517313746065058,0.071091290661071,,,,,,,,
16765,Zierikzee,algemeen,17/06/1913,KD52,,H.C. Hogerzeil,3244,17/06/1913,8974,8129,3,2,0.399065075655062,0,1,0.536474351088695,0.536474351088695,0.137409275433633,,,,,,,,
16942,Zuidhorn,algemeen,17/06/1913,KD69,,A. Zijlstra,3627,17/06/1913,9324,8428,3,2,0.430351210251542,0,NA,0.488372093023256,0.488372093023256,0.058020882771714,,,,,,,,
16957,Zuidhorn,herstemming,1869-04-07,KD69,,E. de Wendt Alberda van Ekenstein,196,1868-01-22,1368,631,3,2,0.310618066561014,0,NA,0.404120443740095,0.404120443740095,0.093502377179081,,,,,,,,
16958,Zuidhorn,herstemming,1869-04-07,KD69,,H.W. Wierda,180,1868-01-22,1368,631,3,3,0.285261489698891,0,NA,0.404120443740095,0.404120443740095,0.118858954041204,7 januari 1894,Winsum,,,burgemeester van Winsum,https://www.beeldbankgroningen.nl/beelden/detail/47030fdd-6f5e-654d-5ef3-f0399f175852,https://www.winshem.nl/wp-content/uploads/Info-2002-nr1.pdf,https://cbgverzamelingen.nl/zoeken?collection=Familieadvertenties&view=cbgsearch&search_s_per_plaats=Winsum&sort=order_s_per_naam%20desc&start=250
16965,Zuidhorn,herstemming,1869-06-22,KD69,,H.W. Wierda,304,1869-06-08,1417,667,2,2,0.455772113943028,0,1,0.544227886056971,0.544227886056971,0.088455772113943,,,,,,,,
16993,Zuidhorn,herstemming,27/06/1901,KD69,,J.C. Wirtz,2403,14/06/1901,6421,5214,2,2,0.460874568469505,0,1,0.539125431530495,0.539125431530495,0.07825086306099,5 februari 1933,Oegstgeest,,,,https://leiden.courant.nu/issue/LD/1938-05-24/edition/0/page/15,,
17000,Zuidhorn,herstemming,28/06/1905,KD69,,D.G. Postma,3323,16/06/1905,7880,7273,2,2,0.456895366423759,0,1,0.543104633576241,0.543104633576241,0.086209267152482,28 december 1913,Voorburg,Djurre Gasses,,predikant/dominee,https://www.dominees.nl/search.php?srt=g&id=10430,https://www.delpher.nl/nl/kranten/view?coll=ddd&query=%28ds.+Djurre+Postma+%29&cql%5B%5D=%28date+_gte_+%2201-01-1913%22%29&cql%5B%5D=%28date+_lte_+%2201-01-1915%22%29&redirect=true&identifier=ddd:010667452:mpeg21:a0096&resultsidentifier=ddd:010667452:mpeg21:a0096,
17007,Zuidhorn,herstemming,23/06/1909,KD69,,G. Hofstede,3603,11/06/1909,8647,7757,2,2,0.464483692149027,0,1,0.535516307850973,0.535516307850973,0.071032615701946,,,,,,,,
17057,Zuidhorn,periodiek,1881-06-14,KD69,,B.J. Gratama,272,1881-06-14,1483,653,2,2,0.416539050535988,0,1,0.563552833078101,0.563552833078101,0.147013782542113,26 juni 1886,Delft,Bernard Jan Gratama,,Nederlands rechtsgeleerde en hoogleraar.,https://nl.wikipedia.org/wiki/Bernard_Jan_Gratama,,
17092,Zutphen,algemeen,1866-10-30,KD19,,B.A. Reigers,778,1866-10-30,2763,4510,7,4,0.172505543237251,0,2,0.264523281596452,0.264523281596452,0.092017738359201,28 maart 1895,Ulft,Mr. Bernard Aloys Reigers,ja,"fabrikant, advocaat te Ulft",https://ulftnieuws.jouwweb.nl/pag-7-diepenbrock-reigers-ulft-dru,https://www.delpher.nl/nl/kranten/view?query=Bernard+Reigers&coll=ddd&identifier=ddd:010990550:mpeg21:a0010&resultsidentifier=ddd:010990550:mpeg21:a0010,
17113,Zutphen,algemeen,1884-10-28,KD19,,K.W. van Gorkom,1496,1884-10-28,3470,6123,5,4,0.244324677445697,0,2,0.252327290543851,0.252327290543851,0.008002613098154,10 maart 1910,Baarn,,,"apotheker, hoofdinspecteur, kinakenner",https://nl.wikipedia.org/wiki/Karel_van_Gorkom,,
17123,Zutphen,algemeen,1886-06-15,KD19,,J.D.C. baron van Heeckeren van Kell,1638,1886-06-15,3746,7145,4,4,0.22925122463261,0,2,0.265780265920224,0.269699090272918,0.036529041287614,28 mei 1931,Bingerden,"gemeente Angerlo, Gld. ",,,https://www.parlement.com/id/vg09ll1gvkz5/j_d_c_karel_baron_van_heeckeren_van_kell,,
