Indexnummer,Re,Dugobo,Fogobo,Duprbo,Foprbo,Dush,Fosh,Cash,Misc,Debt,TA11,TL11,NW11,TA0,TL0,NW0,W_DEFLATED,W_DEFLATED2
G18,192797,323337.25,404708.288,72287.54,127558.98,338183.76,25041.9,14878.8,184487.52,-4820.59,1413820.62,-46386.31,1367434.31,1414580.62,-47451.31,1367129.31,1382669.73103779,1382978.19803128
G180,0,0,17339,17824,35571,16629.35,0,167,1377,-1306.17,88924.65,-1306.17,87618.48,88924.65,-1306.17,87618.48,84075.1599762677,84075.1599762677
G181,83120.75,0,0,0,0,0,0,0,0,-3423.3,64780,-860,63920.27,83465.5,-4610.21,78855.29,47601.0552133172,38585.5191391743
G182,243875.77,14393,120,13100,2,28600,90,6054,18677.5,-102369.77,324420.24,-102369.77,222050.46,324420.24,-102369.78,222050.46,147724.959371025,147724.959371025
G183,788,14585,5115,67859,7668,8608,4075,834,3100,-2597,44068,-2945,41123,44890,-2945,41445,23765.8528967001,23581.2080750632
G184,199864,45739,25453,66574,48458,95719,10198,200,29390,-9087,401507.56,-7229.26,194856.86,200760.53,-5896.92,194863.61,132125.930222791,132121.353431727
G185,156522,90644,138832,207816,201992,66438,0,1700,43876,-10869.05,927199.37,-10869.05,1057323.96,927199.37,-10869.05,1057323.96,1060400.14795682,1060400.14795682
G186,530841,242985,13711,123445,14675,80760,0,15253,7352,-35487.4,1030551.53,-35487.4,994864.13,1064326.5,-35487.4,1028839.13,811441.412972219,784645.462855381
G187,172508.55,24493,8930,90328,14425,40215,0,467,6702,-2940.67,351478.24,-2940.67,348537.57,351478.23,-2940.67,348537.56,275502.197296105,275502.205200624
G189,134498.8,0,135,83430,3140,7995,13689,5500,1500,-3693.25,74481.55,-3693.25,70788.3,74481.55,-3693.25,70788.3,58446.7557226186,58446.7557226186
G190,91410,125237,113206,571589,25006,249918,2030,2302,24009,-323483.08,534554.73,-860.14,533694.54,534554.73,-860.14,533694.54,537610.164604299,537610.164604299
G196,135791,11049,139315,170777,57045,108303,14947,2304,29850,-327564.06,70976.05,-12189.4,58786.65,70976.05,-12189.4,58786.65,59612.1550697798,59612.1550697798
G198,214123.96,428,121115,169639,86647,97157,9816,2287,20773,-16992.43,687371.95,-16992.43,670379.52,683823.95,-16992.43,666831.52,642481.39049278,645899.831140979
G199,0,0,0,0,0,40000,0,0,0,0,40000,0,40000,40000,0,40000,24146.0301335863,24146.0301335863
G2,460579,20873,31494,160744,6406,3972,20,4542,22732,-803,710386.01,-1171.16,709214.85,710386.01,-1171.16,709214.85,685041.345887016,685041.345887016
G201,96331,1002,7494,43806,21018,208183,8933,1463,11138,-16522.14,399515.81,-16522.14,189949.72,199757.63,-9808.18,189949.44,191343.066213296,191343.348267607
G202,110447.89,0,0,11833,0,1360,0,0,33263,-193683,157108.82,-193683.35,-36374.53,157225.7,-193583.35,-36357,-30018.3603477869,-30032.8340903096
G209,20267.77,31685,0,25299.54,4393.51,8550,0,1585,3611.5,-7614.68,87385.19,-7614.68,79770.51,87385.19,-7614.68,79770.51,54087.8455351231,54087.8455351231
G21,41100,27467,79585,87324,0,1779,0,6097,10491,-4371,253854.29,-4371,249483.29,253854.29,-4371,249483.29,267544.970260884,267544.970260884
G213,95471,88608,13990.25,145068.3,21673,45959,1092,262,4193.87,-9019.75,416649.23,-9019.75,407629.48,416931.37,-9072.1,407859.27,331875.011659454,331688.031579464
G215,15888,1210,11301,55812.98,38026,44608,50880,5564,5971,-41999.85,230694.06,-41999.85,188694.2,230694.06,-41999.85,188694.2,193471.714879801,193471.714879801
G216,35506,0,0,63034,0,336,0,1577,16816,-88014,117271.63,-89303.015,27968.615,117271.63,-89303.055,27968.615,28676.7473873756,28676.7473873756
G218,390873,12427,1318,76494,4709,4398,92,177,10825,-17809.4,501714.67,-17809.4,483898.69,501708.17,-17809.48,483898.69,306330.14916299,306330.14916299
G219,173480,19009,1252,38008,5670.5,17218,0,0,935,-4622.16,254182.5,-4622.16,124780.17,254182.5,-4622.16,124780.17,71552.8330231687,71552.8330231687
G22,30699,0,48.625,62530.245,0,45178.635,0,1576.91,16774.91,-137669.945,117271.63,-89303.015,27968.615,117271.63,-89303.015,27968.615,27015.308072294,27015.308072294
G222,62950,140367,90964,345954,441011,224332,175024,200,35676,-2346.25,1516279,-2346.25,410038.17,1516279,-2346.25,410396.42,247736.108100898,247519.850218515
G223,184338,1152,49759,110311,1005,84700,0,3600,27579,-11749.45,305992.74,-6907.55,299885.19,305992.74,-6907.55,299885.19,287757.734712625,287757.734712625
G225,178637,0,59143,129881,74699,400647,81480,500,22739,-341080,762552.07,-341080,532290.9,762552.07,-341080,532290.9,546875.95871721,546875.95871721
G226,85400,7877,0,39005,0,25695,0,499,9434,-14471.3,180808.35,-14471.3,85138.85,90403.93,-5265.08,85138.85,53896.8117893963,53896.8117893963
G227,106500,22190,41751,177287,55712,278299.5,10571,643,13552,-94704.1,424547.46,-94704.1,329843.36,383918.35,-54024.89,329893.36,252299.949074582,252261.709452379
G23,154036.26,26617,31274,95091,9801,19923,0,462,25635,-6209.5,362995.31,-6209.5,356735.8,362995.31,-6229.5,356735.8,344576.502533868,344576.502533868
G230,0,10535,189,39987,4,2470,0,105,2495,-28408,57665.04,-28487.52,20900.06,43248.77,-22448.71,20800.06,14387.473343083,14456.6436884718
G232,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Err:520,Err:520
G233,62881,32049,6453,115199,47533,46952.8,6960,1394,12564,-4882.83,331971.72,-4882.83,327088.89,332007.72,-4882.83,327124.89,226273.416265817,226248.514941477
G234,589422,161026,109959,469499,107313,512495.53,46391,2418,59924,-211143.07,2061615.08,-211143.07,1850472.01,2061615.08,-211143.07,1876332,1523280.01446037,1502285.85887322
G235,178195,0,11140,19277,15380,68442,4187,250,15118.5,-35347.73,298894.41,-22247.73,135884.62,146979.92,-11877.3,135902.62,110452.625167094,110437.995962352
G237,0,101,1464,18249,1045,7070.5,0,45,5334.39,-34544.49,35060.61,-34544.49,516.12,35060.61,-16400.81,18571.7,13521.6545246548,375.775848913391
G24,83995,935,23270,33639,0,23004,2866,91,2811,-18809.19,162082.43,-18809.19,143243.24,162082.43,-18809.19,143243.24,143243.24,143243.24
G242,332691,27691.25,1650,20473.31,0,104536.9,7200,4448,12698.84,-30653.57,237894.24,-31536.93,206357.31,196221.09,-19598,176623.09,101281.176863328,118331.704032301
G244,38500,107620,738,162995,0,314089,0,1495,19224,-124508,528246.45,-106934.73,421311.72,528246.45,-106934.73,421311.72,260100.911752011,260100.911752011
G246,23000,186692,5574,158908.8,14638,39029.65,0,2600,4497,-1590,436910,-1590,435320.13,432528.95,-104691.88,327837.07,222287.670002954,295165.819420857
G248,147500,102,582,115647,0,84866,0,7941,50386,-197307.27,406878.79,-197307.27,209571.52,406878.79,-197307.27,209571.52,160278.714986815,160278.714986815
G25,148375,6325,20559,11023,16890,4119,0,396,5583,-2250.64,215809.39,-2250.64,213558.75,215809.39,-2250.64,213558.75,241756.744382198,241756.744382198
G253,5585.8,480,0,4646.8,0,4631.97,0,0,1574,-11138.39,14597.19,-10625.64,3631.99,3971.55,-339.56,3631.99,2870.91361274658,2870.91361274658
G255,177000,1859,234,21111,0,33224,0,1490,11911,-1236,247148,-1340,247008,248347,-1340,247007,167481.39709893,167482.07514205
G258,8393,179415,23678.5,140212,11797,81337,16128,2611.95,1037,-17753.83,240208.46,-17303.46,361666.76,240208.46,-17303.46,362858.93,286185.424215725,285245.164382001
G259,224400,44441,2966,228149,30120,66514,616,1563,36432,-8618,635199,-8207,312441,317697,-5158,312539,192949.009009438,192888.50775077
G26,0,0,3169,5342,14479,10144,0,261,13304.45,-2458.56,46706.58,-2458.56,44248.02,46706.58,-2458.56,44248.02,49723.4485035295,49723.4485035295
G260,98000,83827,300,33643,2210,129716,5243,0,20461,-2000,372821.42,-2000,370821.42,377495.47,-6664.05,370821.42,251432.912815463,251432.912815463
G261,131800,9070,3289,84251,8834,26870,0,138,5098,-60394.36,279121.84,-60394.36,218727.48,283569.59,-9035.06,274534.53,209961.934178409,167281.124012959
G264,992619.04,2200,1818,96281,1256,194211,3825,923,3579,-41891.47,1106090.8,-23195,1089740.01,1117294.9,-28366.85,1088920.05,886054.040870428,886721.242168955
G266,13000,0,0,10702,0,13024,0,452,4293,-1901.8,42477.35,-1901.8,11836.8,21238.67,-9401.87,11836.8,7493.23935886761,7493.23935886761
G267,928.4,0,0,0,0,0,0,0,0,-169.11,928.4,-169.11,759.29,928.4,-169.11,759.29,569.817331929067,569.817331929067
G268,193605,0,0,119465.83,0,112837.13,5866,400,5585.26,-275579.93,437759.22,-275579.93,162179.29,637759.22,-275492.1,362267.12,250581.418134152,112179.975042146
G269,0,0,0,1341,0,9459,0,24.7,1696,-547.5,12521.04,-547.5,11402.83,12521.04,-1118.21,11402.83,7887.37689510065,7887.37689510065
G270,300,1039,0,37702,0,22058,0,584,4175,-78080.79,64791.6,-77008.99,12217.38,64791.6,-77008.99,-12127.19,-9585.96109993811,9657.25196217441
G272,5239,13519,7381,16590.5,20001.5,25960.765,7287,1161.82,1852.5,-8748.88,102290.62,-8748.88,93541.74,109840.24,-16248.5,93541.74,76114.8963296717,76114.8963296717
G276,13000,9341,0,13025,1810,6027,1024,618,6399,-10204,51240,-13744,18014,25620,-7606,18014,12214.2687751364,12214.2687751364
G277,8000,29670,9373,63635,998,4019,1827,1655,3398,-65379,73953,-65434,8519,55707,-47220,8487,5754.5519648375,5776.24934469785
G278,233066.5,289.5,0,34919.55,0,46869.7,0,407.5,21858,-15265.49,337410.75,-15265.49,322145.26,337410.75,-14744.24,322666.51,218781.807365118,218428.377388487
G285,257637.78,5000,4,78990,0,149961.64,0,20753,9342,-203602.83,521617.37,-201310.83,157861.27,266021,-102947,163074,115920.793905456,112215.33626037
G291,0,2805,0,3386,1355.6,20072,681,1025,450,-34660.69,29781.4,-34660.69,-4879.3,29781.4,-34660.69,-4879.29,-3856.84434195531,-3856.85224647491
G295,26710,5530,42,11972,1022,30632,0,50,1569,-70049.7,72026.35,-70049.7,1977.9,72026.35,-70049.7,1976.65,1558.97615300804,1559.96202313743
G296,6863,0,0,0,0,0,0,0,5000,-21510,11863,-21510,-9647,11863,-21510,-9647,-7608.55131058536,-7608.55131058536
G36,43260,85141,3930,77531,16800,2956,0,4485,7784,-1528.53,248969.19,-1528.53,247440.65,248969.19,-1528.53,247440.65,265261.098452645,265261.098452645
G37,69459,0,0,9633,0,2500,0,400,12547,-15246.28,94991.45,-15246.28,79745.17,65694.58,-2962.15,62732.48,67487.4142938343,85789.6152953342
G42,92415,20459,0,628,0,30610,0,445,9631,-211035.57,278638.78,-211035.57,67603.21,279638.78,-211035.57,67603.21,72539.9216587482,72539.9216587482
G43,119151,7289,18903,31660,3193,26981,2287,461,8739,-7040.5,219528.9,-7040.5,212488.4,219658.58,-7316.9,212341.67,243595.063819455,243763.390195122
G44,340486,4530,168743.75,36635.37,60185,0,90325,0,5325.65,-270139.6,268819,-135069,181749,268819,-135069,181749,194906.964710724,194906.964710724
G46,24000,14667,60375,0,0,2131,0,2000,6673,-4898,104846.015,-5495.925,99350.09,104846.015,-5495.925,99350.09,84434.5637164971,84434.5637164971
G47,34573,29204,94768,37617,112917,102081,51072,0,9404,7981,117354.09,-2593.505,114760.585,117354.09,-2593.505,114760.585,120937.017201287,120937.017201287
G48,60424,52730,26713,35070,40092,42344,0,2844,5829,-2334.52,265746.33,-2334.52,263411.82,265746.33,-2334.5,263411.82,268714.972320621,268714.972320621
G49,371169,0,151901,36424,57428,19779,10519,13143,45455,-1438,692744.92,-2123.83,690621.09,692784.92,-2123.09,690621.09,586937.469584192,586937.469584192
G51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G52,1267339,249678.05,226316.73,565943.05,4017.35,133607.56,34735,1079.64,185346.42,-412877.59,1903059.37,-24476.47,1888856.48,1903059.37,-24476.47,1888592.9,1624097.87442368,1624324.54038104
G53,167525,580,0,23596,0,891,0,3442,14320,-18009.16,211372.95,-18009.16,193363.79,211372.95,-26209.46,185163.49,212416.678099889,221823.934818925
G56,254544,34826,15608,15547.5,14731,56261,31010,214,24484.5,-19153,497817.72,-29117.14,359547.455,389605.845,-30053.39,359547.455,428714.973175369,428714.973175369
G57,191573,0,0,1660,0,0,0,715,3516,-108307.97,204348.44,-108308,96040.41,204348.44,-108307.97,96040.47,99059.4509895616,99059.3891034936
G6,2905,0,0,0,0,0,0,0,0,0,2905,0,2905,2905,0,2905,2358.61953621645,2358.61953621645
G61,65426,0,0,17935,0,57448,0,186,4212,-83381.72,130667.3,-83381.72,61835.58,130667.3,-68831.72,61835.58,52869.876832873,52869.876832873
G63,141000,93809,129874,400624,130714,171405,70160,8546,26202,-4594,1159381.28,-4631.7,1154749.58,1162581.28,-4631.7,1157949.58,1111121.71978962,1108051.12883752
G64,0,100,19618,2435,26515,5562,0,987,1840,-671,57987,-671,57223,59941.68,-638.08,59303.6,63634.2342039933,61401.6987814417
G65,50000,1500,92966.77,85202.99,21276.25,40695,0,528.21,5648.87,-1108.73,296718.095,-1108.73,313383.405,314492.14,-1108.785,313383.405,367539.119190097,367539.119190097
G67,167834.48,0,196929.6,150477.4,131286.4,133841.4,65643.2,0,27105,-3624.66,674041.34,-3624.66,670416.68,674041.34,-3624.66,670416.68,769091.596342003,769091.596342003
G70,24470,11000,194540,10165,38780,7815,1746,327,8010,-1387.57,307885.14,-1387.57,306497.54,307885.14,-1387.59,306497.54,262057.656601241,262057.656601241
G71,64000,0,52507,11718,5511,6553.36,0,824,5675,-1191.49,148168.29,-1194.49,73088.4,74115.29,-995.74,73119.55,85755.3226297233,85718.7896053828
G72,54018,0,0,1515,0,0,0,290,170,-4675,55995.6,-4675,51320.6,55995.6,-4675,51320.6,54082.682525367,54082.682525367
G75,86472.07,5480,0,79280.4,0,460,0,3047.45,4789.89,-2735.15,192899.825,-2829.32,190000.5,192899.825,-2829.32,190000.5,145310.946768208,145310.946768208
G76,4000,148228.36,12420.62,1792.5,7811.25,5020,303,5675,86619.05,-21329.31,34805.76,-16566.39,18239.37,34805.76,-16566.39,18001.22,17387.65054963,17617.6832351033
G77,306662.5,26384.5,68051.16,172136.57,137179.75,43986.875,40591.75,6752.4,15555.36,-16852.525,723519.715,-16852.525,706667.195,723519.715,-16852.525,706667.19,583463.716901229,583463.721029507
G8,47485,0,0,0,0,0,0,0,6587.3,-677.3,54072.52,-677.5,53395.02,54072.52,-677.5,53395.02,45917.1155873825,45917.1155873825
G80,118000,0,667079,151483,85907,275082,219043,899,19369,-398913,1531703.08,-397771.903,1133931.177,1542139.51,-39771.905,1144367.605,1227934.83350139,1216736.28731524
G83,12200,915,6462,12908,2484,10683,0,200,3208,-44106.7,20722.53,-594,20128.53,20722.53,-594,20128.53,20508.0716996293,20508.0716996293
G84,168400,1170,23298.625,21368.275,304.3,44865.3,0,4500,4579.795,-3705.71,21621.67,-2522.855,19098.815,21621.67,-2522.855,19098.815,21620.5954378263,21620.5954378263
G85,123189,4087,33119,22643,10650,2065,2130,2000,7541,-75532.21,208699.47,-75532.21,133167.26,208699.47,-75532.21,133167.26,156675.620589466,156675.620589466
G86,19387,15492,50199,14867,0,0,0,6535,10225,-2291,38063.81,-920.02,70952.72,74193.89,-3211.09,70952.72,72896.8629251294,72896.8629251294
G87,12150,3446,93456,4116,7770,47134,5537,0,6034,-4121.62,181166.48,-4121.62,177044.86,181166.48,-4121.62,177044.86,189973.527506816,189973.527506816
G88,1396281,0,94350,254516,163915,15484,218200,263,1897330,33675.78,4040112.47,33675.78,4006436.68,4040112.47,-33675.78,4006436.68,4035831.21350933,4035831.21350933
G89,59750,0,38257,2280,4382,10897,0,954,4757,-43757.44,138498.92,-43757.44,106430,150187.75,-43787.44,106430,114497.075570626,114497.075570626
G9,26956.05,9697.5,110535.2,47445,0,19319.6,0,2736.7,23501.83,-87720.67,109405.51,-10743.91,98661.6,109405.51,-10745.91,98661.6,83849.4373942847,83849.4373942847
G90,1293479.3,624410,923945,1321995,77975,390939,56530,148218,25857,-33298,4758703.9,-33298,4694405.71,4758706.9,-33298.19,4725410.71,5310152.09486688,5275310.41108415
G91,221849,212,9730,121993,26976,9357,0,1960,22556,-2700,414637.455,-2850.33,411787.125,414637.435,-2829.88,411807.555,417590.317318079,417569.60043205
G94,190000,0,0,0,0,0,0,2932,5309,-13331.87,89820.76,-13331.87,75713.3,89820.76,-13331.87,75713.3,63807.0372083232,63807.0372083232
G97,82280,0,23,1356,0,60,0,625,7498,-84766.92,94005.08,-84766.92,9238.16,94005.08,-84766.92,9238.16,9938.38488822262,9938.38488822262
