"District","Dag","Maand","Jaar","Type","Electoraat","Opkomst","Stembriefjes","Geldig","Blanco"
"Sittard","9","6","1891","algemeen","1975","1452","1452","1408","43"
"Roermond","9","6","1891","algemeen","1922","1695","1695","1668","26"
"Venlo","9","6","1891","algemeen","2450","1656","1657","1643","10"
"Weert","9","6","1891","algemeen","1812","904","904","855","46"
"Grave","9","6","1891","algemeen","3397","1669","1669","1649","18"
"Den Bosch","9","6","1891","algemeen","2977","949","949","937","7"
"Veghel","9","6","1891","algemeen","3459","1668","1669","1651","18"
"Groningen","23","6","1891","herstemming","6021","4000","4000","3947","43"
"Winschoten","23","6","1891","herstemming","3076","2542","2543","2529","10"
"Veendam","23","6","1891","herstemming","2919","1940","1940","1940","0"
"Schoterland","23","6","1891","herstemming","2861","2084","2084","2033","38"
"Bergum","23","6","1891","herstemming","3076","2888","2888","2878","6"
"Wolvega","23","6","1891","herstemming","2684","2138","2138","2110","27"
"Franeker","23","6","1891","herstemming","3691","3348","3348","3323","19"
"Ommen","23","6","1891","herstemming","2419","2155","2155","2135","14"
"Enschede","23","6","1891","herstemming","2347","2246","2245","2216","26"
"Doetinchem","23","6","1891","herstemming","3825","3616","3616","3580","29"
"Elst","23","6","1891","herstemming","3158","2636","2636","2564","72"
"Wijk bij Duurstede","23","6","1891","herstemming","3260","2977","2977","2911","47"
"Amersfoort","23","6","1891","herstemming","3059","2246","2246","2227","14"
"Breukelen","23","6","1891","herstemming","3851","3491","3491","3424","64"
"Alkmaar","23","6","1891","herstemming","4783","4232","4232","4199","25"
"Beverwijk","23","6","1891","herstemming","3640","3275","3275","3257","10"
"Zaandam","23","6","1891","herstemming","3711","2838","2840","2818","14"
"Haarlemmermeer","23","6","1891","herstemming","3718","3073","3075","3033","27"
"Katwijk","23","6","1891","herstemming","4138","3408","3408","3370","30"
"Gouda","23","6","1891","herstemming","2985","2765","2764","2735","25"
"Bodegraven","23","6","1891","herstemming","3972","3587","3588","3571","15"
"Delft","23","6","1891","herstemming","3205","2921","2921","2888","33"
"Loosduinen","23","6","1891","herstemming","3943","2767","2767","2706","57"
"Schiedam","23","6","1891","herstemming","2783","2499","2499","2460","33"
"Hontenisse","23","6","1891","herstemming","3487","2806","2806","2751","36"
"Middelburg","25","6","1891","tussentijds","4398","3907","3908","3863","37"
"Veendam","9","7","1891","tussentijds","2919","1854","1854","1843","9"
"Schoterland","9","7","1891","tussentijds","2861","1800","1800","1788","11"
"Eindhoven","9","7","1891","tussentijds","3030","1632","1631","1623","7"
"Schoterland","21","7","1891","herstemming","2861","2199","2199","2168","21"
"Almelo","23","7","1891","tussentijds","2360","2189","2190","2175","12"
"Emmen","10","9","1891","tussentijds","2057","1027","1028","1025","1"
"Hoorn","10","9","1891","tussentijds","4108","2464","2464","2453","4"
"Amsterdam","10","9","1891","tussentijds","22531","6103","6103","6090","11"
"Hoorn","24","9","1891","herstemming","4108","3343","3343","3327","10"
"Den Helder","13","10","1891","tussentijds","3725","1216","1215","1154","61"
"Gouda","24","11","1891","tussentijds","2985","2480","2481","2457","20"
"Tiel","8","12","1891","tussentijds","2894","2349","2349","2327","16"
"Alkmaar","1","3","1892","tussentijds","4783","1399","1398","1322","74"
"Kampen","10","5","1892","tussentijds","2643","2252","2252","2222","21"
"Maastricht","28","6","1892","tussentijds","2496","1987","1987","1946","37"
"Roermond","28","6","1892","tussentijds","1918","1090","1090","1005","68"
"Maastricht","12","7","1892","herstemming","2496","2130","2130","2081","47"
"Zevenbergen","6","12","1892","tussentijds","3113","1070","1071","1035","26"
"Veghel","6","12","1892","tussentijds","3439","1236","1236","1229","6"
"Rotterdam","3","1","1893","tussentijds","8394","2277","2277","2256","9"
"Leeuwarden","24","1","1893","tussentijds","3286","2195","2195","2168","19"
"Leeuwarden","7","2","1893","herstemming","3286","2641","2644","2611","24"
"Harlingen","4","4","1893","tussentijds","3309","2607","2607","2590","14"
"Harlingen","18","4","1893","herstemming","3309","2730","2730","2676","40"
"Gouda","30","5","1893","tussentijds","2992","2227","2227","2209","17"
"Gouda","13","6","1893","herstemming","2992","2172","2172","2131","36"
"Beverwijk","20","6","1893","tussentijds","3718","2622","2622","2594","16"
"Beverwijk","4","7","1893","herstemming","3718","2675","2675","2635","35"
"Roermond","31","10","1893","tussentijds","1971","1066","1067","968","97"
"Veendam","7","11","1893","tussentijds","2949","1321","1323","1315","4"
"Veendam","21","11","1893","herstemming","2949","1949","1948","1932","11"
"Goes","9","1","1894","tussentijds","4073","2659","2659","2614","36"
"Groningen","10","4","1894","algemeen","6026","3569","3569","6647","481"
"Zuidhorn","10","4","1894","algemeen","3179","1056","1056","1047","5"
"Appingedam","10","4","1894","algemeen","3994","1095","1095","1081","12"
"Winschoten","10","4","1894","algemeen","3020","1137","1137","1110","22"
"Veendam","10","4","1894","algemeen","2949","958","959","937","21"
"Assen","10","4","1894","algemeen","2889","1388","1388","1379","6"
"Emmen","10","4","1894","algemeen","2143","516","516","507","8"
"Leeuwarden","10","4","1894","algemeen","3246","1726","1726","1696","25"
"Harlingen","10","4","1894","algemeen","3291","2496","2496","2474","20"
"Sneek","10","4","1894","algemeen","3739","2402","2400","2381","17"
"Schoterland","10","4","1894","algemeen","2832","983","983","933","45"
"Dokkum","10","4","1894","algemeen","3030","2440","2440","2422","15"
"Bergum","10","4","1894","algemeen","2987","2212","2213","2199","11"
"Wolvega","10","4","1894","algemeen","2652","959","959","946","13"
"Steenwijk","10","4","1894","algemeen","2800","2213","2213","2194","13"
"Meppel","10","4","1894","algemeen","2666","882","882","846","32"
"Zwolle","10","4","1894","algemeen","3212","2362","2362","2326","28"
"Kampen","10","4","1894","algemeen","2653","1825","1825","1803","16"
"Franeker","10","4","1894","algemeen","3591","2188","2188","2150","32"
"Ommen","10","4","1894","algemeen","2415","1205","1205","1176","24"
"Almelo","10","4","1894","algemeen","2443","1413","1413","1362","50"
"Enschede","10","4","1894","algemeen","2212","1955","1955","1935","14"
"Deventer","10","4","1894","algemeen","2980","2178","2178","2164","7"
"Lochem","10","4","1894","algemeen","3522","2745","2745","2727","11"
"Zutphen","10","4","1894","algemeen","3853","2701","2701","2671","28"
"Doetinchem","10","4","1894","algemeen","3942","2833","2833","2795","34"
"Rheden","10","4","1894","algemeen","3114","1321","1321","1279","37"
"Arnhem","10","4","1894","algemeen","2786","2400","2401","2387","9"
"Elst","10","4","1894","algemeen","3044","2447","2447","2420","26"
"Nijmegen","10","4","1894","algemeen","2635","884","884","852","30"
"Druten","10","4","1894","algemeen","2961","1365","1365","1339","23"
"Tiel","10","4","1894","algemeen","2879","1305","1306","1252","52"
"Wijk bij Duurstede","10","4","1894","algemeen","3248","2398","2399","2374","22"
"Ede","10","4","1894","algemeen","2923","1928","1928","1907","15"
"Amersfoort","10","4","1894","algemeen","3152","2190","2192","2167","21"
"Apeldoorn","10","4","1894","algemeen","2958","1949","1951","1938","10"
"Utrecht","10","4","1894","algemeen","4366","3647","3647","3627","58"
"Breukelen","10","4","1894","algemeen","3766","2979","2979","2940","37"
"Hilversum","10","4","1894","algemeen","3927","2739","2739","2726","10"
"Hoorn","10","4","1894","algemeen","4093","1431","1431","1334","86"
"Enkhuizen","10","4","1894","algemeen","4346","3022","3022","2982","33"
"Alkmaar","10","4","1894","algemeen","4760","3161","3161","3134","23"
"Den Helder","10","4","1894","algemeen","3700","1240","1240","1198","37"
"Amsterdam","10","4","1894","algemeen","23112","9391","9390","82016","2251"
"Haarlem","10","4","1894","algemeen","2707","1466","1466","1450","3"
"Beverwijk","10","4","1894","algemeen","3718","2638","2639","2609","22"
"Zaandam","10","4","1894","algemeen","3755","2672","2672","2649","16"
"Haarlemmermeer","10","4","1894","algemeen","3741","2542","2542","2512","21"
"Leiden","10","4","1894","algemeen","2276","1723","1723","1715","7"
"Katwijk","10","4","1894","algemeen","4060","3192","3192","3178","6"
"Gouda","10","4","1894","algemeen","2992","2223","2223","2199","17"
"Bodegraven","10","4","1894","algemeen","3956","2652","2652","2614","34"
"Delft","10","4","1894","algemeen","3269","2155","2155","2105","38"
"Loosduinen","10","4","1894","algemeen","4035","2849","2849","2788","55"
"Schiedam","10","4","1894","algemeen","2608","2085","2085","2047","31"
"Rotterdam","10","4","1894","algemeen","8422","5007","5007","24869","146"
"Brielle","10","4","1894","algemeen","3269","2245","2245","2232","11"
"Den Haag","10","4","1894","algemeen","8319","6080","6080","18072","150"
"Dordrecht","10","4","1894","algemeen","2931","2309","2309","2280","29"
"Ridderkerk","10","4","1894","algemeen","2628","1944","1944","1916","27"
"Gorinchem","10","4","1894","algemeen","3396","2422","2422","2395","26"
"Sliedrecht","10","4","1894","algemeen","3438","2223","2223","2200","20"
"Middelburg","10","4","1894","algemeen","4311","1938","1939","1733","200"
"Oostburg","10","4","1894","algemeen","3170","2188","2188","2137","48"
"Goes","10","4","1894","algemeen","4050","2486","2486","2451","33"
"Hontenisse","10","4","1894","algemeen","3374","2492","2493","2467","19"
"Zierikzee","10","4","1894","algemeen","3379","2491","2491","2465","25"
"Bergen op Zoom","10","4","1894","algemeen","2918","939","939","909","24"
"Breda","10","4","1894","algemeen","3348","645","645","633","10"
"Oosterhout","10","4","1894","algemeen","3491","1382","1382","1365","14"
"Zevenbergen","10","4","1894","algemeen","3003","1468","1468","1451","16"
"Waalwijk","10","4","1894","algemeen","3739","1597","1597","1550","47"
"Tilburg","10","4","1894","algemeen","2657","789","789","783","3"
"Eindhoven","10","4","1894","algemeen","2994","1088","1088","1081","7"
"Helmond","10","4","1894","algemeen","2664","1207","1206","1202","3"
"Maastricht","10","4","1894","algemeen","2460","690","690","650","36"
"Gulpen","10","4","1894","algemeen","1986","623","623","606","12"
"Sittard","10","4","1894","algemeen","2070","1082","1082","1050","31"
"Roermond","10","4","1894","algemeen","1971","1128","1128","1045","78"
"Venlo","10","4","1894","algemeen","2564","824","823","808","12"
"Weert","10","4","1894","algemeen","1848","956","956","914","41"
"Grave","10","4","1894","algemeen","3403","1403","1403","1383","16"
"Den Bosch","10","4","1894","algemeen","3033","907","907","894","12"
"Veghel","10","4","1894","algemeen","3402","1283","1281","1276","5"
"Harlingen","24","4","1894","herstemming","3291","2516","2517","2472","39"
"Sneek","24","4","1894","herstemming","3739","2422","2423","2380","37"
"Dokkum","24","4","1894","herstemming","3030","2519","2519","2486","24"
"Steenwijk","24","4","1894","herstemming","2800","2332","2332","2308","17"
"Enschede","24","4","1894","herstemming","2212","2019","2019","1974","41"
"Lochem","24","4","1894","herstemming","3522","2764","2764","2725","32"
"Elst","24","4","1894","herstemming","3044","2776","2777","2724","48"
"Wijk bij Duurstede","24","4","1894","herstemming","3248","2736","2737","2705","28"
"Ede","24","4","1894","herstemming","2923","2444","2444","2419","21"
"Apeldoorn","24","4","1894","herstemming","2958","2335","2335","2327","6"
"Breukelen","24","4","1894","herstemming","3766","3122","3122","3083","35"
"Hilversum","24","4","1894","herstemming","3927","2896","2897","2877","15"
"Alkmaar","24","4","1894","herstemming","4760","3850","3852","3832","16"
"Amsterdam","24","4","1894","herstemming","23112","10785","10785","41496","1588"
"Beverwijk","24","4","1894","herstemming","3718","3066","3066","3018","34"
"Haarlemmermeer","24","4","1894","herstemming","3741","3023","3023","2998","17"
"Gouda","24","4","1894","herstemming","2992","2472","2472","2449","18"
"Bodegraven","24","4","1894","herstemming","3956","2403","2403","2261","129"
"Delft","24","4","1894","herstemming","3269","2355","2355","2306","42"
"Loosduinen","24","4","1894","herstemming","4035","3292","3292","3230","56"
"Schiedam","24","4","1894","herstemming","2608","2250","2250","2217","29"
"Brielle","24","4","1894","herstemming","3269","2600","2600","2585","11"
"Dordrecht","24","4","1894","herstemming","2931","2615","2615","2575","40"
"Ridderkerk","24","4","1894","herstemming","2628","2199","2199","2177","19"
"Sliedrecht","24","4","1894","herstemming","3438","2631","2631","2590","37"
"Goes","24","4","1894","herstemming","4050","2972","2972","2930","31"
"Hontenisse","24","4","1894","herstemming","3374","2950","2950","2927","21"
"Sneek","11","5","1894","tussentijds","3657","2454","2454","2444","8"
"Katwijk","11","5","1894","tussentijds","4160","3394","3394","3388","4"
"Rotterdam","11","5","1894","tussentijds","8353","4042","4041","4027","7"
"Den Haag","11","5","1894","tussentijds","8494","5077","5077","5042","30"
"Utrecht","15","5","1894","tussentijds","4384","2538","2538","2503","30"
"Haarlem","16","5","1894","tussentijds","2782","2100","2100","2087","6"
"Delft","18","5","1894","tussentijds","3265","2017","2017","1977","36"
"Sneek","25","5","1894","herstemming","3657","2448","2448","2427","16"
"Katwijk","25","5","1894","herstemming","4160","3593","3593","3553","33"
"Den Haag","25","5","1894","herstemming","8494","5887","5887","5841","36"
"Utrecht","5","6","1894","tussentijds","4384","2254","2254","2204","48"
"Alkmaar","5","6","1894","tussentijds","4779","3124","3124","3099","21"
"Elst","12","6","1894","tussentijds","3007","2830","2830","2804","26"
"Elst","26","6","1894","herstemming","3007","2881","2881","2848","33"
"Den Helder","30","10","1894","tussentijds","3711","1958","1957","1948","6"
"Den Helder","13","11","1894","herstemming","3711","2324","2324","2257","66"
"Veghel","24","9","1895","tussentijds","3414","852","852","847","3"
"Den Bosch","31","3","1896","tussentijds","3005","933","933","878","42"
"Haarlem","6","10","1896","tussentijds","2826","1484","1484","1441","39"
"Venlo","13","10","1896","tussentijds","2588","2112","2112","2096","12"
"Sittard","22","12","1896","tussentijds","1921","1167","1167","1122","38"
"Hilversum","26","1","1897","tussentijds","4110","2057","2057","1995","55"
"Hilversum","10","2","1897","herstemming","4110","2176","2174","2094","62"
"Breukelen","30","3","1897","tussentijds","3860","2113","2113","2060","28"
"Delft","9","4","1897","tussentijds","3275","1157","1157","1108","27"
"Alkmaar","20","4","1897","tussentijds","4865","1720","1720","1683","34"
"Rotterdam","27","4","1897","tussentijds","8323","1567","1567","1514","48"
"Almelo","15","6","1897","algemeen","7567","-","6710","6591","119"
"Amersfoort","15","6","1897","algemeen","6994","-","5728","5670","58"
"Alkmaar","15","6","1897","algemeen","7236","-","6464","6405","59"
"Amsterdam I","15","6","1897","algemeen","4760","-","2840","2783","57"
"Amsterdam II","15","6","1897","algemeen","2250","-","1487","1469","18"
"Amsterdam III","15","6","1897","algemeen","4566","-","2832","2794","38"
"Amsterdam IV","15","6","1897","algemeen","3268","-","2001","1975","26"
"Amsterdam V","15","6","1897","algemeen","5945","-","3553","3514","39"
"Amsterdam VI","15","6","1897","algemeen","5040","-","3137","3137","0"
"Amsterdam VII","15","6","1897","algemeen","3667","-","2481","2412","69"
"Amsterdam VIII","15","6","1897","algemeen","2462","-","1686","1656","30"
"Amsterdam IX","15","6","1897","algemeen","5215","-","3385","3385","0"
"Apeldoorn","15","6","1897","algemeen","6693","-","4946","4859","87"
"Appingedam","15","6","1897","algemeen","6976","-","5690","5583","107"
"Arnhem","15","6","1897","algemeen","4972","-","4267","4202","65"
"Assen","15","6","1897","algemeen","6310","-","3839","3813","26"
"Bergen op Zoom","15","6","1897","algemeen","6406","-","4771","4702","69"
"Beverwijk","15","6","1897","algemeen","6719","-","6052","5985","67"
"Bodegraven","15","6","1897","algemeen","6787","-","5498","5361","137"
"Breda","15","6","1897","algemeen","5263","-","3054","2982","72"
"Delft","15","6","1897","algemeen","5119","-","4225","4154","71"
"Brielle","15","6","1897","algemeen","5308","-","4370","4265","105"
"Breukelen","15","6","1897","algemeen","7149","-","6379","6326","53"
"Deventer","15","6","1897","algemeen","6697","-","5990","5941","49"
"Dokkum","15","6","1897","algemeen","5279","-","4094","4047","47"
"Doetinchem","15","6","1897","algemeen","8470","-","7847","7719","128"
"Dordrecht","15","6","1897","algemeen","5012","-","3975","3905","70"
"Druten","15","6","1897","algemeen","5783","-","4283","4205","78"
"Ede","15","6","1897","algemeen","5769","-","4594","4521","73"
"Elst","15","6","1897","algemeen","7053","-","6479","6360","119"
"Eindhoven","15","6","1897","algemeen/enkelvoudig","5555","-","-","-","-"
"Emmen","15","6","1897","algemeen","5848","-","3517","3490","27"
"Enschede","15","6","1897","algemeen","8778","-","8184","8153","31"
"Enkhuizen","15","6","1897","algemeen","7766","-","7114","7049","65"
"Franeker","15","6","1897","algemeen","5651","-","3822","3681","141"
"Gouda","15","6","1897","algemeen","5728","-","4515","4475","40"
"Gorinchem","15","6","1897","algemeen","6271","-","4831","4739","92"
"Goes","15","6","1897","algemeen","6225","-","4312","4269","43"
"Grave","15","6","1897","algemeen/enkelvoudig","6230","-","-","-","-"
"Den Haag I","15","6","1897","algemeen","5025","-","3850","3812","38"
"Den Haag II","15","6","1897","algemeen","5834","-","4513","4464","49"
"Den Haag III","15","6","1897","algemeen","5586","-","4078","4027","51"
"Groningen","15","6","1897","algemeen","5630","-","4439","4315","124"
"Gulpen","15","6","1897","algemeen","5287","-","3621","3574","47"
"Haarlem","15","6","1897","algemeen","4791","-","3943","3903","40"
"Haarlemmermeer","15","6","1897","algemeen","7971","-","6974","6836","138"
"Harlingen","15","6","1897","algemeen","5679","-","4462","4339","123"
"Den Helder","15","6","1897","algemeen","6598","-","5321","5245","76"
"Helmond","15","6","1897","algemeen/enkelvoudig","5541","-","-","-","-"
"Den Bosch","15","6","1897","algemeen","4416","-","2507","2453","54"
"Hilversum","15","6","1897","algemeen","7597","-","6162","5968","194"
"Hontenisse","15","6","1897","algemeen","5976","-","5272","5212","60"
"Hoogezand","15","6","1897","algemeen","5334","-","3689","3606","83"
"Hoorn","15","6","1897","algemeen","6621","-","5921","5811","110"
"Kampen","15","6","1897","algemeen","5778","-","4366","4304","62"
"Katwijk","15","6","1897","algemeen","5728","-","5279","5242","37"
"Leeuwarden","15","6","1897","algemeen","5366","-","3982","3950","32"
"Leiden","15","6","1897","algemeen","4523","-","4043","3997","46"
"Lochem","15","6","1897","algemeen","7408","-","6533","6533","0"
"Loosduinen","15","6","1897","algemeen","6762","-","6012","5932","80"
"Maastricht","15","6","1897","algemeen","4073","-","2773","2708","65"
"Meppel","15","6","1897","algemeen","5327","-","4327","4229","98"
"Middelburg","15","6","1897","algemeen","7262","-","6141","5960","181"
"Nijmegen","15","6","1897","algemeen","4904","-","3945","3895","50"
"Ommen","15","6","1897","algemeen","6420","-","5384","5268","116"
"Oostburg","15","6","1897","algemeen","6355","-","5634","5595","39"
"Oosterhout","15","6","1897","algemeen","6175","-","3636","3599","37"
"Rheden","15","6","1897","algemeen","6417","-","5094","4934","160"
"Ridderkerk","15","6","1897","algemeen","4547","-","3728","3709","19"
"Roermond","15","6","1897","algemeen/enkelvoudig","5201","-","-","-","-"
"Rotterdam I","15","6","1897","algemeen","3208","-","2673","2637","36"
"Rotterdam II","15","6","1897","algemeen","3394","-","2786","2768","18"
"Rotterdam III","15","6","1897","algemeen","3222","-","2597","2574","23"
"Rotterdam IV","15","6","1897","algemeen","3839","-","3260","3223","37"
"Rotterdam V","15","6","1897","algemeen","3355","-","2684","2653","31"
"Schiedam","15","6","1897","algemeen","6224","-","5313","5247","66"
"Schoterland","15","6","1897","algemeen","5584","-","3495","3433","62"
"Sittard","15","6","1897","algemeen","6018","-","2580","2535","45"
"Sliedrecht","15","6","1897","algemeen","6121","-","4470","4364","106"
"Sneek","15","6","1897","algemeen","6122","-","4576","4518","58"
"Steenwijk","15","6","1897","algemeen","5863","-","4116","4068","48"
"Tiel","15","6","1897","algemeen","5903","-","4888","4803","85"
"Tietjerksteradeel","15","6","1897","algemeen","5968","-","4281","4250","31"
"Tilburg","15","6","1897","algemeen","5203","-","4390","4278","112"
"Utrecht I","15","6","1897","algemeen","5535","-","4686","4613","73"
"Utrecht II","15","6","1897","algemeen","4142","-","3476","3417","59"
"Veendam","15","6","1897","algemeen","6320","-","4591","4475","116"
"Veghel","15","6","1897","algemeen/enkelvoudig","5743","-","-","-","-"
"Venlo","15","6","1897","algemeen/enkelvoudig","5754","-","-","-","-"
"Waalwijk","15","6","1897","algemeen","6144","-","4070","4003","67"
"Weert","15","6","1897","algemeen/enkelvoudig","5742","-","-","-","-"
"Weststellingwerf","15","6","1897","algemeen","5456","-","3102","3051","51"
"Winschoten","15","6","1897","algemeen","6090","-","4342","4281","61"
"Wijk bij Duurstede","15","6","1897","algemeen","6936","-","6066","5947","119"
"Zaandam","15","6","1897","algemeen","7524","-","5875","5711","164"
"Zevenbergen","15","6","1897","algemeen","6414","-","4736","4669","67"
"Zierikzee","15","6","1897","algemeen","6315","-","5387","5347","40"
"Zuidhorn","15","6","1897","algemeen","6300","-","4688","4571","117"
"Zutphen","15","6","1897","algemeen","6922","-","6149","6029","120"
"Zwolle","15","6","1897","algemeen","6087","-","4772","4698","74"
"Amersfoort","25","6","1897","herstemming","6994","-","4859","4821","38"
"Alkmaar","25","6","1897","herstemming","7236","-","6668","6625","44"
"Amsterdam I","25","6","1897","herstemming","4760","-","3391","3339","52"
"Amsterdam II","25","6","1897","herstemming","2250","-","1634","1619","15"
"Amsterdam III","25","6","1897","herstemming","4566","-","3147","3119","28"
"Amsterdam IV","25","6","1897","herstemming","3268","-","2387","2361","26"
"Amsterdam V","25","6","1897","herstemming","5945","-","3911","3870","41"
"Amsterdam VI","25","6","1897","herstemming","5040","-","3439","3435","4"
"Amsterdam VII","25","6","1897","herstemming","3667","-","2654","2626","28"
"Amsterdam VIII","25","6","1897","herstemming","2462","-","1817","1785","32"
"Amsterdam IX","25","6","1897","herstemming","5215","-","3671","3665","6"
"Appingedam","25","6","1897","herstemming","6976","-","6005","5958","47"
"Beverwijk","25","6","1897","herstemming","6719","-","6415","6383","32"
"Bodegraven","25","6","1897","herstemming","6787","-","6083","6022","61"
"Delft","25","6","1897","herstemming","5119","-","4436","4383","53"
"Deventer","25","6","1897","herstemming","6697","-","5538","5504","34"
"Dokkum","25","6","1897","herstemming","5279","-","4745","4722","23"
"Doetinchem","25","6","1897","herstemming","8470","-","7874","7770","104"
"Dordrecht","25","6","1897","herstemming","5012","-","4516","4462","54"
"Enschede","25","6","1897","herstemming","8778","-","8492","8468","24"
"Franeker","25","6","1897","herstemming","5651","-","4484","4437","47"
"Gouda","25","6","1897","herstemming","5728","-","5169","5138","31"
"Den Haag II","25","6","1897","herstemming","5834","-","4836","4790","46"
"Den Haag III","25","6","1897","herstemming","5586","-","4264","4243","21"
"Groningen","25","6","1897","herstemming","5630","-","4492","4423","69"
"Haarlemmermeer","25","6","1897","herstemming","7971","-","6880","6810","70"
"Harlingen","25","6","1897","herstemming","5679","-","4785","4723","62"
"Den Helder","25","6","1897","herstemming","6598","-","5426","5374","52"
"Hontenisse","25","6","1897","herstemming","5976","-","5171","5121","50"
"Hoogezand","25","6","1897","herstemming","5334","-","4396","4355","41"
"Katwijk","25","6","1897","herstemming","5728","-","5140","5082","58"
"Leeuwarden","25","6","1897","herstemming","5366","-","3786","3675","11"
"Loosduinen","25","6","1897","herstemming","6762","-","5510","5428","82"
"Middelburg","25","6","1897","herstemming","7262","-","6377","6260","117"
"Ridderkerk","25","6","1897","herstemming","4547","-","4103","4090","13"
"Rotterdam I","25","6","1897","herstemming","3208","-","2777","2758","19"
"Rotterdam II","25","6","1897","herstemming","3394","-","2283","2243","40"
"Rotterdam III","25","6","1897","herstemming","3222","-","2745","2723","22"
"Rotterdam IV","25","6","1897","herstemming","3839","-","3367","3335","32"
"Rotterdam V","25","6","1897","herstemming","3355","-","2748","2718","30"
"Schoterland","25","6","1897","herstemming","5584","-","3631","3592","39"
"Sneek","25","6","1897","herstemming","6122","-","4945","4903","42"
"Steenwijk","25","6","1897","herstemming","5863","-","4553","4509","44"
"Tietjerksteradeel","25","6","1897","herstemming","5968","-","5154","5104","50"
"Utrecht I","25","6","1897","herstemming","5535","-","4925","4885","40"
"Utrecht II","25","6","1897","herstemming","4142","-","3659","3615","44"
"Weststellingwerf","25","6","1897","herstemming","5456","-","3607","3578","29"
"Winschoten","25","6","1897","herstemming","6090","-","3882","3882","0"
"Zuidhorn","25","6","1897","herstemming","6300","-","5412","5336","76"
"Zwolle","25","6","1897","herstemming","6087","-","4798","4726","72"
"Leeuwarden","27","7","1897","tussentijds","5366","-","3704","3669","35"
"Winschoten","27","7","1897","tussentijds","6090","-","3908","3875","33"
"Amsterdam IX","28","7","1897","tussentijds","5215","-","2396","2382","14"
"Leeuwarden","3","8","1897","herstemming","5366","-","3663","3609","54"
"Winschoten","3","8","1897","herstemming","6090","-","4469","4402","67"
"Amsterdam VI","17","8","1897","tussentijds","5040","-","2378","2364","14"
"Enschede","17","8","1897","tussentijds","8778","-","8016","7935","81"
"Lochem","17","8","1897","tussentijds","7408","-","3967","3915","52"
"Zutphen","17","8","1897","tussentijds","6922","-","5500","5439","61"
"Amsterdam VI","24","8","1897","herstemming","5040","-","2570","2550","20"
"Enschede","24","8","1897","herstemming","8778","-","8307","8210","97"
"Enkhuizen","19","10","1897","tussentijds","7766","-","6977","6809","168"
"Enkhuizen","26","10","1897","herstemming","7766","-","7022","6941","81"
"Rotterdam IV","18","1","1898","tussentijds","3839","-","2793","2772","21"
"Rotterdam IV","25","1","1898","herstemming","3839","-","2998","2963","35"
"Deventer","15","2","1898","tussentijds","6697","-","5304","5261","43"
"Deventer","22","2","1898","herstemming","6697","-","5699","5654","45"
"Tilburg","7","6","1898","tussentijds","5283","-","4464","4421","43"
"Eindhoven","16","11","1898","tussentijds","5728","-","2928","2874","54"
"Deventer","30","11","1898","tussentijds","6451","-","4235","4200","35"
"Deventer","7","12","1898","herstemming","6451","-","4929","4870","59"
"Veendam","17","3","1899","tussentijds","5433","-","3068","3016","52"
"Elst","13","6","1899","tussentijds/enkelvoudig","6302","-","-","-","-"
"Veghel","13","6","1899","tussentijds/enkelvoudig","5344","-","-","-","-"
"Maastricht","2","3","1900","tussentijds","4549","-","1720","1659","61"
"Haarlem","11","5","1900","tussentijds","5840","-","3398","3308","90"
"Haarlem","18","5","1900","herstemming","5840","-","3439","3359","80"
"Deventer","30","5","1900","tussentijds","6261","-","3708","3678","30"
"Roermond","3","7","1900","tussentijds/enkelvoudig","5599","-","-","-","-"
"Meppel","13","9","1900","tussentijds/enkelvoudig","5100","-","-","-","-"
"Beverwijk","22","2","1901","tussentijds","7104","-","5872","5790","82"
"Amsterdam III","18","3","1901","tussentijds","6292","-","2810","2726","84"
"Amsterdam III","25","3","1901","herstemming","6292","-","3520","3459","61"
"Elst","4","6","1901","tussentijds/enkelvoudig","6819","-","-","-","-"
"Bergen op Zoom","14","6","1901","algemeen","6482","-","3299","3227","72"
"Breda","14","6","1901","algemeen","6152","-","2160","2108","52"
"Eindhoven","14","6","1901","algemeen","6156","-","3652","3596","56"
"Grave","14","6","1901","algemeen/enkelvoudig","6108","-","-","-","-"
"Helmond","14","6","1901","algemeen/enkelvoudig","5540","-","-","-","-"
"Den Bosch","14","6","1901","algemeen","4732","-","2161","2123","38"
"Oosterhout","14","6","1901","algemeen/enkelvoudig","6388","-","-","-","-"
"Tilburg","14","6","1901","algemeen","5592","-","3802","3712","90"
"Veghel","14","6","1901","algemeen/enkelvoudig","5438","-","-","-","-"
"Waalwijk","14","6","1901","algemeen/enkelvoudig","6084","-","-","-","-"
"Zevenbergen","14","6","1901","algemeen/enkelvoudig","6089","-","-","-","-"
"Apeldoorn","14","6","1901","algemeen","7192","-","5133","5084","49"
"Arnhem","14","6","1901","algemeen","5415","-","4252","4137","115"
"Doetinchem","14","6","1901","algemeen","8841","-","7900","7756","144"
"Druten","14","6","1901","algemeen/enkelvoudig","5756","-","-","-","-"
"Ede","14","6","1901","algemeen/enkelvoudig","5877","-","-","-","-"
"Elst","14","6","1901","algemeen","6819","-","5655","5412","243"
"Lochem","14","6","1901","algemeen","7553","-","6122","5970","152"
"Nijmegen","14","6","1901","algemeen","5703","-","3824","3744","80"
"Rheden","14","6","1901","algemeen","6419","-","3867","3781","86"
"Tiel","14","6","1901","algemeen","5639","-","3881","3654","227"
