"cbsnr","naam","acode","main.cat","year","Aandeel der gemeente in s Rijks personele belasting","% aangeslagenen Rijksinkomstenbel. 33 in % beroepsbev. 30"
969,"SLENAKEN",11274,"h",1879,298,NA
970,"SPAUBEEK",10552,"h",1889,392,NA
970,"SPAUBEEK",10552,"h",1933,NA,399
970,"SPAUBEEK",10552,"h",1869,407,NA
970,"SPAUBEEK",10552,"h",1870,404,NA
970,"SPAUBEEK",10552,"h",1879,377,NA
971,"STEIN",11319,"h",1889,352,NA
971,"STEIN",11319,"h",1933,NA,633
971,"STEIN",11319,"h",1869,215,NA
971,"STEIN",11319,"h",1870,213,NA
971,"STEIN",11319,"h",1879,349,NA
972,"STEVENSWEERT",11203,"h",1889,635,NA
972,"STEVENSWEERT",11203,"h",1933,NA,239
972,"STEVENSWEERT",11203,"h",1869,579,NA
972,"STEVENSWEERT",11203,"h",1870,557,NA
972,"STEVENSWEERT",11203,"h",1879,580,NA
973,"STRAMPROY",11186,"h",1889,438,NA
973,"STRAMPROY",11186,"h",1933,NA,193
973,"STRAMPROY",11186,"h",1869,461,NA
973,"STRAMPROY",11186,"h",1870,451,NA
973,"STRAMPROY",11186,"h",1879,402,NA
974,"SUSTEREN",10457,"h",1889,772,NA
974,"SUSTEREN",10457,"h",1933,NA,427
974,"SUSTEREN",10457,"h",1869,581,NA
974,"SUSTEREN",10457,"h",1870,588,NA
974,"SUSTEREN",10457,"h",1879,594,NA
975,"SWALMEN",10474,"h",1889,1079,NA
975,"SWALMEN",10474,"h",1933,NA,260
975,"SWALMEN",10474,"h",1869,821,NA
975,"SWALMEN",10474,"h",1870,888,NA
975,"SWALMEN",10474,"h",1879,996,NA
976,"TEGELEN",11333,"h",1889,2222,NA
976,"TEGELEN",11333,"h",1933,NA,292
976,"TEGELEN",11333,"h",1869,1570,NA
976,"TEGELEN",11333,"h",1870,1625,NA
976,"TEGELEN",11333,"h",1879,1865,NA
977,"THORN",11195,"h",1889,1224,NA
977,"THORN",11195,"h",1933,NA,252
977,"THORN",11195,"h",1869,933,NA
977,"THORN",11195,"h",1870,965,NA
977,"THORN",11195,"h",1879,1074,NA
978,"UBACH OVER WORMS",10146,"h",1889,814,NA
978,"UBACH OVER WORMS",10146,"h",1933,NA,455
978,"UBACH OVER WORMS",10146,"h",1869,502,NA
978,"UBACH OVER WORMS",10146,"h",1870,502,NA
978,"UBACH OVER WORMS",10146,"h",1879,467,NA
979,"ULESTRATEN",11220,"h",1889,657,NA
979,"ULESTRATEN",11220,"h",1933,NA,290
979,"ULESTRATEN",11220,"h",1869,625,NA
979,"ULESTRATEN",11220,"h",1870,625,NA
979,"ULESTRATEN",11220,"h",1879,549,NA
980,"URMOND",10700,"h",1889,455,NA
980,"URMOND",10700,"h",1933,NA,611
980,"URMOND",10700,"h",1869,365,NA
980,"URMOND",10700,"h",1870,460,NA
980,"URMOND",10700,"h",1879,467,NA
981,"VAALS",10007,"h",1889,4311,NA
981,"VAALS",10007,"h",1933,NA,359
981,"VAALS",10007,"h",1869,3216,NA
981,"VAALS",10007,"h",1870,3302,NA
981,"VAALS",10007,"h",1879,4124,NA
982,"VALKENBURG HOUTHEM L",11111,"h",1889,1923,NA
982,"VALKENBURG HOUTHEM L",11111,"h",1933,NA,686
982,"VALKENBURG HOUTHEM L",11111,"h",1869,1406,NA
982,"VALKENBURG HOUTHEM L",11111,"h",1870,1234,NA
982,"VALKENBURG HOUTHEM L",11111,"h",1879,1529,NA
983,"VENLO",10477,"h",1889,16272,NA
983,"VENLO",10477,"h",1933,NA,489
983,"VENLO",10477,"h",1869,10372,NA
983,"VENLO",10477,"h",1870,10438,NA
983,"VENLO",10477,"h",1879,12532,NA
984,"VENRAY",11222,"h",1889,1706,NA
984,"VENRAY",11222,"h",1933,NA,309
984,"VENRAY",11222,"h",1869,2563,NA
984,"VENRAY",11222,"h",1870,3160,NA
984,"VENRAY",11222,"h",1879,3534,NA
985,"VLODROP",10644,"h",1889,459,NA
985,"VLODROP",10644,"h",1933,NA,205
985,"VLODROP",10644,"h",1869,540,NA
985,"VLODROP",10644,"h",1870,536,NA
986,"VOERENDAAL",11341,"h",1889,1240,NA
986,"VOERENDAAL",11341,"h",1933,NA,490
986,"VOERENDAAL",11341,"h",1869,1306,NA
986,"VOERENDAAL",11341,"h",1870,1219,NA
986,"VOERENDAAL",11341,"h",1879,1255,NA
987,"WANSSUM",10991,"h",1889,893,NA
987,"WANSSUM",10991,"h",1933,NA,181
987,"WANSSUM",10991,"h",1869,755,NA
987,"WANSSUM",10991,"h",1870,762,NA
987,"WANSSUM",10991,"h",1879,798,NA
988,"WEERT",11081,"h",1889,4835,NA
988,"WEERT",11081,"h",1933,NA,272
988,"WEERT",11081,"h",1869,3872,NA
988,"WEERT",11081,"h",1870,3919,NA
988,"WEERT",11081,"h",1879,4485,NA
989,"WESSEM",10127,"h",1889,535,NA
989,"WESSEM",10127,"h",1933,NA,268
989,"WESSEM",10127,"h",1869,521,NA
989,"WESSEM",10127,"h",1870,509,NA
989,"WESSEM",10127,"h",1879,502,NA
990,"WITTEM",11371,"h",1889,2567,NA
990,"WITTEM",11371,"h",1933,NA,301
990,"WITTEM",11371,"h",1869,2193,NA
990,"WITTEM",11371,"h",1870,2289,NA
990,"WITTEM",11371,"h",1879,2423,NA
991,"WIJLRE",10131,"h",1889,1102,NA
991,"WIJLRE",10131,"h",1933,NA,393
991,"WIJLRE",10131,"h",1869,920,NA
991,"WIJLRE",10131,"h",1870,943,NA
991,"WIJLRE",10131,"h",1879,1154,NA
992,"WIJNANDSRADE",10992,"h",1889,491,NA
992,"WIJNANDSRADE",10992,"h",1933,NA,494
992,"WIJNANDSRADE",10992,"h",1869,332,NA
992,"WIJNANDSRADE",10992,"h",1870,325,NA
992,"WIJNANDSRADE",10992,"h",1879,476,NA
1000,"AAGTEKERKE",10531,"h",1889,1108,NA
1000,"AAGTEKERKE",10531,"h",1933,NA,245
1000,"AAGTEKERKE",10531,"h",1869,797,NA
1000,"AAGTEKERKE",10531,"h",1870,811,NA
1000,"AAGTEKERKE",10531,"h",1879,1095,NA
1001,"AALST",11423,"h",1889,398,NA
1001,"AALST",11423,"h",1869,333,NA
1001,"AALST",11423,"h",1870,343,NA
1001,"AALST",11423,"h",1879,376,NA
1002,"AARLANDERVEEN",11242,"h",1889,6687,NA
1002,"AARLANDERVEEN",11242,"h",1869,5117,NA
1002,"AARLANDERVEEN",11242,"h",1870,5184,NA
1002,"AARLANDERVEEN",11242,"h",1879,6798,NA
1003,"ABCOUDE-BAAMBRUGGE",11184,"h",1889,5135,NA
1003,"ABCOUDE-BAAMBRUGGE",11184,"h",1933,NA,551
1003,"ABCOUDE-BAAMBRUGGE",11184,"h",1869,4589,NA
1003,"ABCOUDE-BAAMBRUGGE",11184,"h",1870,4518,NA
1003,"ABCOUDE-BAAMBRUGGE",11184,"h",1879,5138,NA
1004,"ABCOUDE-PROOSTDIJ",10712,"h",1889,3095,NA
1004,"ABCOUDE-PROOSTDIJ",10712,"h",1933,NA,360
1004,"ABCOUDE-PROOSTDIJ",10712,"h",1869,2348,NA
1004,"ABCOUDE-PROOSTDIJ",10712,"h",1870,2312,NA
1004,"ABCOUDE-PROOSTDIJ",10712,"h",1879,3044,NA
1005,"ACHTTIENHOVEN",10524,"h",1889,996,NA
1005,"ACHTTIENHOVEN",10524,"h",1933,NA,560
1005,"ACHTTIENHOVEN",10524,"h",1869,736,NA
1005,"ACHTTIENHOVEN",10524,"h",1870,747,NA
1005,"ACHTTIENHOVEN",10524,"h",1879,995,NA
1006,"AENGWIRDEN",10157,"h",1889,5103,NA
1006,"AENGWIRDEN",10157,"h",1869,3556,NA
1006,"AENGWIRDEN",10157,"h",1870,3856,NA
1006,"AENGWIRDEN",10157,"h",1879,4622,NA
1007,"ALEM, MAREN EN KESSEL",10495,"h",1889,1137,NA
1007,"ALEM, MAREN EN KESSEL",10495,"h",1933,NA,247
1007,"ALEM, MAREN EN KESSEL",10495,"h",1869,932,NA
1007,"ALEM, MAREN EN KESSEL",10495,"h",1870,942,NA
1007,"ALEM, MAREN EN KESSEL",10495,"h",1879,1091,NA
1008,"ALPHEN ZH",10517,"h",1879,9160,NA
1009,"AMBT-ALMELO",11065,"h",1889,3583,NA
1009,"AMBT-ALMELO",11065,"h",1869,5993,NA
1009,"AMBT-ALMELO",11065,"h",1870,6274,NA
1009,"AMBT-ALMELO",11065,"h",1879,5201,NA
1010,"AMBT-DOETINCHEM",10396,"h",1889,3197,NA
1010,"AMBT-DOETINCHEM",10396,"h",1869,2647,NA
1010,"AMBT-DOETINCHEM",10396,"h",1870,2604,NA
1010,"AMBT-DOETINCHEM",10396,"h",1879,2787,NA
1011,"AMBT-HARDENBERG",10174,"h",1889,4206,NA
1011,"AMBT-HARDENBERG",10174,"h",1933,NA,109
1011,"AMBT-HARDENBERG",10174,"h",1869,3288,NA
1011,"AMBT-HARDENBERG",10174,"h",1870,3381,NA
1011,"AMBT-HARDENBERG",10174,"h",1879,4107,NA
1012,"AMBT-OMMEN",11069,"h",1889,3243,NA
1012,"AMBT-OMMEN",11069,"h",1869,3177,NA
1012,"AMBT-OMMEN",11069,"h",1870,3254,NA
1012,"AMBT-OMMEN",11069,"h",1879,3278,NA
1013,"AMBT-VOLLENHOVE",11088,"h",1889,2161,NA
1013,"AMBT-VOLLENHOVE",11088,"h",1933,NA,193
1013,"AMBT-VOLLENHOVE",11088,"h",1869,1735,NA
1013,"AMBT-VOLLENHOVE",11088,"h",1870,1766,NA
1013,"AMBT-VOLLENHOVE",11088,"h",1879,2054,NA
1014,"ANKEVEEN",10936,"h",1889,728,NA
1014,"ANKEVEEN",10936,"h",1933,NA,621
1014,"ANKEVEEN",10936,"h",1869,643,NA
1014,"ANKEVEEN",10936,"h",1870,614,NA
1014,"ANKEVEEN",10936,"h",1879,816,NA
1015,"BAARDWIJK",10006,"h",1889,1769,NA
1015,"BAARDWIJK",10006,"h",1869,1190,NA
1015,"BAARDWIJK",10006,"h",1870,1087,NA
1015,"BAARDWIJK",10006,"h",1879,1731,NA
1016,"BALGOIJ",10849,"h",1889,499,NA
1016,"BALGOIJ",10849,"h",1869,496,NA
1016,"BALGOIJ",10849,"h",1870,563,NA
1016,"BALGOIJ",10849,"h",1879,577,NA
1017,"BARWOUTSWAARDER",10447,"h",1889,1197,NA
1017,"BARWOUTSWAARDER",10447,"h",1933,NA,193
1017,"BARWOUTSWAARDER",10447,"h",1869,938,NA
1017,"BARWOUTSWAARDER",10447,"h",1870,945,NA
1017,"BARWOUTSWAARDER",10447,"h",1879,1206,NA
1018,"BATH",10623,"h",1869,868,NA
1018,"BATH",10623,"h",1870,758,NA
1019,"BELLINGWOLDE",10340,"h",1889,5645,NA
1019,"BELLINGWOLDE",10340,"h",1933,NA,204
1019,"BELLINGWOLDE",10340,"h",1869,4627,NA
1019,"BELLINGWOLDE",10340,"h",1870,4698,NA
1019,"BELLINGWOLDE",10340,"h",1879,5458,NA
1020,"BESOIJEN",10056,"h",1889,1585,NA
1020,"BESOIJEN",10056,"h",1869,1132,NA
1020,"BESOIJEN",10056,"h",1870,1164,NA
1020,"BESOIJEN",10056,"h",1879,1793,NA
1021,"BEUGEN EN RIJKEVOORT",10252,"h",1889,1301,NA
1021,"BEUGEN EN RIJKEVOORT",10252,"h",1933,NA,233
1021,"BEUGEN EN RIJKEVOORT",10252,"h",1869,838,NA
1021,"BEUGEN EN RIJKEVOORT",10252,"h",1870,1016,NA
1021,"BEUGEN EN RIJKEVOORT",10252,"h",1879,1138,NA
1022,"BIGGEKERKE",11364,"h",1889,1269,NA
1022,"BIGGEKERKE",11364,"h",1933,NA,313
1022,"BIGGEKERKE",11364,"h",1869,851,NA
1022,"BIGGEKERKE",11364,"h",1870,1031,NA
1022,"BIGGEKERKE",11364,"h",1879,1247,NA
1023,"BOKHOVEN",11083,"h",1889,177,NA
1023,"BOKHOVEN",11083,"h",1869,176,NA
1023,"BOKHOVEN",11083,"h",1870,168,NA
1023,"BOKHOVEN",11083,"h",1879,184,NA
1024,"DEN BOMMEL",10293,"h",1889,2130,NA
1024,"DEN BOMMEL",10293,"h",1933,NA,200
1024,"DEN BOMMEL",10293,"h",1869,2081,NA
1024,"DEN BOMMEL",10293,"h",1870,2078,NA
1024,"DEN BOMMEL",10293,"h",1879,2219,NA
1026,"BORKEL EN SCHAFT",11013,"h",1889,366,NA
1026,"BORKEL EN SCHAFT",11013,"h",1869,363,NA
1026,"BORKEL EN SCHAFT",11013,"h",1870,357,NA
1026,"BORKEL EN SCHAFT",11013,"h",1879,346,NA
1027,"BOSCHKAPELLE",10605,"h",1889,1104,NA
1027,"BOSCHKAPELLE",10605,"h",1933,NA,133
1027,"BOSCHKAPELLE",10605,"h",1869,1056,NA
1027,"BOSCHKAPELLE",10605,"h",1870,1164,NA
1027,"BOSCHKAPELLE",10605,"h",1879,1176,NA
1028,"BREUKELEN-NIJENRODE",10807,"h",1889,5697,NA
1028,"BREUKELEN-NIJENRODE",10807,"h",1933,NA,460
1028,"BREUKELEN-NIJENRODE",10807,"h",1869,4478,NA
1028,"BREUKELEN-NIJENRODE",10807,"h",1870,4886,NA
1028,"BREUKELEN-NIJENRODE",10807,"h",1879,5746,NA
1029,"BREUKELEN-SINT PIETERS",11149,"h",1889,2382,NA
1029,"BREUKELEN-SINT PIETERS",11149,"h",1933,NA,394
1029,"BREUKELEN-SINT PIETERS",11149,"h",1869,2362,NA
1029,"BREUKELEN-SINT PIETERS",11149,"h",1870,2422,NA
1029,"BREUKELEN-SINT PIETERS",11149,"h",1879,2422,NA
1030,"BROEK, THUIL EN 'T WEEGJE",11214,"h",1869,2147,NA
1031,"BROEK OP LANGENDIJK",10955,"h",1889,2494,NA
1031,"BROEK OP LANGENDIJK",10955,"h",1933,NA,334
1031,"BROEK OP LANGENDIJK",10955,"h",1869,1400,NA
1031,"BROEK OP LANGENDIJK",10955,"h",1870,1413,NA
1031,"BROEK OP LANGENDIJK",10955,"h",1879,2424,NA
1032,"BROEKSITTARD",10655,"h",1889,309,NA
1032,"BROEKSITTARD",10655,"h",1933,NA,405
1032,"BROEKSITTARD",10655,"h",1869,184,NA
1032,"BROEKSITTARD",10655,"h",1870,180,NA
1032,"BROEKSITTARD",10655,"h",1879,310,NA
1033,"BUGGENUM",10857,"h",1889,459,NA
1033,"BUGGENUM",10857,"h",1933,NA,228
1033,"BUGGENUM",10857,"h",1869,466,NA
1033,"BUGGENUM",10857,"h",1870,470,NA
1033,"BUGGENUM",10857,"h",1879,432,NA
1034,"BUIKSLOOT",10961,"h",1889,2077,NA
1034,"BUIKSLOOT",10961,"h",1869,2185,NA
1034,"BUIKSLOOT",10961,"h",1870,2032,NA
1034,"BUIKSLOOT",10961,"h",1879,2038,NA
1035,"BURGH",11000,"h",1889,903,NA
1035,"BURGH",11000,"h",1933,NA,367
1035,"BURGH",11000,"h",1869,806,NA
1035,"BURGH",11000,"h",1870,885,NA
1035,"BURGH",11000,"h",1879,941,NA
1036,"CAPELLE",11233,"h",1889,3432,NA
1036,"CAPELLE",11233,"h",1869,2577,NA
1036,"CAPELLE",11233,"h",1870,2743,NA
1036,"CAPELLE",11233,"h",1879,2925,NA
1037,"CHARLOIS",10430,"h",1889,8892,NA
1037,"CHARLOIS",10430,"h",1869,4409,NA
1037,"CHARLOIS",10430,"h",1870,4524,NA
1037,"CHARLOIS",10430,"h",1879,8899,NA
1038,"COLIJNSPLAAT",10121,"h",1889,2818,NA
1038,"COLIJNSPLAAT",10121,"h",1933,NA,306
1038,"COLIJNSPLAAT",10121,"h",1869,2382,NA
1038,"COLIJNSPLAAT",10121,"h",1870,2539,NA
1038,"COLIJNSPLAAT",10121,"h",1879,2958,NA
1039,"CROMVOIRT",10053,"h",1889,554,NA
1039,"CROMVOIRT",10053,"h",1869,446,NA
1039,"CROMVOIRT",10053,"h",1870,444,NA
1039,"CROMVOIRT",10053,"h",1879,515,NA
1040,"DELFSHAVEN",10908,"h",1869,12613,NA
1040,"DELFSHAVEN",10908,"h",1870,12323,NA
1040,"DELFSHAVEN",10908,"h",1879,19154,NA
1041,"DEURNE EN LIESSEL",10379,"h",1879,2527,NA
1042,"DEURSEN EN DENNENBURG",10209,"h",1889,528,NA
1042,"DEURSEN EN DENNENBURG",10209,"h",1869,454,NA
1042,"DEURSEN EN DENNENBURG",10209,"h",1870,450,NA
1042,"DEURSEN EN DENNENBURG",10209,"h",1879,481,NA
1043,"DIEDEN, DEMEN EN LANGEL",11138,"h",1889,526,NA
1043,"DIEDEN, DEMEN EN LANGEL",11138,"h",1869,521,NA
1043,"DIEDEN, DEMEN EN LANGEL",11138,"h",1870,559,NA
1043,"DIEDEN, DEMEN EN LANGEL",11138,"h",1879,473,NA
1044,"DINTHER",10690,"h",1889,1412,NA
1044,"DINTHER",10690,"h",1933,NA,269
1044,"DINTHER",10690,"h",1869,1212,NA
1044,"DINTHER",10690,"h",1870,1232,NA
1044,"DINTHER",10690,"h",1879,1419,NA
1045,"DOMMELEN",10424,"h",1889,321,NA
1045,"DOMMELEN",10424,"h",1869,242,NA
1045,"DOMMELEN",10424,"h",1870,271,NA
1045,"DOMMELEN",10424,"h",1879,275,NA
1046,"DOORWERTH",11304,"h",1889,1135,NA
1046,"DOORWERTH",11304,"h",1869,1437,NA
1046,"DOORWERTH",11304,"h",1870,709,NA
1046,"DOORWERTH",11304,"h",1879,887,NA
1047,"DREISCHOR",10885,"h",1889,2121,NA
1047,"DREISCHOR",10885,"h",1933,NA,312
1047,"DREISCHOR",10885,"h",1869,1874,NA
1047,"DREISCHOR",10885,"h",1870,1941,NA
1047,"DREISCHOR",10885,"h",1879,2101,NA
1048,"DRIEBERGEN",10777,"h",1889,9854,NA
1048,"DRIEBERGEN",10777,"h",1869,6999,NA
1048,"DRIEBERGEN",10777,"h",1870,7086,NA
1048,"DRIEBERGEN",10777,"h",1879,9732,NA
1049,"DRONGELEN",10111,"h",1889,506,NA
1049,"DRONGELEN",10111,"h",1869,520,NA
1049,"DRONGELEN",10111,"h",1870,500,NA
1049,"DRONGELEN",10111,"h",1879,498,NA
1050,"DUIVENDIJKE",10335,"h",1889,1080,NA
1050,"DUIVENDIJKE",10335,"h",1933,NA,207
1050,"DUIVENDIJKE",10335,"h",1869,821,NA
1050,"DUIVENDIJKE",10335,"h",1870,840,NA
1050,"DUIVENDIJKE",10335,"h",1879,1134,NA
1051,"DUIZEL EN STEENSEL",11005,"h",1889,343,NA
1051,"DUIZEL EN STEENSEL",11005,"h",1869,241,NA
1051,"DUIZEL EN STEENSEL",11005,"h",1870,283,NA
1051,"DUIZEL EN STEENSEL",11005,"h",1879,323,NA
1052,"EEDE",11128,"h",1889,1207,NA
1052,"EEDE",11128,"h",1933,NA,206
1052,"EEDE",11128,"h",1869,1127,NA
1052,"EEDE",11128,"h",1870,1123,NA
1052,"EEDE",11128,"h",1879,1216,NA
1053,"ELKERZEE",10184,"h",1889,965,NA
1053,"ELKERZEE",10184,"h",1933,NA,230
1053,"ELKERZEE",10184,"h",1869,882,NA
1053,"ELKERZEE",10184,"h",1870,898,NA
1053,"ELKERZEE",10184,"h",1879,1090,NA
1054,"ELLEMEET",10102,"h",1889,1106,NA
1054,"ELLEMEET",10102,"h",1933,NA,175
1054,"ELLEMEET",10102,"h",1869,939,NA
1054,"ELLEMEET",10102,"h",1870,951,NA
1054,"ELLEMEET",10102,"h",1879,1044,NA
1056,"EMMIKHOVEN",10621,"h",1869,1311,NA
1056,"EMMIKHOVEN",10621,"h",1870,1306,NA
1057,"ESCHAREN",10299,"h",1889,882,NA
1057,"ESCHAREN",10299,"h",1933,NA,145
1057,"ESCHAREN",10299,"h",1869,617,NA
1057,"ESCHAREN",10299,"h",1870,664,NA
1057,"ESCHAREN",10299,"h",1879,790,NA
1058,"GAMEREN",10037,"h",1889,1418,NA
1058,"GAMEREN",10037,"h",1933,NA,178
1058,"GAMEREN",10037,"h",1869,1244,NA
1058,"GAMEREN",10037,"h",1870,1145,NA
1058,"GAMEREN",10037,"h",1879,1204,NA
1059,"GASSEL",10705,"h",1889,651,NA
1059,"GASSEL",10705,"h",1933,NA,60
1059,"GASSEL",10705,"h",1869,435,NA
1059,"GASSEL",10705,"h",1870,402,NA
1059,"GASSEL",10705,"h",1879,600,NA
1060,"GENDEREN",11276,"h",1889,1298,NA
1060,"GENDEREN",11276,"h",1869,1128,NA
1060,"GENDEREN",11276,"h",1870,1153,NA
1060,"GENDEREN",11276,"h",1879,1210,NA
1061,"GESTEL EN BLAARTHEM",11269,"h",1889,2070,NA
1061,"GESTEL EN BLAARTHEM",11269,"h",1869,1041,NA
1061,"GESTEL EN BLAARTHEM",11269,"h",1870,1269,NA
1061,"GESTEL EN BLAARTHEM",11269,"h",1879,2059,NA
1062,"GIESSEN-NIEUWKERK",10255,"h",1889,1483,NA
1062,"GIESSEN-NIEUWKERK",10255,"h",1933,NA,413
1062,"GIESSEN-NIEUWKERK",10255,"h",1869,1040,NA
1062,"GIESSEN-NIEUWKERK",10255,"h",1870,1026,NA
1062,"GIESSEN-NIEUWKERK",10255,"h",1879,1350,NA
1063,"GIESSENDAM",10606,"h",1889,4862,NA
1063,"GIESSENDAM",10606,"h",1933,NA,277
1063,"GIESSENDAM",10606,"h",1869,3224,NA
1063,"GIESSENDAM",10606,"h",1870,3371,NA
1063,"GIESSENDAM",10606,"h",1879,4501,NA
1064,"GINNEKEN EN BAVEL",10406,"h",1889,9798,NA
1064,"GINNEKEN EN BAVEL",10406,"h",1933,NA,517
1064,"GINNEKEN EN BAVEL",10406,"h",1869,7605,NA
1064,"GINNEKEN EN BAVEL",10406,"h",1870,8056,NA
1064,"GINNEKEN EN BAVEL",10406,"h",1879,9570,NA
1065,"GRAFHORST",10224,"h",1889,364,NA
1065,"GRAFHORST",10224,"h",1933,NA,167
1065,"GRAFHORST",10224,"h",1869,300,NA
1065,"GRAFHORST",10224,"h",1870,314,NA
1065,"GRAFHORST",10224,"h",1879,300,NA
1066,"GROOTE LINDT",11042,"h",1869,763,NA
1066,"GROOTE LINDT",11042,"h",1870,751,NA
1066,"GROOTE LINDT",11042,"h",1879,945,NA
1067,"GRIJPSKERKE",10801,"h",1889,1509,NA
1067,"GRIJPSKERKE",10801,"h",1933,NA,234
1067,"GRIJPSKERKE",10801,"h",1869,1201,NA
1067,"GRIJPSKERKE",10801,"h",1870,1359,NA
1067,"GRIJPSKERKE",10801,"h",1879,1609,NA
1068,"HAAMSTEDE",10701,"h",1889,2006,NA
1068,"HAAMSTEDE",10701,"h",1933,NA,378
1068,"HAAMSTEDE",10701,"h",1869,1789,NA
1068,"HAAMSTEDE",10701,"h",1870,1909,NA
1068,"HAAMSTEDE",10701,"h",1879,2053,NA
1069,"HAARZUILENS",10737,"h",1889,774,NA
1069,"HAARZUILENS",10737,"h",1933,NA,351
1069,"HAARZUILENS",10737,"h",1869,563,NA
1069,"HAARZUILENS",10737,"h",1870,592,NA
1069,"HAARZUILENS",10737,"h",1879,748,NA
1070,"HARDINXVELD",10167,"h",1889,4616,NA
1070,"HARDINXVELD",10167,"h",1933,NA,261
1070,"HARDINXVELD",10167,"h",1869,3605,NA
1070,"HARDINXVELD",10167,"h",1870,3967,NA
1070,"HARDINXVELD",10167,"h",1879,4420,NA
1071,"HEDIKHUIZEN",11130,"h",1889,940,NA
1071,"HEDIKHUIZEN",11130,"h",1933,NA,196
1071,"HEDIKHUIZEN",11130,"h",1869,763,NA
1071,"HEDIKHUIZEN",11130,"h",1870,823,NA
1071,"HEDIKHUIZEN",11130,"h",1879,902,NA
1072,"HEESWIJK",11229,"h",1889,1171,NA
1072,"HEESWIJK",11229,"h",1933,NA,237
1072,"HEESWIJK",11229,"h",1869,1124,NA
1072,"HEESWIJK",11229,"h",1870,965,NA
1072,"HEESWIJK",11229,"h",1879,1221,NA
1073,"HEILLE",11309,"h",1869,1107,NA
1073,"HEILLE",11309,"h",1870,1116,NA
1073,"HEILLE",11309,"h",1879,1239,NA
1074,"HEKELINGEN",10873,"h",1889,1179,NA
1074,"HEKELINGEN",10873,"h",1933,NA,380
1074,"HEKELINGEN",10873,"h",1869,903,NA
1074,"HEKELINGEN",10873,"h",1870,949,NA
1074,"HEKELINGEN",10873,"h",1879,1186,NA
1075,"HEKENDORP",10217,"h",1889,1730,NA
1075,"HEKENDORP",10217,"h",1933,NA,349
1075,"HEKENDORP",10217,"h",1869,1069,NA
1075,"HEKENDORP",10217,"h",1870,1143,NA
1075,"HEKENDORP",10217,"h",1879,1611,NA
1076,"HEMMEN",11162,"h",1889,859,NA
1076,"HEMMEN",11162,"h",1933,NA,541
1076,"HEMMEN",11162,"h",1869,970,NA
1076,"HEMMEN",11162,"h",1870,823,NA
1076,"HEMMEN",11162,"h",1879,675,NA
1077,"HENGSTDIJK",10636,"h",1889,773,NA
1077,"HENGSTDIJK",10636,"h",1933,NA,214
1077,"HENGSTDIJK",10636,"h",1869,669,NA
1077,"HENGSTDIJK",10636,"h",1870,718,NA
1077,"HENGSTDIJK",10636,"h",1879,808,NA
1078,"HERKINGEN",10267,"h",1889,558,NA
1078,"HERKINGEN",10267,"h",1933,NA,212
1078,"HERKINGEN",10267,"h",1869,580,NA
1078,"HERKINGEN",10267,"h",1870,659,NA
1078,"HERKINGEN",10267,"h",1879,619,NA
1079,"HERPEN",11262,"h",1889,940,NA
1079,"HERPEN",11262,"h",1933,NA,156
1079,"HERPEN",11262,"h",1869,972,NA
1079,"HERPEN",11262,"h",1870,1006,NA
1079,"HERPEN",11262,"h",1879,876,NA
1080,"HERPT",10845,"h",1889,576,NA
1080,"HERPT",10845,"h",1933,NA,322
1080,"HERPT",10845,"h",1869,443,NA
1080,"HERPT",10845,"h",1870,486,NA
1080,"HERPT",10845,"h",1879,525,NA
1081,"HILLEGERSBERG",10227,"h",1889,5840,NA
1081,"HILLEGERSBERG",10227,"h",1933,NA,817
1081,"HILLEGERSBERG",10227,"h",1869,4298,NA
1081,"HILLEGERSBERG",10227,"h",1870,4531,NA
1081,"HILLEGERSBERG",10227,"h",1879,6029,NA
1082,"HOF VAN DELFT",10089,"h",1889,4912,NA
1082,"HOF VAN DELFT",10089,"h",1869,3502,NA
1082,"HOF VAN DELFT",10089,"h",1870,3669,NA
1082,"HOF VAN DELFT",10089,"h",1879,4715,NA
1083,"HOOGEZAND",10410,"h",1889,11951,NA
1083,"HOOGEZAND",10410,"h",1933,NA,293
1083,"HOOGEZAND",10410,"h",1869,10445,NA
1083,"HOOGEZAND",10410,"h",1870,10567,NA
1083,"HOOGEZAND",10410,"h",1879,11828,NA
1084,"HOOGKERK",10953,"h",1889,3157,NA
1084,"HOOGKERK",10953,"h",1933,NA,412
1084,"HOOGKERK",10953,"h",1869,2824,NA
1084,"HOOGKERK",10953,"h",1870,2822,NA
1084,"HOOGKERK",10953,"h",1879,3231,NA
1085,"HOOGVLIET",10348,"h",1889,1039,NA
1085,"HOOGVLIET",10348,"h",1869,773,NA
1085,"HOOGVLIET",10348,"h",1870,797,NA
1085,"HOOGVLIET",10348,"h",1879,1057,NA
1086,"HOUTHEM L",11111,"h",1889,1344,NA
1086,"HOUTHEM L",11111,"h",1933,NA,481
1086,"HOUTHEM L",11111,"h",1869,1279,NA
1086,"HOUTHEM L",11111,"h",1870,1229,NA
1086,"HOUTHEM L",11111,"h",1879,1272,NA
1088,"HUISSELING EN NEERLOON",10049,"h",1889,762,NA
1088,"HUISSELING EN NEERLOON",10049,"h",1869,721,NA
1088,"HUISSELING EN NEERLOON",10049,"h",1870,712,NA
1088,"HUISSELING EN NEERLOON",10049,"h",1879,709,NA
1089,"HURWENEN",11432,"h",1889,738,NA
1089,"HURWENEN",11432,"h",1933,NA,340
