"cbsnr","naam","acode","main.cat","year","Aandeel der gemeente in s Rijks personele belasting","% aangeslagenen Rijksinkomstenbel. 33 in % beroepsbev. 30"
420,"MEDEMBLIK",11215,"h",1879,3742,NA
421,"MIDDELIE",10452,"h",1889,1093,NA
421,"MIDDELIE",10452,"h",1933,NA,638
421,"MIDDELIE",10452,"h",1869,708,NA
421,"MIDDELIE",10452,"h",1870,717,NA
421,"MIDDELIE",10452,"h",1879,945,NA
422,"MIDWOUD",10924,"h",1889,3230,NA
422,"MIDWOUD",10924,"h",1933,NA,391
422,"MIDWOUD",10924,"h",1869,2275,NA
422,"MIDWOUD",10924,"h",1870,2325,NA
422,"MIDWOUD",10924,"h",1879,2951,NA
423,"MONNICKENDAM",10983,"h",1889,5999,NA
423,"MONNICKENDAM",10983,"h",1933,NA,548
423,"MONNICKENDAM",10983,"h",1869,5604,NA
423,"MONNICKENDAM",10983,"h",1870,6232,NA
423,"MONNICKENDAM",10983,"h",1879,6229,NA
424,"MUIDEN",10958,"h",1889,2946,NA
424,"MUIDEN",10958,"h",1933,NA,552
424,"MUIDEN",10958,"h",1869,1323,NA
424,"MUIDEN",10958,"h",1870,2521,NA
424,"MUIDEN",10958,"h",1879,2731,NA
425,"NAARDEN",10187,"h",1889,6320,NA
425,"NAARDEN",10187,"h",1933,NA,788
425,"NAARDEN",10187,"h",1869,4457,NA
425,"NAARDEN",10187,"h",1870,4544,NA
425,"NAARDEN",10187,"h",1879,6110,NA
426,"NEDERHORST DEN BERG",10715,"h",1889,1473,NA
426,"NEDERHORST DEN BERG",10715,"h",1933,NA,387
426,"NEDERHORST DEN BERG",10715,"h",1869,1252,NA
426,"NEDERHORST DEN BERG",10715,"h",1870,1242,NA
426,"NEDERHORST DEN BERG",10715,"h",1879,1317,NA
427,"NIBBIXWOUD",10091,"h",1889,3308,NA
427,"NIBBIXWOUD",10091,"h",1933,NA,372
427,"NIBBIXWOUD",10091,"h",1869,2377,NA
427,"NIBBIXWOUD",10091,"h",1870,2695,NA
427,"NIBBIXWOUD",10091,"h",1879,3193,NA
428,"NIEUWE NIEDORP",10073,"h",1889,4547,NA
428,"NIEUWE NIEDORP",10073,"h",1933,NA,362
428,"NIEUWE NIEDORP",10073,"h",1869,3008,NA
428,"NIEUWE NIEDORP",10073,"h",1870,3350,NA
428,"NIEUWE NIEDORP",10073,"h",1879,4975,NA
429,"OBDAM",11338,"h",1889,3098,NA
429,"OBDAM",11338,"h",1933,NA,234
429,"OBDAM",11338,"h",1869,1970,NA
429,"OBDAM",11338,"h",1870,2222,NA
429,"OBDAM",11338,"h",1879,3120,NA
430,"OOSTHUIZEN",11121,"h",1889,3209,NA
430,"OOSTHUIZEN",11121,"h",1933,NA,538
430,"OOSTHUIZEN",11121,"h",1869,2123,NA
430,"OOSTHUIZEN",11121,"h",1870,2173,NA
430,"OOSTHUIZEN",11121,"h",1879,2979,NA
431,"OOSTZAAN",11303,"h",1889,2289,NA
431,"OOSTZAAN",11303,"h",1933,NA,499
431,"OOSTZAAN",11303,"h",1869,1607,NA
431,"OOSTZAAN",11303,"h",1870,1504,NA
431,"OOSTZAAN",11303,"h",1879,1790,NA
432,"OPMEER",10609,"h",1889,1285,NA
432,"OPMEER",10609,"h",1933,NA,429
432,"OPMEER",10609,"h",1869,1102,NA
432,"OPMEER",10609,"h",1870,1163,NA
432,"OPMEER",10609,"h",1879,1241,NA
433,"OPPERDOES",10523,"h",1889,1545,NA
433,"OPPERDOES",10523,"h",1933,NA,451
433,"OPPERDOES",10523,"h",1869,1277,NA
433,"OPPERDOES",10523,"h",1870,1277,NA
433,"OPPERDOES",10523,"h",1879,1273,NA
434,"OTERLEEK",10133,"h",1889,3566,NA
434,"OTERLEEK",10133,"h",1933,NA,516
434,"OTERLEEK",10133,"h",1869,2480,NA
434,"OTERLEEK",10133,"h",1870,2546,NA
434,"OTERLEEK",10133,"h",1879,3650,NA
435,"OUDENDIJK",11090,"h",1889,1534,NA
435,"OUDENDIJK",11090,"h",1933,NA,462
435,"OUDENDIJK",11090,"h",1869,1125,NA
435,"OUDENDIJK",11090,"h",1870,1145,NA
435,"OUDENDIJK",11090,"h",1879,1364,NA
436,"OUDE-NIEDORP",10896,"h",1889,2720,NA
436,"OUDE-NIEDORP",10896,"h",1933,NA,288
436,"OUDE-NIEDORP",10896,"h",1869,1999,NA
436,"OUDE-NIEDORP",10896,"h",1870,2264,NA
436,"OUDE-NIEDORP",10896,"h",1879,3001,NA
437,"OUDER-AMSTEL",10998,"h",1889,5757,NA
437,"OUDER-AMSTEL",10998,"h",1933,NA,504
437,"OUDER-AMSTEL",10998,"h",1869,4909,NA
437,"OUDER-AMSTEL",10998,"h",1870,4699,NA
437,"OUDER-AMSTEL",10998,"h",1879,5476,NA
438,"OUDORP",10363,"h",1889,1949,NA
438,"OUDORP",10363,"h",1933,NA,643
438,"OUDORP",10363,"h",1869,1292,NA
438,"OUDORP",10363,"h",1870,1389,NA
438,"OUDORP",10363,"h",1879,1831,NA
439,"PURMEREND",11066,"h",1889,14304,NA
439,"PURMEREND",11066,"h",1933,NA,526
439,"PURMEREND",11066,"h",1869,13001,NA
439,"PURMEREND",11066,"h",1870,12556,NA
439,"PURMEREND",11066,"h",1879,14487,NA
440,"DE RIJP",11417,"h",1889,3561,NA
440,"DE RIJP",11417,"h",1933,NA,475
440,"DE RIJP",11417,"h",1869,3908,NA
440,"DE RIJP",11417,"h",1870,3927,NA
440,"DE RIJP",11417,"h",1879,3871,NA
441,"SCHAGEN",10511,"h",1889,8159,NA
441,"SCHAGEN",10511,"h",1933,NA,563
441,"SCHAGEN",10511,"h",1869,5761,NA
441,"SCHAGEN",10511,"h",1870,6353,NA
441,"SCHAGEN",10511,"h",1879,7659,NA
442,"SCHELLINKHOUT",10772,"h",1889,1801,NA
442,"SCHELLINKHOUT",10772,"h",1933,NA,438
442,"SCHELLINKHOUT",10772,"h",1869,1348,NA
442,"SCHELLINKHOUT",10772,"h",1870,1414,NA
442,"SCHELLINKHOUT",10772,"h",1879,1633,NA
443,"SCHERMERHORN",10308,"h",1889,3044,NA
443,"SCHERMERHORN",10308,"h",1933,NA,408
443,"SCHERMERHORN",10308,"h",1869,2216,NA
443,"SCHERMERHORN",10308,"h",1870,2152,NA
443,"SCHERMERHORN",10308,"h",1879,2938,NA
444,"SCHOORL",10627,"h",1889,2714,NA
444,"SCHOORL",10627,"h",1933,NA,633
444,"SCHOORL",10627,"h",1869,1727,NA
444,"SCHOORL",10627,"h",1870,1688,NA
444,"SCHOORL",10627,"h",1879,2571,NA
445,"SINT MAARTEN",10740,"h",1889,2466,NA
445,"SINT MAARTEN",10740,"h",1933,NA,295
445,"SINT MAARTEN",10740,"h",1869,1795,NA
445,"SINT MAARTEN",10740,"h",1870,2072,NA
445,"SINT MAARTEN",10740,"h",1879,2414,NA
446,"SINT-PANCRAS",10513,"h",1889,1010,NA
446,"SINT-PANCRAS",10513,"h",1933,NA,472
446,"SINT-PANCRAS",10513,"h",1869,642,NA
446,"SINT-PANCRAS",10513,"h",1870,662,NA
446,"SINT-PANCRAS",10513,"h",1879,1084,NA
447,"SIJBEKARSPEL",11167,"h",1889,4037,NA
447,"SIJBEKARSPEL",11167,"h",1933,NA,388
447,"SIJBEKARSPEL",11167,"h",1869,3181,NA
447,"SIJBEKARSPEL",11167,"h",1870,3229,NA
447,"SIJBEKARSPEL",11167,"h",1879,3553,NA
448,"TEXEL",10237,"h",1889,9489,NA
448,"TEXEL",10237,"h",1933,NA,404
448,"TEXEL",10237,"h",1869,7848,NA
448,"TEXEL",10237,"h",1870,7998,NA
448,"TEXEL",10237,"h",1879,9358,NA
449,"TWISK",10371,"h",1889,2796,NA
449,"TWISK",10371,"h",1933,NA,521
449,"TWISK",10371,"h",1869,2400,NA
449,"TWISK",10371,"h",1870,2468,NA
449,"TWISK",10371,"h",1879,2871,NA
450,"UITGEEST",11238,"h",1889,4823,NA
450,"UITGEEST",11238,"h",1933,NA,455
450,"UITGEEST",11238,"h",1869,4056,NA
450,"UITGEEST",11238,"h",1870,4057,NA
450,"UITGEEST",11238,"h",1879,4872,NA
451,"UITHOORN",11206,"h",1889,3616,NA
451,"UITHOORN",11206,"h",1933,NA,348
451,"UITHOORN",11206,"h",1869,3277,NA
451,"UITHOORN",11206,"h",1870,2963,NA
451,"UITHOORN",11206,"h",1879,4886,NA
452,"URSEM",10696,"h",1889,3395,NA
452,"URSEM",10696,"h",1933,NA,299
452,"URSEM",10696,"h",1869,2281,NA
452,"URSEM",10696,"h",1870,2271,NA
452,"URSEM",10696,"h",1879,3491,NA
453,"VELSEN",10620,"h",1889,14165,NA
453,"VELSEN",10620,"h",1933,NA,543
453,"VELSEN",10620,"h",1869,7967,NA
453,"VELSEN",10620,"h",1870,7979,NA
453,"VELSEN",10620,"h",1879,14763,NA
454,"VENHUIZEN",10433,"h",1889,4082,NA
454,"VENHUIZEN",10433,"h",1933,NA,378
454,"VENHUIZEN",10433,"h",1869,3236,NA
454,"VENHUIZEN",10433,"h",1870,3263,NA
454,"VENHUIZEN",10433,"h",1879,3981,NA
455,"WARDER",11073,"h",1889,1133,NA
455,"WARDER",11073,"h",1933,NA,642
455,"WARDER",11073,"h",1869,600,NA
455,"WARDER",11073,"h",1870,593,NA
455,"WARDER",11073,"h",1879,884,NA
456,"WARMENHUIZEN",10221,"h",1889,3564,NA
456,"WARMENHUIZEN",10221,"h",1933,NA,296
456,"WARMENHUIZEN",10221,"h",1869,2022,NA
456,"WARMENHUIZEN",10221,"h",1870,2022,NA
456,"WARMENHUIZEN",10221,"h",1879,-1,NA
457,"WEESP",10773,"h",1889,8323,NA
457,"WEESP",10773,"h",1933,NA,467
457,"WEESP",10773,"h",1869,5860,NA
457,"WEESP",10773,"h",1870,6390,NA
457,"WEESP",10773,"h",1879,8237,NA
459,"WERVERSHOOF",11270,"h",1889,3431,NA
459,"WERVERSHOOF",11270,"h",1933,NA,209
459,"WERVERSHOOF",11270,"h",1869,2424,NA
459,"WERVERSHOOF",11270,"h",1870,2689,NA
459,"WERVERSHOOF",11270,"h",1879,3142,NA
460,"WESTWOUD",11101,"h",1889,3375,NA
460,"WESTWOUD",11101,"h",1933,NA,367
460,"WESTWOUD",11101,"h",1869,2245,NA
460,"WESTWOUD",11101,"h",1870,2413,NA
460,"WESTWOUD",11101,"h",1879,2879,NA
461,"WESTZAAN",11381,"h",1889,3046,NA
461,"WESTZAAN",11381,"h",1933,NA,545
461,"WESTZAAN",11381,"h",1869,3632,NA
461,"WESTZAAN",11381,"h",1870,3569,NA
461,"WESTZAAN",11381,"h",1879,3309,NA
462,"WIERINGEN",11277,"h",1889,3736,NA
462,"WIERINGEN",11277,"h",1933,NA,735
462,"WIERINGEN",11277,"h",1869,3062,NA
462,"WIERINGEN",11277,"h",1870,3115,NA
462,"WIERINGEN",11277,"h",1879,3521,NA
464,"WIERINGERWAARD",11164,"h",1889,3988,NA
464,"WIERINGERWAARD",11164,"h",1933,NA,562
464,"WIERINGERWAARD",11164,"h",1869,3237,NA
464,"WIERINGERWAARD",11164,"h",1870,3372,NA
464,"WIERINGERWAARD",11164,"h",1879,3958,NA
465,"WINKEL",10923,"h",1889,5334,NA
465,"WINKEL",10923,"h",1933,NA,655
465,"WINKEL",10923,"h",1869,3516,NA
465,"WINKEL",10923,"h",1870,3491,NA
465,"WINKEL",10923,"h",1879,5198,NA
466,"WOGNUM",10818,"h",1889,4607,NA
466,"WOGNUM",10818,"h",1933,NA,361
466,"WOGNUM",10818,"h",1869,3431,NA
466,"WOGNUM",10818,"h",1870,3645,NA
466,"WOGNUM",10818,"h",1879,4041,NA
467,"WORMER",10648,"h",1889,2452,NA
467,"WORMER",10648,"h",1933,NA,591
467,"WORMER",10648,"h",1869,1788,NA
467,"WORMER",10648,"h",1870,1929,NA
467,"WORMER",10648,"h",1879,2306,NA
468,"WORMERVEER",10361,"h",1889,8816,NA
468,"WORMERVEER",10361,"h",1933,NA,594
468,"WORMERVEER",10361,"h",1869,6475,NA
468,"WORMERVEER",10361,"h",1870,6464,NA
468,"WORMERVEER",10361,"h",1879,8559,NA
469,"WIJDENES",10631,"h",1889,2071,NA
469,"WIJDENES",10631,"h",1933,NA,219
469,"WIJDENES",10631,"h",1869,1403,NA
469,"WIJDENES",10631,"h",1870,1411,NA
469,"WIJDENES",10631,"h",1879,1759,NA
470,"WIJDEWORMER",10434,"h",1889,2613,NA
470,"WIJDEWORMER",10434,"h",1933,NA,411
470,"WIJDEWORMER",10434,"h",1869,1789,NA
470,"WIJDEWORMER",10434,"h",1870,1893,NA
470,"WIJDEWORMER",10434,"h",1879,2751,NA
471,"ZAANDAM",11044,"h",1889,24248,NA
471,"ZAANDAM",11044,"h",1933,NA,606
471,"ZAANDAM",11044,"h",1869,18059,NA
471,"ZAANDAM",11044,"h",1870,18002,NA
471,"ZAANDAM",11044,"h",1879,23884,NA
472,"ZAANDIJK",11404,"h",1889,4376,NA
472,"ZAANDIJK",11404,"h",1933,NA,645
472,"ZAANDIJK",11404,"h",1869,4230,NA
472,"ZAANDIJK",11404,"h",1870,4092,NA
472,"ZAANDIJK",11404,"h",1879,4834,NA
473,"ZANDVOORT",10910,"h",1889,5329,NA
473,"ZANDVOORT",10910,"h",1933,NA,953
473,"ZANDVOORT",10910,"h",1869,1727,NA
473,"ZANDVOORT",10910,"h",1870,2046,NA
473,"ZANDVOORT",10910,"h",1879,3121,NA
474,"ZUID- EN NOORD-SCHERMER",11311,"h",1889,3171,NA
474,"ZUID- EN NOORD-SCHERMER",11311,"h",1933,NA,405
474,"ZUID- EN NOORD-SCHERMER",11311,"h",1869,2470,NA
474,"ZUID- EN NOORD-SCHERMER",11311,"h",1870,2434,NA
474,"ZUID- EN NOORD-SCHERMER",11311,"h",1879,3441,NA
475,"ZWAAG",10218,"h",1889,2793,NA
475,"ZWAAG",10218,"h",1933,NA,390
475,"ZWAAG",10218,"h",1869,1535,NA
475,"ZWAAG",10218,"h",1870,2153,NA
475,"ZWAAG",10218,"h",1879,2426,NA
476,"ZIJPE",10004,"h",1889,11117,NA
476,"ZIJPE",10004,"h",1933,NA,525
476,"ZIJPE",10004,"h",1869,13080,NA
476,"ZIJPE",10004,"h",1870,13272,NA
476,"ZIJPE",10004,"h",1879,11417,NA
480,"TER AAR",11104,"h",1889,3596,NA
480,"TER AAR",11104,"h",1933,NA,204
480,"TER AAR",11104,"h",1869,2586,NA
480,"TER AAR",11104,"h",1870,2785,NA
480,"TER AAR",11104,"h",1879,3402,NA
481,"ABBENBROEK",11026,"h",1889,1247,NA
481,"ABBENBROEK",11026,"h",1933,NA,449
481,"ABBENBROEK",11026,"h",1869,1039,NA
481,"ABBENBROEK",11026,"h",1870,1074,NA
481,"ABBENBROEK",11026,"h",1879,1156,NA
482,"ALBLASSERDAM",11327,"h",1889,5833,NA
482,"ALBLASSERDAM",11327,"h",1933,NA,248
482,"ALBLASSERDAM",11327,"h",1869,4197,NA
482,"ALBLASSERDAM",11327,"h",1870,4978,NA
482,"ALBLASSERDAM",11327,"h",1879,5323,NA
483,"ALKEMADE",10349,"h",1889,7410,NA
483,"ALKEMADE",10349,"h",1933,NA,215
483,"ALKEMADE",10349,"h",1869,5365,NA
483,"ALKEMADE",10349,"h",1870,5910,NA
483,"ALKEMADE",10349,"h",1879,7371,NA
484,"ALPHEN AAN DEN RIJN ZH",10517,"h",1889,9205,NA
484,"ALPHEN AAN DEN RIJN ZH",10517,"h",1933,NA,373
484,"ALPHEN AAN DEN RIJN ZH",10517,"h",1869,7350,NA
484,"ALPHEN AAN DEN RIJN ZH",10517,"h",1870,7607,NA
485,"AMEIDE",11349,"h",1889,2529,NA
485,"AMEIDE",11349,"h",1933,NA,259
485,"AMEIDE",11349,"h",1869,1836,NA
485,"AMEIDE",11349,"h",1870,1921,NA
485,"AMEIDE",11349,"h",1879,2351,NA
486,"AMMERSTOL",10863,"h",1889,868,NA
486,"AMMERSTOL",10863,"h",1933,NA,236
486,"AMMERSTOL",10863,"h",1869,476,NA
486,"AMMERSTOL",10863,"h",1870,658,NA
486,"AMMERSTOL",10863,"h",1879,727,NA
487,"ARKEL",10079,"h",1889,1267,NA
487,"ARKEL",10079,"h",1933,NA,474
487,"ARKEL",10079,"h",1869,1214,NA
487,"ARKEL",10079,"h",1870,1110,NA
487,"ARKEL",10079,"h",1879,1208,NA
488,"ASPEREN",11369,"h",1889,2058,NA
488,"ASPEREN",11369,"h",1933,NA,339
488,"ASPEREN",11369,"h",1869,1394,NA
488,"ASPEREN",11369,"h",1870,1519,NA
488,"ASPEREN",11369,"h",1879,2062,NA
489,"BARENDRECHT",10943,"h",1889,3611,NA
489,"BARENDRECHT",10943,"h",1933,NA,389
490,"BENTHUIZEN",10398,"h",1889,1235,NA
490,"BENTHUIZEN",10398,"h",1933,NA,337
490,"BENTHUIZEN",10398,"h",1869,980,NA
490,"BENTHUIZEN",10398,"h",1870,1101,NA
490,"BENTHUIZEN",10398,"h",1879,1128,NA
491,"BERGAMBACHT",10962,"h",1889,4672,NA
491,"BERGAMBACHT",10962,"h",1933,NA,339
491,"BERGAMBACHT",10962,"h",1869,2969,NA
491,"BERGAMBACHT",10962,"h",1870,3208,NA
491,"BERGAMBACHT",10962,"h",1879,4012,NA
492,"BERGSCHENHOEK",10445,"h",1889,2318,NA
492,"BERGSCHENHOEK",10445,"h",1933,NA,439
492,"BERGSCHENHOEK",10445,"h",1869,2372,NA
492,"BERGSCHENHOEK",10445,"h",1870,2396,NA
492,"BERGSCHENHOEK",10445,"h",1879,2512,NA
493,"BERKEL EN RODENRIJS",10139,"h",1889,3732,NA
493,"BERKEL EN RODENRIJS",10139,"h",1933,NA,350
493,"BERKEL EN RODENRIJS",10139,"h",1869,2569,NA
493,"BERKEL EN RODENRIJS",10139,"h",1870,2526,NA
493,"BERKEL EN RODENRIJS",10139,"h",1879,3694,NA
494,"BERKENWOUDE",10797,"h",1889,1053,NA
494,"BERKENWOUDE",10797,"h",1933,NA,465
494,"BERKENWOUDE",10797,"h",1869,667,NA
494,"BERKENWOUDE",10797,"h",1870,715,NA
494,"BERKENWOUDE",10797,"h",1879,944,NA
495,"BLEISWIJK",10994,"h",1889,3204,NA
495,"BLEISWIJK",10994,"h",1933,NA,355
495,"BLEISWIJK",10994,"h",1869,2481,NA
495,"BLEISWIJK",10994,"h",1870,2546,NA
495,"BLEISWIJK",10994,"h",1879,3179,NA
496,"BLESKENSGRAAF EN HOFWEGEN",10451,"h",1889,1912,NA
496,"BLESKENSGRAAF EN HOFWEGEN",10451,"h",1933,NA,403
496,"BLESKENSGRAAF EN HOFWEGEN",10451,"h",1869,1379,NA
496,"BLESKENSGRAAF EN HOFWEGEN",10451,"h",1870,1364,NA
496,"BLESKENSGRAAF EN HOFWEGEN",10451,"h",1879,1876,NA
497,"BODEGRAVEN",11091,"h",1889,9732,NA
497,"BODEGRAVEN",11091,"h",1933,NA,446
497,"BODEGRAVEN",11091,"h",1869,7357,NA
497,"BODEGRAVEN",11091,"h",1870,7174,NA
497,"BODEGRAVEN",11091,"h",1879,9513,NA
499,"BOSKOOP",10419,"h",1889,4672,NA
499,"BOSKOOP",10419,"h",1933,NA,326
499,"BOSKOOP",10419,"h",1869,3291,NA
499,"BOSKOOP",10419,"h",1870,3291,NA
499,"BOSKOOP",10419,"h",1879,4084,NA
500,"BRANDWIJK",10169,"h",1889,1735,NA
500,"BRANDWIJK",10169,"h",1933,NA,443
500,"BRANDWIJK",10169,"h",1869,1080,NA
500,"BRANDWIJK",10169,"h",1870,1093,NA
500,"BRANDWIJK",10169,"h",1879,1685,NA
501,"BRIELLE",10232,"h",1889,10054,NA
501,"BRIELLE",10232,"h",1933,NA,530
501,"BRIELLE",10232,"h",1869,10747,NA
501,"BRIELLE",10232,"h",1870,11280,NA
501,"BRIELLE",10232,"h",1879,10728,NA
502,"CAPELLE AAN DEN IJSSEL",11248,"h",1889,3926,NA
502,"CAPELLE AAN DEN IJSSEL",11248,"h",1933,NA,387
502,"CAPELLE AAN DEN IJSSEL",11248,"h",1869,3505,NA
502,"CAPELLE AAN DEN IJSSEL",11248,"h",1870,3672,NA
502,"CAPELLE AAN DEN IJSSEL",11248,"h",1879,4408,NA
503,"DELFT",10928,"h",1889,61372,NA
503,"DELFT",10928,"h",1933,NA,502
503,"DELFT",10928,"h",1869,52159,NA
503,"DELFT",10928,"h",1870,58011,NA
503,"DELFT",10928,"h",1879,64245,NA
504,"DIRKSLAND",11344,"h",1889,3400,NA
504,"DIRKSLAND",11344,"h",1933,NA,382
504,"DIRKSLAND",11344,"h",1869,3327,NA
504,"DIRKSLAND",11344,"h",1870,3454,NA
504,"DIRKSLAND",11344,"h",1879,3647,NA
505,"DORDRECHT",11157,"h",1889,100232,NA
505,"DORDRECHT",11157,"h",1933,NA,503
505,"DORDRECHT",11157,"h",1869,74696,NA
505,"DORDRECHT",11157,"h",1870,66980,NA
505,"DORDRECHT",11157,"h",1879,96935,NA
507,"DUBBELDAM",10781,"h",1889,4459,NA
507,"DUBBELDAM",10781,"h",1933,NA,468
507,"DUBBELDAM",10781,"h",1869,4719,NA
507,"DUBBELDAM",10781,"h",1870,4962,NA
507,"DUBBELDAM",10781,"h",1879,4534,NA
508,"EVERDINGEN",10638,"h",1889,1368,NA
508,"EVERDINGEN",10638,"h",1933,NA,222
508,"EVERDINGEN",10638,"h",1869,1372,NA
508,"EVERDINGEN",10638,"h",1870,1290,NA
508,"EVERDINGEN",10638,"h",1879,1510,NA
509,"GEERVLIET",10842,"h",1889,2106,NA
509,"GEERVLIET",10842,"h",1933,NA,343
509,"GEERVLIET",10842,"h",1869,1928,NA
509,"GEERVLIET",10842,"h",1870,1957,NA
509,"GEERVLIET",10842,"h",1879,2254,NA
511,"GOEDEREEDE",10981,"h",1889,2047,NA
511,"GOEDEREEDE",10981,"h",1933,NA,204
511,"GOEDEREEDE",10981,"h",1869,1829,NA
511,"GOEDEREEDE",10981,"h",1870,1882,NA
511,"GOEDEREEDE",10981,"h",1879,2113,NA
512,"GORINCHEM",10942,"h",1889,31912,NA
512,"GORINCHEM",10942,"h",1933,NA,502
512,"GORINCHEM",10942,"h",1869,28001,NA
512,"GORINCHEM",10942,"h",1870,28090,NA
512,"GORINCHEM",10942,"h",1879,32980,NA
513,"GOUDA",10302,"h",1889,37547,NA
513,"GOUDA",10302,"h",1933,NA,470
513,"GOUDA",10302,"h",1869,28824,NA
513,"GOUDA",10302,"h",1870,30253,NA
513,"GOUDA",10302,"h",1879,36015,NA
514,"GOUDERAK",11258,"h",1889,2417,NA
514,"GOUDERAK",11258,"h",1933,NA,325
514,"GOUDERAK",11258,"h",1869,1857,NA
514,"GOUDERAK",11258,"h",1870,1850,NA
514,"GOUDERAK",11258,"h",1879,2301,NA
515,"GOUDRIAAN",10450,"h",1889,1254,NA
515,"GOUDRIAAN",10450,"h",1933,NA,326
515,"GOUDRIAAN",10450,"h",1869,845,NA
515,"GOUDRIAAN",10450,"h",1870,867,NA
515,"GOUDRIAAN",10450,"h",1879,1092,NA
516,"GOUDSWAARD",10914,"h",1889,1492,NA
516,"GOUDSWAARD",10914,"h",1933,NA,160
516,"GOUDSWAARD",10914,"h",1869,1219,NA
516,"GOUDSWAARD",10914,"h",1870,1218,NA
516,"GOUDSWAARD",10914,"h",1879,1660,NA
517,"'S GRAVENDEEL",10052,"h",1889,3859,NA
517,"'S GRAVENDEEL",10052,"h",1933,NA,244
517,"'S GRAVENDEEL",10052,"h",1869,3129,NA
517,"'S GRAVENDEEL",10052,"h",1870,3142,NA
517,"'S GRAVENDEEL",10052,"h",1879,3806,NA
518,"'S-GRAVENHAGE",11434,"h",1889,525337,NA
518,"'S-GRAVENHAGE",11434,"h",1933,NA,666
518,"'S-GRAVENHAGE",11434,"h",1869,425553,NA
518,"'S-GRAVENHAGE",11434,"h",1870,435038,NA
518,"'S-GRAVENHAGE",11434,"h",1879,612144,NA
519,"'S GRAVENZANDE",10640,"h",1889,6185,NA
519,"'S GRAVENZANDE",10640,"h",1933,NA,407
519,"'S GRAVENZANDE",10640,"h",1869,3749,NA
519,"'S GRAVENZANDE",10640,"h",1870,3896,NA
519,"'S GRAVENZANDE",10640,"h",1879,5470,NA
520,"GROOT AMMERS",11205,"h",1889,2232,NA
520,"GROOT AMMERS",11205,"h",1933,NA,424
520,"GROOT AMMERS",11205,"h",1869,1509,NA
520,"GROOT AMMERS",11205,"h",1870,1575,NA
520,"GROOT AMMERS",11205,"h",1879,1998,NA
521,"HAASTRECHT",11049,"h",1889,4357,NA
521,"HAASTRECHT",11049,"h",1933,NA,358
521,"HAASTRECHT",11049,"h",1869,3431,NA
521,"HAASTRECHT",11049,"h",1870,3399,NA
521,"HAASTRECHT",11049,"h",1879,4000,NA
522,"HAGESTEIN",10297,"h",1889,1202,NA
522,"HAGESTEIN",10297,"h",1933,NA,215
522,"HAGESTEIN",10297,"h",1869,1032,NA
522,"HAGESTEIN",10297,"h",1870,1016,NA
522,"HAGESTEIN",10297,"h",1879,1209,NA
524,"HAZERSWOUDE",11257,"h",1889,7162,NA
524,"HAZERSWOUDE",11257,"h",1933,NA,289
524,"HAZERSWOUDE",11257,"h",1869,6179,NA
524,"HAZERSWOUDE",11257,"h",1870,6315,NA
524,"HAZERSWOUDE",11257,"h",1879,6798,NA
525,"HEENVLIET",10823,"h",1889,2439,NA
525,"HEENVLIET",10823,"h",1933,NA,354
525,"HEENVLIET",10823,"h",1869,2277,NA
525,"HEENVLIET",10823,"h",1870,2337,NA
525,"HEENVLIET",10823,"h",1879,2391,NA
526,"HEERJANSDAM",10540,"h",1889,1514,NA
526,"HEERJANSDAM",10540,"h",1933,NA,382
526,"HEERJANSDAM",10540,"h",1869,1345,NA
526,"HEERJANSDAM",10540,"h",1870,1357,NA
526,"HEERJANSDAM",10540,"h",1879,1508,NA
527,"HEI EN BOEICOP",11024,"h",1889,937,NA
527,"HEI EN BOEICOP",11024,"h",1933,NA,281
527,"HEI EN BOEICOP",11024,"h",1869,570,NA
527,"HEI EN BOEICOP",11024,"h",1870,657,NA
527,"HEI EN BOEICOP",11024,"h",1879,885,NA
528,"HEINENOORD",10821,"h",1889,2365,NA
528,"HEINENOORD",10821,"h",1933,NA,247
528,"HEINENOORD",10821,"h",1869,1674,NA
528,"HEINENOORD",10821,"h",1870,1697,NA
528,"HEINENOORD",10821,"h",1879,2311,NA
530,"HELLEVOETSLUIS",11078,"h",1889,6901,NA
530,"HELLEVOETSLUIS",11078,"h",1933,NA,520
530,"HELLEVOETSLUIS",11078,"h",1869,7315,NA
530,"HELLEVOETSLUIS",11078,"h",1870,7915,NA
530,"HELLEVOETSLUIS",11078,"h",1879,8182,NA
531,"HENDRIK IDO AMBACHT",10416,"h",1889,2769,NA
531,"HENDRIK IDO AMBACHT",10416,"h",1933,NA,280
531,"HENDRIK IDO AMBACHT",10416,"h",1869,2194,NA
531,"HENDRIK IDO AMBACHT",10416,"h",1870,2267,NA
531,"HENDRIK IDO AMBACHT",10416,"h",1879,2581,NA
533,"HEUKELUM",11308,"h",1889,1613,NA
533,"HEUKELUM",11308,"h",1933,NA,277
533,"HEUKELUM",11308,"h",1869,1397,NA
533,"HEUKELUM",11308,"h",1870,1569,NA
533,"HEUKELUM",11308,"h",1879,1651,NA
534,"HILLEGOM",11236,"h",1889,6549,NA
534,"HILLEGOM",11236,"h",1933,NA,405
534,"HILLEGOM",11236,"h",1869,4551,NA
534,"HILLEGOM",11236,"h",1870,5065,NA
534,"HILLEGOM",11236,"h",1879,6386,NA
535,"HOOGBLOKLAND",11040,"h",1889,1086,NA
535,"HOOGBLOKLAND",11040,"h",1933,NA,296
535,"HOOGBLOKLAND",11040,"h",1869,720,NA
