"","gemeente","1848","1850","1888","1897","district"
"3","Adorp",1,NA,NA,NA,"Groningen"
"4","Bedum",NA,NA,1,NA,"Groningen"
"5","Groningen",1,1,1,1,"Groningen"
"6","Haren",1,1,1,NA,"Groningen"
"7","Hoogezand",1,1,1,NA,"Groningen"
"8","Hoogkerk",1,NA,NA,NA,"Groningen"
"9","Noorddijk",1,NA,1,NA,"Groningen"
"10","Sappemeer",NA,1,NA,NA,"Groningen"
"11","Slochteren",NA,NA,1,NA,"Groningen"
"12","Ten Boer",NA,NA,1,NA,"Groningen"
"31","Aduard",1,NA,NA,NA,"Onderdendam"
"41","Baflo",1,NA,NA,NA,"Onderdendam"
"51","Bedum",1,NA,NA,NA,"Onderdendam"
"61","Eenrum",1,NA,NA,NA,"Onderdendam"
"71","Ezinge",1,NA,NA,NA,"Onderdendam"
"81","Grijpskerk",1,NA,NA,NA,"Onderdendam"
"91","Grootegast",1,NA,NA,NA,"Onderdendam"
"101","Kantens",1,NA,NA,NA,"Onderdendam"
"111","Kloosterburen",1,NA,NA,NA,"Onderdendam"
"121","Leek",1,NA,NA,NA,"Onderdendam"
"13","Leens",1,NA,NA,NA,"Onderdendam"
"14","Marum",1,NA,NA,NA,"Onderdendam"
"15","Middelstum",1,NA,NA,NA,"Onderdendam"
"16","Oldehove",1,NA,NA,NA,"Onderdendam"
"17","Oldekerk",1,NA,NA,NA,"Onderdendam"
"18","Ulrum",1,NA,NA,NA,"Onderdendam"
"19","Usquert",1,NA,NA,NA,"Onderdendam"
"20","Warffum",1,NA,NA,NA,"Onderdendam"
"21","Winsum",1,NA,NA,NA,"Onderdendam"
"22","Zuidhorn",1,NA,NA,NA,"Onderdendam"
"32","'t Zandt",1,1,1,1,"Appingedam"
"42","Appingedam",1,1,1,1,"Appingedam"
"52","Baflo",NA,NA,1,1,"Appingedam"
"62","Beerta",NA,1,NA,NA,"Appingedam"
"72","Bellingwolde",NA,1,NA,NA,"Appingedam"
"82","Bierum",1,1,1,1,"Appingedam"
"92","Delfzijl",1,1,1,1,"Appingedam"
"102","Eenrum",NA,NA,1,1,"Appingedam"
"112","Finsterwolde",NA,1,NA,NA,"Appingedam"
"122","Kantens",NA,1,1,1,"Appingedam"
"131","Loppersum",1,1,1,1,"Appingedam"
"141","Meeden",NA,1,NA,NA,"Appingedam"
"151","Middelstum",NA,1,1,1,"Appingedam"
"161","Midwolde",1,1,NA,NA,"Appingedam"
"171","Muntendam",NA,1,NA,NA,"Appingedam"
"181","Nieuwe-Pekela",NA,1,NA,NA,"Appingedam"
"191","Nieuwe-Schans",NA,1,NA,NA,"Appingedam"
"201","Nieuwolda",1,1,NA,NA,"Appingedam"
"211","Noordbroek",1,1,NA,NA,"Appingedam"
"221","Oude-Pekela",NA,1,NA,NA,"Appingedam"
"23","Sappemeer",1,NA,NA,NA,"Appingedam"
"24","Scheemda",NA,1,NA,NA,"Appingedam"
"25","Slochteren",1,1,NA,NA,"Appingedam"
"26","Stedum",1,1,1,1,"Appingedam"
"27","Ten Boer",1,1,NA,NA,"Appingedam"
"33","Termunten",1,1,NA,NA,"Appingedam"
"43","Uithuizen",1,1,1,1,"Appingedam"
"53","Uithuizermeeden",1,1,1,1,"Appingedam"
"63","Usquert",NA,1,1,1,"Appingedam"
"73","Veendam",NA,1,NA,NA,"Appingedam"
"83","Warffum",NA,NA,1,1,"Appingedam"
"93","Wildervank",NA,1,NA,NA,"Appingedam"
"103","Winschoten",NA,1,NA,NA,"Appingedam"
"113","Zuidbroek",1,1,NA,NA,"Appingedam"
"34","Beerta",1,NA,1,1,"Winschoten"
"44","Bellingwolde",1,NA,1,1,"Winschoten"
"54","Finsterwolde",1,NA,1,1,"Winschoten"
"64","Meeden",1,NA,NA,NA,"Winschoten"
"74","Midwolda",NA,NA,1,1,"Winschoten"
"84","Muntendam",1,NA,NA,NA,"Winschoten"
"94","Nieuwe-Pekela",1,NA,NA,NA,"Winschoten"
"104","Nieuwe-Schans",1,NA,1,1,"Winschoten"
"114","Nieuwolda",NA,NA,1,1,"Winschoten"
"123","Noordbroek",NA,NA,1,1,"Winschoten"
"132","Onstwedde",1,NA,NA,NA,"Winschoten"
"142","Oude-Pekela",1,NA,NA,NA,"Winschoten"
"152","Scheemda",1,NA,1,1,"Winschoten"
"162","Termunten",NA,NA,1,1,"Winschoten"
"172","Veendam",1,NA,NA,NA,"Winschoten"
"182","Vlagtwedde",1,NA,NA,NA,"Winschoten"
"192","Wedde",1,NA,1,1,"Winschoten"
"202","Wildervank",1,NA,NA,NA,"Winschoten"
"212","Winschoten",1,NA,1,1,"Winschoten"
"222","Zuidbroek",NA,NA,1,1,"Winschoten"
"35","Barradeel",NA,1,NA,NA,"Leeuwarden"
"45","Bildt ('t)",NA,1,NA,NA,"Leeuwarden"
"55","Bolsward",NA,1,NA,NA,"Leeuwarden"
"65","Franeker",NA,1,NA,NA,"Leeuwarden"
"75","Franekeradeel",NA,1,NA,NA,"Leeuwarden"
"85","Harlingen",NA,1,NA,NA,"Leeuwarden"
"95","Idaarderadeel",1,NA,1,1,"Leeuwarden"
"105","Leeuwarden",1,1,1,1,"Leeuwarden"
"115","Leeuwarderadeel",1,1,1,1,"Leeuwarden"
"124","Menaldumadeel",1,1,NA,NA,"Leeuwarden"
"133","Tietjerksteradeel",1,1,NA,NA,"Leeuwarden"
"143","Wonseradeel",NA,1,NA,NA,"Leeuwarden"
"36","Achtkarspelen",1,1,NA,NA,"Dokkum"
"46","Ameland",1,1,1,1,"Dokkum"
"56","Dantumadeel",1,1,1,1,"Dokkum"
"66","Dokkum",1,1,1,1,"Dokkum"
"76","Ferwerderadeel",1,1,1,1,"Dokkum"
"86","Kollumerland",1,1,NA,NA,"Dokkum"
"96","Oostdongeradeel",1,1,1,1,"Dokkum"
"106","Schiermonnikoog",1,1,1,1,"Dokkum"
"116","Westdongeradeel",1,1,1,1,"Dokkum"
"37","Aengwirden",1,NA,NA,NA,"Heerenveen"
"47","Heerenveen",1,NA,NA,NA,"Heerenveen"
"57","Ooststellingwerf",1,NA,NA,NA,"Heerenveen"
"67","Opsterland",1,NA,NA,NA,"Heerenveen"
"77","Schoterland",1,NA,NA,NA,"Heerenveen"
"87","Smallingerland",1,NA,NA,NA,"Heerenveen"
"97","Utingeradeel",1,NA,NA,NA,"Heerenveen"
"107","Weststellingwerf",1,NA,NA,NA,"Heerenveen"
"38","Aengwirden",NA,1,NA,NA,"Sneek"
"48","Baarderadeel",NA,1,NA,NA,"Sneek"
"58","Doniawerstal",1,1,1,1,"Sneek"
"68","Gaasterland",1,1,1,1,"Sneek"
"78","Haskerland",1,1,NA,NA,"Sneek"
"88","Hemelumer Oldephaert",1,1,1,1,"Sneek"
"98","Hennaarderadeel",1,1,NA,NA,"Sneek"
"108","Hindeloopen",1,1,NA,NA,"Sneek"
"117","Idaarderadeel",NA,1,NA,NA,"Sneek"
"125","Lemsterland",1,1,NA,NA,"Sneek"
"134","Opsterland",NA,1,NA,NA,"Sneek"
"144","Rauwerderhem",1,1,1,1,"Sneek"
"153","Schoterland",NA,1,NA,NA,"Sneek"
"163","Sloten",1,1,1,1,"Sneek"
"173","Smallingerland",NA,1,NA,NA,"Sneek"
"183","Sneek",1,1,1,1,"Sneek"
"193","Stavoren",1,1,1,1,"Sneek"
"203","Utingeradeel",NA,1,NA,NA,"Sneek"
"213","Wijmbritseradeel",1,1,1,1,"Sneek"
"223","Workum",1,1,NA,NA,"Sneek"
"231","Ylst",1,1,1,1,"Sneek"
"39","Baarderadeel",1,NA,1,1,"Franeker"
"49","Barradeel",1,NA,NA,NA,"Franeker"
"59","Bildt ('t)",1,NA,1,1,"Franeker"
"69","Bolsward",1,NA,NA,NA,"Franeker"
"79","Franeker",1,NA,1,1,"Franeker"
"89","Franekeradeel",1,NA,1,1,"Franeker"
"99","Harlingen",1,NA,NA,NA,"Franeker"
"109","Hennaarderadeel",NA,NA,1,1,"Franeker"
"118","Menaldumadeel",NA,NA,1,1,"Franeker"
"126","Wonseradeel",1,NA,NA,NA,"Franeker"
"310","Anlo",1,1,1,1,"Assen"
"410","Assen",1,1,1,1,"Assen"
"510","Beilen",1,1,NA,NA,"Assen"
"610","Borger",1,1,NA,NA,"Assen"
"710","Coevorden",NA,1,NA,NA,"Assen"
"810","Dalen",NA,1,NA,NA,"Assen"
"910","De Wijk",NA,1,NA,NA,"Assen"
"1010","Diever",1,1,NA,NA,"Assen"
"119","Dwingelo",1,1,NA,NA,"Assen"
"127","Eelde",1,1,1,1,"Assen"
"135","Emmen",NA,1,NA,NA,"Assen"
"145","Gasselte",1,1,1,1,"Assen"
"154","Gieten",1,1,1,1,"Assen"
"164","Havelte",NA,1,NA,NA,"Assen"
"174","Hoogeveen",NA,1,NA,NA,"Assen"
"184","Meppel",NA,1,NA,NA,"Assen"
"194","Nijeveen",NA,1,NA,NA,"Assen"
"204","Norg",1,1,1,1,"Assen"
"214","Odoorn",1,1,NA,NA,"Assen"
"224","Onstwedde",NA,1,NA,NA,"Assen"
"232","Oosterhesselen",NA,1,NA,NA,"Assen"
"241","Peize",1,1,1,1,"Assen"
"251","Roden",1,1,1,1,"Assen"
"261","Rolde",1,1,1,1,"Assen"
"271","Ruinen",NA,1,NA,NA,"Assen"
"311","Ruinerwold",NA,1,NA,NA,"Assen"
"411","Sleen",NA,1,NA,NA,"Assen"
"511","Smilde",1,1,NA,NA,"Assen"
"611","Vlagtwedde",NA,1,NA,NA,"Assen"
"711","Vledder",1,1,NA,NA,"Assen"
"811","Vries",1,1,1,1,"Assen"
"911","Wedde",NA,1,NA,NA,"Assen"
"1011","Westerbork",1,1,NA,NA,"Assen"
"1110","Wildervank",NA,NA,1,1,"Assen"
"128","Zuidlaren",1,1,1,1,"Assen"
"136","Zuidwolde",NA,1,NA,NA,"Assen"
"146","Zweelo",NA,1,NA,NA,"Assen"
"312","Coevorden",1,NA,NA,NA,"Hoogeveen"
"412","Dalen",1,NA,NA,NA,"Hoogeveen"
"512","De Wijk",1,NA,NA,NA,"Hoogeveen"
"612","Emmen",1,NA,NA,NA,"Hoogeveen"
"712","Havelte",1,NA,NA,NA,"Hoogeveen"
"812","Hoogeveen",1,NA,NA,NA,"Hoogeveen"
"912","Meppel",1,NA,NA,NA,"Hoogeveen"
"1012","Nijeveen",1,NA,NA,NA,"Hoogeveen"
"1111","Oosterhesselen",1,NA,NA,NA,"Hoogeveen"
"129","Ruinen",1,NA,NA,NA,"Hoogeveen"
"137","Ruinerwold",1,NA,NA,NA,"Hoogeveen"
"147","Sleen",1,NA,NA,NA,"Hoogeveen"
"155","Zuidwolde",1,NA,NA,NA,"Hoogeveen"
"165","Zweelo",1,NA,NA,NA,"Hoogeveen"
"313","Avereest",1,1,NA,NA,"Zwolle"
"413","Dalfsen",1,1,1,1,"Zwolle"
"513","Doornspijk",NA,1,NA,NA,"Zwolle"
"613","Elburg",NA,1,NA,NA,"Zwolle"
"713","Genemuiden",NA,1,NA,NA,"Zwolle"
"813","Grafhorst",NA,1,NA,NA,"Zwolle"
"913","Hasselt",1,1,NA,NA,"Zwolle"
"1013","Hattem",NA,1,NA,NA,"Zwolle"
"1112","Heerde",NA,1,NA,NA,"Zwolle"
"1210","Heino",NA,1,1,1,"Zwolle"
"138","Hellendoorn",NA,1,NA,NA,"Zwolle"
"148","Kampen",NA,1,NA,NA,"Zwolle"
"156","Kamperveen",NA,1,NA,NA,"Zwolle"
"166","Nieuwleusen",1,1,NA,NA,"Zwolle"
"175","Oldebroek",NA,1,NA,NA,"Zwolle"
"185","Olst",NA,1,NA,NA,"Zwolle"
"195","Raalte",NA,1,NA,NA,"Zwolle"
"205","Schokland",NA,1,NA,NA,"Zwolle"
"215","Staphorst",1,NA,NA,NA,"Zwolle"
"225","Wijhe",NA,1,1,1,"Zwolle"
"233","Wilsum",NA,1,NA,NA,"Zwolle"
"242","Ysselmuiden",NA,1,NA,NA,"Zwolle"
"252","Zalk en Veecaten",1,1,NA,NA,"Zwolle"
"262","Zwolle",1,1,1,1,"Zwolle"
"272","Zwollerkerspel",1,1,1,1,"Zwolle"
"314","Blankenham",1,NA,NA,NA,"Kampen"
"414","Blokzijl",1,NA,NA,NA,"Kampen"
"514","Doornspijk",NA,NA,1,1,"Kampen"
"614","Elburg",NA,NA,1,1,"Kampen"
"714","Genemuiden",1,NA,NA,NA,"Kampen"
"814","Giethoorn",1,NA,NA,NA,"Kampen"
"914","Grafhorst",1,NA,1,1,"Kampen"
"1014","Hattem",NA,NA,1,1,"Kampen"
"1113","Heerde",NA,NA,1,1,"Kampen"
"1211","Kampen",1,NA,1,1,"Kampen"
"139","Kamperveen",1,NA,1,1,"Kampen"
"149","Kuinre",1,NA,NA,NA,"Kampen"
"157","Oldebroek",NA,NA,1,1,"Kampen"
"167","Oldemarkt",1,NA,NA,NA,"Kampen"
"176","Schokland",1,NA,NA,NA,"Kampen"
"186","Steenwijk",1,NA,NA,NA,"Kampen"
"196","Steenwijkerwold",1,NA,NA,NA,"Kampen"
"206","Vollenhove (Ambt-)",1,NA,NA,NA,"Kampen"
"216","Vollenhove (Stad-)",1,NA,NA,NA,"Kampen"
"226","Wanneperveen",1,NA,NA,NA,"Kampen"
"234","Wilsum",1,NA,1,1,"Kampen"
"243","Ysselmuiden",1,NA,1,1,"Kampen"
"253","Zalk en Veecaten",NA,NA,1,1,"Kampen"
"263","Zwartsluis",1,NA,NA,NA,"Kampen"
"315","Bathmen",1,1,1,NA,"Deventer"
"415","Deventer",1,1,1,NA,"Deventer"
"515","Diepenveen",1,1,1,NA,"Deventer"
"615","Epe",NA,1,NA,NA,"Deventer"
"715","Gorssel",NA,1,NA,NA,"Deventer"
"815","Heino",1,NA,NA,NA,"Deventer"
"915","Hellendoorn",1,NA,NA,NA,"Deventer"
"1015","Holten",1,1,NA,NA,"Deventer"
"1114","Markelo",NA,1,NA,NA,"Deventer"
"1212","Olst",1,NA,1,NA,"Deventer"
"1310","Raalte",1,NA,NA,NA,"Deventer"
"1410","Voorst",NA,1,1,NA,"Deventer"
"158","Wijhe",1,NA,NA,NA,"Deventer"
"316","Almelo (Ambt-)",1,1,1,1,"Almelo"
"416","Almelo (Stad-)",1,1,1,1,"Almelo"
"516","Borne",1,1,1,1,"Almelo"
"616","Delden (Ambt-)",NA,1,NA,NA,"Almelo"
"716","Delden (Stad-)",NA,1,NA,NA,"Almelo"
"816","Denekamp",1,1,1,1,"Almelo"
"916","Enschede",NA,1,NA,NA,"Almelo"
"1016","Goor",NA,1,NA,NA,"Almelo"
"1115","Gramsbergen",1,1,NA,NA,"Almelo"
"1213","Haaksbergen",NA,1,NA,NA,"Almelo"
"1311","Ham (Den)",1,1,NA,NA,"Almelo"
"1411","Hardenberg (Ambt-)",1,1,NA,NA,"Almelo"
"159","Hardenberg (Stad-)",1,1,NA,NA,"Almelo"
"168","Hengelo",NA,1,NA,NA,"Almelo"
"177","Lonneker",NA,1,NA,NA,"Almelo"
"187","Losser",NA,1,NA,NA,"Almelo"
"197","Oldenzaal",NA,1,NA,NA,"Almelo"
"207","Ommen (Ambt-)",1,1,NA,NA,"Almelo"
"217","Ommen (Stad-)",1,1,NA,NA,"Almelo"
"227","Ootmarsum",1,1,1,1,"Almelo"
"235","Rijssen",1,1,1,1,"Almelo"
"244","Tubbergen",1,1,1,1,"Almelo"
"254","Vriezenveen",1,1,NA,NA,"Almelo"
"264","Weerselo",NA,1,1,1,"Almelo"
"273","Wierden",1,1,1,1,"Almelo"
"317","Delden (Ambt-)",1,NA,NA,NA,"Enschede"
"417","Delden (Stad-)",1,NA,NA,NA,"Enschede"
"517","Diepenheim",1,NA,NA,NA,"Enschede"
"617","Enschede",1,NA,1,1,"Enschede"
"717","Goor",1,NA,NA,NA,"Enschede"
"817","Haaksbergen",1,NA,1,1,"Enschede"
"917","Hengelo",1,NA,1,1,"Enschede"
"1017","Lonneker",1,NA,1,1,"Enschede"
"1116","Losser",1,NA,1,1,"Enschede"
"1214","Markelo",1,NA,NA,NA,"Enschede"
"1312","Oldenzaal",1,NA,1,1,"Enschede"
"1412","Weerselo",1,NA,NA,NA,"Enschede"
"318","Apeldoorn",1,1,NA,NA,"Arnhem"
"418","Arnhem",1,1,1,1,"Arnhem"
"518","Barneveld",NA,1,NA,NA,"Arnhem"
"618","Brummen",NA,1,NA,NA,"Arnhem"
"718","Doorwerth",1,1,NA,NA,"Arnhem"
"818","Ede",1,1,NA,NA,"Arnhem"
"918","Ermelo",NA,1,NA,NA,"Arnhem"
"1018","Harderwijk",NA,1,NA,NA,"Arnhem"
"1117","Hemmen",NA,1,NA,NA,"Arnhem"
"1215","Heteren",NA,1,NA,NA,"Arnhem"
"1313","Nijkerk",NA,1,NA,NA,"Arnhem"
"1413","Putten",NA,1,NA,NA,"Arnhem"
"1510","Renkum",1,1,NA,NA,"Arnhem"
"169","Rheden",1,1,NA,NA,"Arnhem"
"178","Rozendaal",1,1,NA,NA,"Arnhem"
"188","Wageningen",NA,1,NA,NA,"Arnhem"
"319","Barneveld",1,NA,NA,NA,"Harderwijk"
"419","Doornspijk",1,NA,NA,NA,"Harderwijk"
"519","Elburg",1,NA,NA,NA,"Harderwijk"
"619","Ermelo",1,NA,NA,NA,"Harderwijk"
"719","Harderwijk",1,NA,NA,NA,"Harderwijk"
"819","Hattem",1,NA,NA,NA,"Harderwijk"
"919","Heerde",1,NA,NA,NA,"Harderwijk"
"1019","Hoevelaken",1,NA,NA,NA,"Harderwijk"
"1118","Nijkerk",1,NA,NA,NA,"Harderwijk"
"1216","Oldebroek",1,NA,NA,NA,"Harderwijk"
"1314","Putten",1,NA,NA,NA,"Harderwijk"
"1414","Scherpenzeel",1,NA,NA,NA,"Harderwijk"
"320","Aalten",NA,1,NA,NA,"Zutphen"
"420","Borculo",NA,1,NA,NA,"Zutphen"
"520","Brummen",1,NA,1,1,"Zutphen"
"620","Diepenheim",NA,1,NA,NA,"Zutphen"
"720","Dinxperlo",NA,1,NA,NA,"Zutphen"
"820","Doesburg",NA,1,1,1,"Zutphen"
"920","Doetinchem (Ambt-)",NA,1,NA,NA,"Zutphen"
"1020","Doetinchem (Stad-)",NA,1,NA,NA,"Zutphen"
"1119","Eibergen",NA,1,NA,NA,"Zutphen"
"1217","Epe",1,NA,NA,NA,"Zutphen"
"1315","Gorssel",1,NA,NA,NA,"Zutphen"
"1415","Groenlo",NA,1,NA,NA,"Zutphen"
"1511","Hengelo",1,1,1,1,"Zutphen"
"1610","Hummelo",NA,1,1,1,"Zutphen"
"179","Laren",NA,1,NA,NA,"Zutphen"
"189","Lichtenvoorde",NA,1,NA,NA,"Zutphen"
"198","Lochem",NA,1,NA,NA,"Zutphen"
"208","Neede",NA,1,NA,NA,"Zutphen"
"218","Ruurlo",NA,1,NA,NA,"Zutphen"
"228","Steenderen",1,1,1,1,"Zutphen"
"236","Verwolde",NA,1,NA,NA,"Zutphen"
"245","Voorst",1,NA,NA,NA,"Zutphen"
"255","Vorden",1,1,1,1,"Zutphen"
"265","Warnsveld",1,1,1,1,"Zutphen"
"274","Winterswijk",NA,1,NA,NA,"Zutphen"
"28","Wisch",NA,1,NA,NA,"Zutphen"
"29","Zelhem",NA,1,NA,NA,"Zutphen"
"30","Zutphen",1,1,1,1,"Zutphen"
"321","Aalten",1,NA,NA,NA,"Ruurlo"
"421","Borculo",1,NA,NA,NA,"Ruurlo"
"521","Dinxperlo",1,NA,NA,NA,"Ruurlo"
"621","Eibergen",1,NA,NA,NA,"Ruurlo"
"721","Groenlo",1,NA,NA,NA,"Ruurlo"
"821","Laren",1,NA,NA,NA,"Ruurlo"
"921","Lichtenvoorde",1,NA,NA,NA,"Ruurlo"
"1021","Lochem",1,NA,NA,NA,"Ruurlo"
"1120","Neede",1,NA,NA,NA,"Ruurlo"
"1218","Ruurlo",1,NA,NA,NA,"Ruurlo"
"1316","Verwolde",1,NA,NA,NA,"Ruurlo"
