JAAR,GEMEENTE,PROVINCIE,howmuch,temp,district
1906,Zwijndrecht,Zuid-Holland,1,1897,Dordrecht
1907,Almelo,Overijssel,3,1897,Almelo
1907,Ammerstol,Zuid-Holland,1,1897,Bodegraven
1907,Amsterdam,Noord-Holland,51,1897,Amsterdam
1907,Appingedam,Groningen,1,1897,Appingedam
1907,Arnhem,Gelderland,2,1897,Arnhem
1907,Beerta,Groningen,2,1897,Winschoten
1907,Bemmel,Gelderland,1,1897,Elst
1907,Boxtel,Noord-Brabant,1,1897,Den Bosch
1907,Breda,Noord-Brabant,1,1897,Breda
1907,Bussum,Noord-Holland,1,1897,Hilversum
1907,Culemborg,Gelderland,1,1897,Wijk bij Duurstede
1907,Delden,Overijssel,1,1897,NA
1907,Delft,Zuid-Holland,4,1897,Delft
1907,Den Bosch,Noord-Brabant,2,1897,Den Bosch
1907,Den Haag,Zuid-Holland,5,1897,Den Haag
1907,Deventer,Overijssel,9,1897,Deventer
1907,Doniawerstal,Friesland,1,1897,Sneek
1907,Dordrecht,Zuid-Holland,3,1897,Dordrecht
1907,Eindhoven,Noord-Brabant,5,1897,Eindhoven
1907,Emmen,Drenthe,1,1897,Emmen
1907,Enschede,Overijssel,5,1897,Enschede
1907,Finsterwolde,Groningen,1,1897,Winschoten
1907,Goor,Overijssel,1,1897,Lochem
1907,Gouda,Zuid-Holland,2,1897,Gouda
1907,Groningen,Groningen,2,1897,Groningen
1907,Haarlem,Noord-Holland,4,1897,Haarlem
1907,Haskerland,Friesland,2,1897,Schoterland
1907,Heerenveen,Friesland,1,1897,NA
1907,Helmond,Noord-Brabant,3,1897,Helmond
1907,Hengelo,Overijssel,2,1897,Enschede
1907,Hengelo,Overijssel,2,1897,Zutphen
1907,Kampen,Overijssel,1,1897,Kampen
1907,Klaaswaal,Zuid-Holland,1,1897,Ridderkerk
1907,Krimpen ad Ijssel,Zuid-Holland,1,1897,NA
1907,Krommenie,Noord-Holland,2,1897,Beverwijk
1907,Leeuwarden,Friesland,2,1897,Leeuwarden
1907,Leiden,Zuid-Holland,2,1897,Leiden
1907,Maastricht,Limburg,3,1897,Maastricht
1907,Muiden,Noord-Holland,1,1897,Hilversum
1907,Nieuwer Amstel,Noord-Holland,1,1897,NA
1907,Odoorn,Drenthe,1,1897,Emmen
1907,Onbekend,België / Belgium,1,1897,NA
1907,Ooststelli,Friesland,1,1897,NA
1907,Pekela,Groningen,1,1897,NA
1907,Rheden,Gelderland,1,1897,Rheden
1907,Rhenen,Utrecht,1,1897,Ede
1907,Rotterdam,Zuid-Holland,27,1897,Rotterdam
1907,Sappemeer,Groningen,1,1897,Veendam
1907,Scheemda,Groningen,3,1897,Winschoten
1907,Sloten,Noord-Holland,1,1897,Sneek
1907,Sloten,Noord-Holland,1,1897,Haarlemmermeer
1907,Smallingerland,Friesland,1,1897,Tietjerksteradeel
1907,Stratum,Noord-Brabant,2,1897,Eindhoven
1907,Termunten,Groningen,1,1897,Winschoten
1907,Tiel,Noord-Brabant,1,1897,Tiel
1907,Uden,Noord-Brabant,1,1897,Veghel
1907,Utrecht,Utrecht,2,1897,Utrecht
1907,Veendam,Groningen,1,1897,Veendam
1907,Venray,Limburg,1,1897,NA
1907,Vianen,Zuid-Holland,2,1897,Sliedrecht
1907,Vlaardingen,Zuid-Holland,2,1897,Schiedam
1907,Vught,Noord-Brabant,1,1897,Den Bosch
1907,Wageningen,Gelderland,5,1897,Elst
1907,Weesp,Noord-Holland,1,1897,Hilversum
1907,Werkendam,Noord-Brabant,1,1897,Gorinchem
1907,Winschoten,Groningen,1,1897,Winschoten
1907,Zaandam,Noord-Holland,1,1897,Zaandam
1907,Zaltbommel,Gelderland,1,1897,Druten
1907,Zierikzee,Zeeland,1,1897,Zierikzee
1907,Zutphen,Gelderland,1,1897,Zutphen
1908,Alkmaar,Noord-Holland,1,1897,Alkmaar
1908,Almelo,Overijssel,3,1897,Almelo
1908,Amsterdam,Noord-Holland,18,1897,Amsterdam
1908,Apeldoorn,Gelderland,4,1897,Apeldoorn
1908,Appingedam,Groningen,2,1897,Appingedam
1908,Arnhem,Gelderland,5,1897,Arnhem
1908,Avereest,Overijssel,1,1897,Meppel
1908,Borculo,Gelderland,1,1897,Lochem
1908,Borger,Drenthe,2,1897,Emmen
1908,Breda,Noord-Brabant,3,1897,Breda
1908,Bussum,Noord-Holland,1,1897,Hilversum
1908,Delft,Zuid-Holland,1,1897,Delft
1908,Den Bosch,Noord-Brabant,1,1897,Den Bosch
1908,Den Haag,Zuid-Holland,8,1897,Den Haag
1908,Deventer,Overijssel,3,1897,Deventer
1908,Diemen,Noord-Holland,3,1897,Hilversum
1908,Dordrecht,Zuid-Holland,2,1897,Dordrecht
1908,Druten,Gelderland,1,1897,Druten
1908,Ede,Gelderland,2,1897,Ede
1908,Eindhoven,Noord-Brabant,4,1897,Eindhoven
1908,Enschede,Overijssel,1,1897,Enschede
1908,Geldrop,Noord-Brabant,1,1897,Helmond
1908,Goirle,Noord-Brabant,3,1897,Tilburg
1908,Gouda,Zuid-Holland,2,1897,Gouda
1908,Groningen,Groningen,2,1897,Groningen
1908,Haarlem,Noord-Holland,1,1897,Haarlem
1908,Haarlemmermeer,Noord-Holland,3,1897,Haarlemmermeer
1908,"Ham, den",Overijssel,2,1897,NA
1908,Haskerland,Friesland,1,1897,Schoterland
1908,Heerenveen,Friesland,1,1897,NA
1908,Hilvarenbeek,Noord-Brabant,1,1897,Tilburg
1908,Hoogezand-,Groningen,1,1897,NA
1908,Laren,Noord-Holland,1,1897,Hilversum
1908,Laren,Noord-Holland,1,1897,Lochem
1908,Leeuwarden,Friesland,2,1897,Leeuwarden
1908,Leiden,Zuid-Holland,1,1897,Leiden
1908,Maastricht,Limburg,1,1897,Maastricht
1908,Meeden,Groningen,1,1897,Veendam
1908,Midwolda,Groningen,2,1897,Winschoten
1908,Moergestel,Noord-Brabant,2,1897,Tilburg
1908,Muiden,Noord-Holland,2,1897,Hilversum
1908,Nijkerk,Gelderland,1,1897,Ede
1908,Nijmegen,Gelderland,1,1897,Nijmegen
1908,Odoorn,Drenthe,1,1897,Emmen
1908,Oisterwijk,Noord-Brabant,1,1897,Tilburg
1908,Onstwedde,Groningen,1,1897,Veendam
1908,Opsterland,Friesland,2,1897,Schoterland
1908,Ouder-Amstel,Noord-Holland,1,1897,Hilversum
1908,Pekela,Groningen,3,1897,NA
1908,Poortugaal,Zuid-Holland,1,1897,Brielle
1908,Renkum,Gelderland,1,1897,Elst
1908,Rheden,Gelderland,1,1897,Rheden
1908,Rijswijk,Zuid-Holland,1,1897,Gorinchem
1908,Rijswijk,Zuid-Holland,1,1897,Loosduinen
1908,Rotterdam,Zuid-Holland,19,1897,Rotterdam
1908,Sliedrecht,Zuid-Holland,1,1897,Sliedrecht
1908,Sloten,Noord-Holland,1,1897,Sneek
1908,Sloten,Noord-Holland,1,1897,Haarlemmermeer
1908,Sluis,Zeeland,2,1897,Oostburg
1908,Steenwijkerwold,Overijssel,1,1897,Steenwijk
1908,Ten Boer,Groningen,1,1897,Hoogezand
1908,Tiel,Noord-Brabant,2,1897,Tiel
1908,Tilburg,Noord-Brabant,3,1897,Tilburg
1908,Utrecht,Utrecht,1,1897,Utrecht
1908,Veenendaal,Utrecht,3,1897,Ede
1908,Vlaardingen,Zuid-Holland,1,1897,Schiedam
1908,Vlagtwedde,Groningen,1,1897,Veendam
1908,Wageningen,Gelderland,1,1897,Elst
1908,Weststellingwerf,Friesland,1,1897,Weststellingwerf
1908,Wijhe,Overijssel,1,1897,Zwolle
1908,Winschoten,Groningen,1,1897,Winschoten
1908,Winterswijk,Overijssel,1,1897,Doetinchem
1908,Woensel,Noord-Brabant,1,1897,Eindhoven
1908,Zutphen,Gelderland,2,1897,Zutphen
1909,Alkmaar,Noord-Holland,2,1897,Alkmaar
1909,Amersfoort,Utrecht,1,1897,Amersfoort
1909,Amsterdam,Noord-Holland,63,1897,Amsterdam
1909,Apeldoorn,Gelderland,3,1897,Apeldoorn
1909,Arnhem,Gelderland,2,1897,Arnhem
1909,Assen,Drenthe,1,1897,Assen
1909,Bedum,Friesland,1,1897,Hoogezand
1909,Beek en Donk,Noord-Brabant,1,1897,Veghel
1909,Beerta,Groningen,2,1897,Winschoten
1909,Beilen,Drenthe,2,1897,Emmen
1909,Bergen op Zoom,Noord-Brabant,1,1897,Bergen op Zoom
1909,Best,Noord-Brabant,3,1897,Eindhoven
1909,Beverwijk,Noord-Holland,1,1897,Beverwijk
1909,Bolsward,Friesland,2,1897,Harlingen
1909,Breda,Noord-Brabant,1,1897,Breda
1909,Cuyk,Noord-Brabant,1,1897,NA
1909,Delft,Zuid-Holland,2,1897,Delft
1909,Den Bosch,Noord-Brabant,1,1897,Den Bosch
1909,Den Haag,Zuid-Holland,7,1897,Den Haag
1909,Deventer,Overijssel,2,1897,Deventer
1909,Doesburg,Gelderland,1,1897,Zutphen
1909,Doetinchem,Gelderland,1,1897,NA
1909,Dordrecht,Zuid-Holland,3,1897,Dordrecht
1909,Druten,Gelderland,1,1897,Druten
1909,Eindhoven,Noord-Brabant,3,1897,Eindhoven
1909,Emmen,Drenthe,2,1897,Emmen
1909,Enschede,Overijssel,2,1897,Enschede
1909,Finsterwolde,Groningen,2,1897,Winschoten
1909,Goor,Overijssel,1,1897,Lochem
1909,Gouda,Zuid-Holland,2,1897,Gouda
1909,Groningen,Groningen,7,1897,Groningen
1909,Haarlem,Noord-Holland,1,1897,Haarlem
1909,Helmond,Noord-Brabant,1,1897,Helmond
1909,Hilvarenbeek,Noord-Brabant,1,1897,Tilburg
1909,Hilversum,Noord-Holland,2,1897,Hilversum
1909,Hoorn,Noord-Holland,3,1897,Hoorn
1909,Leeuwarden,Friesland,4,1897,Leeuwarden
1909,Leiden,Zuid-Holland,1,1897,Leiden
1909,Lieshout,Noord-Brabant,1,1897,Veghel
1909,Lochem,Gelderland,2,1897,Lochem
1909,Loon op Zand,Noord-Brabant,3,1897,Oosterhout
1909,Maastricht,Limburg,1,1897,Maastricht
1909,Nijmegen,Gelderland,2,1897,Nijmegen
1909,Oldekerk,Groningen,1,1897,Zuidhorn
1909,Onstwedde,Groningen,1,1897,Veendam
1909,Oost-Soubu,Zeeland,1,1897,NA
1909,Oudenbosch,Noord-Brabant,1,1897,Zevenbergen
1909,Pekela,Groningen,1,1897,NA
1909,Purmerend,Noord-Holland,2,1897,Hoorn
1909,Renkum,Gelderland,1,1897,Elst
1909,Rheden,Gelderland,4,1897,Rheden
