politician,vote,law,date,house,b1_nummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated,begin_periode,einde_periode,class,date_of_birth,date_of_death,tenure,age_of_death,age_of_entrance,age_of_vote,long_elec_horiz,kiesdistrict,strikes,rk_pct,hervormd_pct,gereformeerd_pct,overig_pct,kiesdistrict_corrected,aandeel_gem,percentage_aangesl,industry_share,services_share,agricul_share,side,kiesgerechtigden,opkomst,turnout,socialistdum,socialistpercentage,truename,aantal_stemmen,ncm,tvs,total,share_re,share_dugobo,share_fogobo,share_duprbo,share_foprbo,share_dush,share_fosh,share_cash,share_misc,share_bonds,share_shares,share_domestic,share_foreign,wealth_timevote
van Basten Batenburg,1,Kieswet 1896,1896-06-19,Tweede Kamer,00065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-09-18,1901-09-16,confessional,1862-11-13,1936-10-02,640,26986,11632,12272,1914,Elst,0,52.8,42.4,2.9,1.9,ELST,0.10181,3.18,0.425394779245891,0.222365452787625,0.352239767966484,1894-06-26,3007,2881,0.9580977718656468,0,0,W.H.J.Th. van Basten Batenburg,1435,0.007724719101123595,0.5038623595505618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mees,1,Kieswet 1896,1896-06-19,Tweede Kamer,00889,0,22456,7572,216713.1,14406,94026,0,650,5520,-3982.97,370399.09,-3982.97,366416.12,370399.09,-3982.97,366416.12,318232.4003098661,1873-10-04,1905-09-18,liberal,1834-07-05,1915-06-04,8294,29553,14336,22630,3377,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1894-05-11,8353,4042,0.4838980007183048,0,0,R.P. Mees,3472,0.001257147491787988,0.14080051908025468,361343.1,0,0.06214592170156287,0.02095515314945823,0.5997432910715605,0.03986792607911982,0.2602125237758795,0,0.001798844367029563,0.015276339855389518,0.7227122920017015,0.2602125237758795,0.9221017365490028,0.06082307922857805,155463.2819370821
Ferf,1,Kieswet 1896,1896-06-19,Tweede Kamer,00404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891-10-02,1912-03-18,liberal,1854-01-09,1916-04-29,1722,22755,13780,15502,5750,Hoorn,0,30.8,57.6,2.2,9.4,HOORN,0.25356,5.55,0.269636267791249,0.659462308908803,0.0709014232999473,1894-04-10,4093,1431,0.34962130466650376,0,0,P.B.J. Ferf,1231,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de Beaufort,1,Kieswet 1896,1896-06-19,Tweede Kamer,00071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877-04-23,1918-04-01,liberal,1845-03-19,1918-04-02,6997,26676,11723,18720,7955,Amsterdam,38,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1894-04-24,23112,10785,0.46664070612668745,0,0,W.H. de Beaufort,9131,0.05968953430145218,0.15241195126022367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de Beaufort,1,Kieswet 1896,1896-06-19,Tweede Kamer,00071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877-04-23,1918-04-01,liberal,1845-03-19,1918-04-02,6997,26676,11723,18720,7955,Amsterdam,38,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1894-04-24,23112,10785,0.46664070612668745,0,0,W.H. de Beaufort,9131,0.05968953430145218,0.15241195126022367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michiels van Verduynen,1,Kieswet 1896,1896-06-19,Tweede Kamer,00923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888-05-01,1905-09-30,confessional,1855-08-23,1929-02-04,2971,26828,11940,14911,3389,Breda,0,87.3,10.5,0.3,1.9,BREDA,0.57616,5.26,0.305503292568203,0.671448730009407,0.0230479774223895,1894-04-10,3348,645,0.19265232974910393,0,0,L.P.M.H. baron Michiels van Verduynen,549,0.010026272049756046,0.029435419012385396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smits van Oijen,1,Kieswet 1896,1896-06-19,Tweede Kamer,01280,560000,65118,285298,132295,460713,207049,79276,14443,58538,-19564,163059.81,-8718.76,154341.05,447470.775,-10536.35,436932.425,445865.1286125808,1891-09-16,1898-10-11,confessional,1858-02-05,1898-10-12,1738,14859,12276,14014,844,Eindhoven,0,97.1,1.9,0.1,0.8,EINDHOVEN,0.13904,4.39,NA,NA,NA,1894-04-10,2994,1088,0.3633934535738143,0,0,J.Th.M. Smits van Oijen,1047,0,1,1862730,0.3006340156651796,0.034958367557294937,0.15316122035936502,0.07102210196861596,0.2473321415341998,0.11115352198117816,0.04255903968905853,0.007753673371878909,0.03142591787322908,0.5064738314194757,0.1537125616702367,0.21713399150708906,0.4430524015826234,399442.0989850111
Pijnappel,1,Kieswet 1896,1896-06-19,Tweede Kamer,01068,428000,323269,307537,276133,283049,279452,12000,7514,36029,0,1927600.96,0,1927601.96,1927398.96,0,1927298.96,1759734.1754003214,1866-11-19,1901-09-16,confessional,1830-01-26,1906-01-31,10805,27763,13446,24251,1914,Amsterdam,38,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1894-04-24,23112,10785,0.46664070612668745,0,0,M.J. Pijnappel,5437,0.003638904954694428,0.13102467707730867,1952983,0.21915193322215298,0.16552576238502845,0.15747039272743285,0.14139037564587095,0.14493162510887192,0.14308982720279695,0.006144446725854757,0.003847447724839387,0.01844818925715175,0.6093181558672042,0.1492342739286517,0.45000596523369635,0.3085464645621595,1165929.1615692165
Mutsaers,1,Kieswet 1896,1896-06-19,Tweede Kamer,00951,87531,221,1361,14630,1113,54022,0,310,10460,-19133,131852.91,-20163.35,72658.31,131858.11,-94189.65,37668.46,34597.14204622607,1889-03-19,1905-09-18,confessional,1833-08-03,1907-02-12,2649,26855,20317,22966,3377,Waalwijk,0,69.8,22.8,6.6,0.7,WAALWIJK,0.07016,4.6,NA,NA,NA,1894-04-10,3739,1597,0.4271195506820005,0,0,W.P.A. Mutsaers,1415,0.1467304625199362,0.5641945773524721,169648,0.5159565688955956,0.0013026973498066585,0.008022493633877205,0.08623738564557201,0.0065606432141846645,0.31843582005092896,0,0.0018273130246156748,0.06165707818541922,0.10212321984344054,0.31843582005092896,0.40597590304630765,0.014583136848061869,21273.305295810584
Dobbelmann,1,Kieswet 1896,1896-06-19,Tweede Kamer,00318,36239,0,24617,786162,142993,175357,64259,1497,27782.18,-10792.08,1143872.14,-10792.08,1133080.06,1145990.94,-10792.05,1135198.86,1012134.493848613,1889-07-09,1901-09-16,confessional,1830-08-08,1912-12-18,2537,30082,21520,24057,1914,Nijmegen,0,77,18.8,1.1,3,NIJMEGEN,0.78278,4.72,0.318521054433413,0.597192742211571,0.0842862033550154,1894-04-10,2635,884,0.33548387096774196,0,0,F.Th.J.H. Dobbelmann,781,0.863961813842482,0.931980906921241,1258906.18,0.028786100644926538,0,0.019554276872324194,0.6244802134500603,0.11358511243466929,0.13929314414835903,0.051043517794153656,0.0011891275329190933,0.02206850712258796,0.7576196027570538,0.19033666194251267,0.7637733575984194,0.18418290710114713,550098.6505073723
Zijp,1,Kieswet 1896,1896-06-19,Tweede Kamer,01613,95635,0,0,12043,0,2790,13237,235,4879,-16297,125845,-16281.6,54452.2,62921.72,-8379.38,54541.84,56218.35746771836,1890-11-11,1897-09-16,liberal,1846-09-23,1897-09-17,2047,18622,16120,18167,454,Enkhuizen,0,37.5,49.2,9.4,3.8,ENKHUIZEN,0.0999,5.28,0.320214669051878,0.377817531305903,0.301967799642218,1894-04-10,4346,3022,0.6953520478601013,0,0,J. Zijp,1842,0.31120894006095495,0.6237724348120556,128819,0.742398248705548,0,0,0.09348776189847771,0,0.021658295748298,0.10275658093914718,0.0018242650540681111,0.03787484765446091,0.09348776189847771,0.12441487668744518,0.11514605764677571,0.10275658093914718,50993.21873767993
Rink,1,Kieswet 1896,1896-06-19,Tweede Kamer,01113,18000,15434,921,33059,18724,123553,6779,10582,3407,-2238,224545,-2238,2238,220695,-2238,220457,144618.61899032828,1891-09-15,1922-06-23,liberal,1851-08-13,1941-08-06,1739,32865,14643,16382,9499,Arnhem,0,40.9,45.6,3.9,9.6,ARNHEM,2.11668,5.59,0.297175541607613,0.641526624822839,0.0612978335695485,1894-04-10,2786,2400,0.8614501076812635,0,0,P. Rink,1330,0.01591771764417779,0.1628504958981266,230459,0.07810499915386251,0.06697069760781744,0.003996372456705965,0.14344850927930783,0.08124655578649564,0.5361170533587319,0.02941521051466855,0.04591706116923184,0.01478354067317831,0.29566213513032685,0.5655322638734005,0.7465362602458572,0.11465813875787016,21116.9360375623
Schaepman,1,Kieswet 1896,1896-06-19,Tweede Kamer,01180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880-07-15,1903-01-20,confessional,1844-03-02,1903-01-21,5818,21508,13284,19102,2405,Almelo,0,50.9,41.3,4.7,3,ALMELO,NA,3.64,0.441624365482233,0.541355628545835,0.0170200059719319,1894-04-10,2443,1413,0.5783872288170282,0,0,H.J.A.M. Schaepman,1286,6.867345770859563e-4,0.025218419747434283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Everts,1,Kieswet 1896,1896-06-19,Tweede Kamer,00391,3000,0,0,1019,0,200,0,2160,13312,-1885,19691,-1885,17806,19691,-1885,17806,17806,1893-11-14,1900-06-07,confessional,1827-03-08,1900-06-08,948,26755,24358,25306,1448,Roermond,0,98.4,1.1,0,0.4,ROERMOND,0.23105,4.52,0.318028846153846,0.628365384615385,0.0536057692307692,1894-04-10,1971,1128,0.5722983257229832,0,0,W. Everts,960,0,1,19691,0.152353867248997,0,0,0.05174953024224265,0,0.010156924483266466,0,0.10969478441927784,0.676044893606216,0.05174953024224265,0.010156924483266466,0.06190645472550912,0,17061.234415928462
Haffmans,1,Kieswet 1896,1896-06-19,Tweede Kamer,00508,0,0,0,326,0,0,0,0,1443.74,-433.35,1769.74,-633.35,1136.39,1769.74,-633.35,1136.39,1217.560713704813,1866-11-24,1896-09-15,confessional,1826-02-20,1896-09-16,10800,25776,14887,25687,88,Venlo,0,97,2.2,0,0.8,VENLO,0.16272,4.89,0.327757449032933,0.521519428471859,0.150723122495208,1894-04-10,2564,824,0.3213728549141966,0,0,J.H.L. Haffmans,752,0.002806112775397217,0.028516173068901446,1769.74,0,0,0,0.18420784974063986,0,0,0,0,0.8157921502593601,0.18420784974063986,0,0.18420784974063986,0,1211.3678595100534
Zijlma,1,Kieswet 1896,1896-06-19,Tweede Kamer,01609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891-03-03,1909-09-20,liberal,1842-09-23,1922-06-12,1935,29116,17693,19628,4840,Zuidhorn,0,3.2,59,32.2,5.6,ZUIDHORN,0.0583,4.58,NA,NA,NA,1894-04-10,3179,1056,0.33217993079584773,0,0,G. Zijlma,1015,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Truijen,1,Kieswet 1896,1896-06-19,Tweede Kamer,01378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-05-16,1901-09-16,confessional,1838-03-24,1919-11-14,765,29819,20507,21272,1914,Weert,0,99.6,0.2,0,0.2,WEERT,0.04835,2.72,0.467666144551354,0.209890355784292,0.322443499664354,1894-04-10,1848,956,0.5173160173160173,0,0,P.J. Truijen,851,0.9231638418079096,0.9615819209039548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermeulen,1,Kieswet 1896,1896-06-19,Tweede Kamer,01422,17000,0,39440,16185,68331,0,17425,820,5160,-36691.15,164068.92,-36691.15,61344.17,82034.45,-20590.16,61444.29,56002.06306538044,1880-06-29,1901-09-16,confessional,1846-01-11,1913-10-09,5834,24742,12588,18422,1914,Helmond,0,97.7,1.9,0.2,0.2,HELMOND,0.08862,2.96,0.648148148148148,0.287749287749288,0.0641025641025641,1894-04-10,2664,1207,0.4530780780780781,0,0,P.J.F. Vermeulen,1156,5.967396316489001e-4,0.01045198506342619,164361,0.103430862552552,0,0.23995960112192066,0.09847226531841495,0.41573730994579006,0,0.1060166341163658,0.004989018076064273,0.03139430886889225,0.7541691763861257,0.1060166341163658,0.09847226531841495,0.7617135451840765,28966.656462572835
Houwing,1,Kieswet 1896,1896-06-19,Tweede Kamer,00609,23373.25,4575,16933.25,43022,0,500,0,1500,3000,-500,92856.92,-500,45950.43,46453.46,-500,45953.46,42206.6201574359,1891-09-15,1901-09-16,liberal,1831-03-01,1907-02-04,1739,27733,22113,23852,1914,Wolvega,2,6.5,71.6,11.2,10.7,WOLVEGA,NA,NA,NA,NA,NA,1894-04-10,2652,959,0.36161387631975866,0,0,W.M. Houwing,694,0.5422222222222223,0.7711111111111111,92903.5,0.25158632344314263,0.04924464632656466,0.18226708358673246,0.46308266104075735,0,0.005381928560280291,0,0.016145785680840873,0.032291571361681745,0.6945943909540545,0.005381928560280291,0.5177092359276023,0.18226708358673246,28058.1353563379
de Ras,1,Kieswet 1896,1896-06-19,Tweede Kamer,01085,0,0,0,2965,0,28320,1887,1703,3241,-616.87,37816.53,-616.87,17068.73,18908.26,-1839.53,17068.73,8353.314490232593,1892-07-20,1902-03-15,confessional,1847-06-13,1920-05-04,1430,26623,16474,17904,2094,Maastricht,5,95.6,2.4,0.1,1.9,MAASTRICHT,0.70542,4.85,0.259209563308124,0.715784337643328,0.0250060990485484,1894-04-10,2460,690,0.2804878048780488,0,0,M. de Ras,620,0.025456919060052218,0.10117493472584857,38116,0,0,0,0.07778885507398468,0,0.74299506768811,0.049506768810998004,0.044679399727148704,0.08502990869975863,0.07778885507398468,0.792501836499108,0.8207839227620947,0.049506768810998004,3210.552429511708
Knijff,1,Kieswet 1896,1896-06-19,Tweede Kamer,00714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-05-16,1901-09-16,liberal,1836-05-13,1908-04-08,765,26262,21187,21952,1914,Bodegraven,0,24.2,58.5,14,3.3,BODEGRAVEN,0.09732,4.46,NA,NA,NA,1894-04-24,3956,2403,0.6074317492416582,0,0,A. Knijff,1219,0.07828394515701018,0.539141972578505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gleichman,1,Kieswet 1896,1896-06-19,Tweede Kamer,00462,116001,38202,54378,95490,84483,174563,80372,7745,12301,-1228,662359.18,-1320.39,661038.79,662695.8,-3300.39,663355.45,605681.4640750177,1880-09-21,1901-06-08,liberal,1834-07-19,1906-04-30,5750,26217,16866,22616,1814,Amsterdam,38,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1894-04-24,23112,10785,0.46664070612668745,0,0,J.G. Gleichman,5535,0.00203336376462777,0.11484355548178272,663535,0.17482272977310917,0.05757345128742267,0.08195196937614443,0.14391102202596698,0.1273225979036524,0.26308031980227115,0.12112699405457135,0.011672330773809973,0.018538585003051836,0.4107590405931865,0.38420731385684254,0.4645647931156608,0.3304015613343682,381372.43169771595
Hennequin,0,Kieswet 1896,1896-06-19,Tweede Kamer,00562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891-09-15,1909-09-20,liberal,1851-05-20,1912-02-02,1739,22172,14728,16467,4840,Oostburg,0,34.9,56.2,6.8,2.1,OOSTBURG,0.033890000000000003,3.89,NA,NA,NA,1894-04-10,3170,2188,0.6902208201892744,0,0,P.Ch.J. Hennequin,1586,0.49693251533742333,0.7484662576687117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donner,0,Kieswet 1896,1896-06-19,Tweede Kamer,00334,24550,0,4066,16631.85,5040,0,0,42.5,1572,-3659.89,30836.19,-955.89,29614.65,32540.54,-2905.89,29614.65,28827.979771377537,1880-02-20,1901-09-16,confessional,1824-10-18,1903-08-31,5964,28805,20213,26177,1914,Katwijk,1,39,45.5,13.3,2.2,KATWIJK,0.0808,3.65,0.311296534017972,0.255776636713736,0.432926829268293,1894-05-25,4160,3593,0.8637019230769231,0,0,J.H. Donner,1859,0.04643962848297214,0.5232198142414861,51902.35,0.47300363085679165,0,0.07833942008406171,0.3204450280189625,0.09710542971561018,0,0,8.188453894669509e-4,0.030287645935106987,0.4958898778186344,0,0.3204450280189625,0.1754448497996719,21207.914876158273
van Borssele,0,Kieswet 1896,1896-06-19,Tweede Kamer,00172,443810.3,59707.5,265531.25,454865.66,289666.06,115467.9,103644.5,8217.31,34275.51,-94146.39,1773857.83,-94146.39,1679701.44,1831363.51,-94146.39,1737214.12,1691067.546295885,1894-05-16,1897-09-20,liberal,1829-07-06,1903-03-15,765,26914,23690,24455,458,Ede,0,3.9,79.5,15.1,1.5,EDE,0.14041,4.31,0.474380395433027,0.155806182121972,0.369813422445001,1894-04-24,2923,2444,0.8361272665070133,0,0,A.W. van Borssele,1471,0.21670802315963605,0.608354011579818,1775185.99,0.2500077752416241,0.033634503841481984,0.14957939702982898,0.25623549451288763,0.16317504849167946,0.06504552235678696,0.05838514982872302,0.004628985383103435,0.019308123313884425,0.602624443875878,0.12343067218550997,0.35491552071115656,0.3711395953502315,1264803.4603668964
Van Alphen,0,Kieswet 1896,1896-06-19,Tweede Kamer,00019,105745,3457.75,3755,52325.91,0,1611.95,367,321.21,10536.49,-8109.16,178082.32,-7956.4,169925.83,178071.32,-8155.49,169915.83,157729.69048588333,1884-12-08,1908-09-08,confessional,1829-12-01,1911-07-15,4211,29810,20096,24307,4463,Ommen,0,19.4,61.9,17.3,1.4,OMMEN,NA,2.24,NA,NA,NA,1894-04-10,2415,1205,0.4989648033126294,0,0,J. van Alphen,1278,0.04874414644529587,0.2720306513409962,178120.31,0.5936717716244712,0.019412440950725945,0.021081256820179573,0.2937672295764588,0,0.009049782138825157,0.00206040512729851,0.0018033316919333904,0.05915378207010756,0.3342609273473643,0.011110187266123667,0.32222945266600983,0.023141661947478083,83502.61916269375
Van Alphen,0,Kieswet 1896,1896-06-19,Tweede Kamer,00019,105745,3457.75,3755,52325.91,0,1611.95,367,321.21,10536.49,-8109.16,178082.32,-7956.4,169925.83,178071.32,-8155.49,169915.83,157729.69048588333,1884-12-08,1908-09-08,confessional,1829-12-01,1911-07-15,4211,29810,20096,24307,4463,ziekte dr. Kuyper,0,NA,NA,NA,NA,ZIEKTE DR. KUYPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. van Alphen,1278,0.04874414644529587,0.2720306513409962,178120.31,0.5936717716244712,0.019412440950725945,0.021081256820179573,0.2937672295764588,0,0.009049782138825157,0.00206040512729851,0.0018033316919333904,0.05915378207010756,0.3342609273473643,0.011110187266123667,0.32222945266600983,0.023141661947478083,83502.61916269375
Bastert,0,Kieswet 1896,1896-06-19,Tweede Kamer,00066,288418.71,200,9725.8,36335.5,2926,190022.5,0,4614,39327,-164635.62,341676.97,-164635.62,177041.35,352096,-164635,187460.88,169788.06379207099,1875-09-20,1901-09-16,confessional,1826-11-05,1902-10-19,7578,27741,17851,25429,1914,Utrecht,2,34.7,52.5,5.6,7.2,UTRECHT,2.47185,5.93,0.290613050450228,0.677470087578636,0.0319168619711361,1894-06-05,4384,2254,0.5141423357664233,0,0,J.N. Bastert,1542,0.3953488372093023,0.6182838813151563,571569.51,0.5046082846511529,3.499136964111329e-4,0.01701595314277698,0.0635714455797336,0.005119237378494875,0.3324573768814225,0,0.008072508976204837,0.06880527969380312,0.0860565497974166,0.3324573768814225,0.39637873615756725,0.022135190521271855,134206.6576629982
Schimmelpenninck,0,Kieswet 1896,1896-06-19,Tweede Kamer,01199,11688,19737,3791,77706,766,78249,7256,1414,777,-21529.72,223239.89,-21529.72,201710.17,223269.39,-21529.72,201740.17,120776.74699752218,1894-05-16,1901-09-16,confessional,1854-04-20,1924-01-03,765,25459,14636,15401,1914,Amersfoort,0,33.8,51.5,10.5,4.3,AMERSFOORT,0.27181,6.53,0.297297297297297,0.627233791168217,0.0754689115344853,1894-04-10,3152,2190,0.6947969543147208,0,0,F.D. graaf Schimmelpenninck,1379,0.0053053193731993535,0.04845056566650271,201384,0.058038374448814205,0.09800679299249196,0.018824732848687086,0.3858598498391133,0.003803678544472252,0.38855619115719225,0.03603066777896953,0.007021411830135463,0.0038583005601239423,0.5064950542247646,0.42458685893616177,0.8724228339887975,0.05865907917212887,42687.46535332552
Heemskerk,0,Kieswet 1896,1896-06-19,Tweede Kamer,00540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888-05-01,1932-06-11,confessional,1852-07-20,1932-06-12,2971,29181,13069,16040,13140,Sneek,1,14.6,58.1,15.9,11.4,SNEEK,0.24409,4.96,0.309283196239718,0.634312573443008,0.0564042303172738,1894-05-25,3657,2448,0.6694011484823625,0,0,Th. Heemskerk,1280,0.05480016481252575,0.5274000824062629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van Kerkwijk,0,Kieswet 1896,1896-06-19,Tweede Kamer,00684,25524,148610,0,31025,0,99332,2000,2258,11869,-1524,320618.47,-2159.96,318458.51,306895.97,-2159.96,319236.01,285890.36377138627,1863-03-04,1901-05-20,liberal,1830-12-19,1901-05-21,12161,25720,11763,23924,1795,Zierikzee,0,5.4,82.5,10.2,1.9,ZIERIKZEE,0.16795,4.13,0.31493890421758,0.51714623571147,0.16791486007095,1894-04-10,3379,2491,0.7372003551346552,0,0,J.J. van Kerkwijk,1657,0.41832993890020365,0.6749490835030549,320618,0.07960875559076533,0.46351109419932757,0,0.09676624518897878,0,0.30981417138151945,0.006237952953358826,0.007042648884342115,0.037019131801707954,0.5602773393883064,0.3160521243348783,0.8700915107698258,0.006237952953358826,242458.87895243563
A. Smit,0,Kieswet 1896,1896-06-19,Tweede Kamer,01273,15000,0,2,37604,667,97395,0,12808,5135,-30288.01,175815.11,-30288.01,145527.1,175815.11,-30288.01,145527.1,108116.99173861956,1886-07-14,1897-09-20,liberal,1845-05-01,1935-05-10,3628,32880,15049,18677,458,Ridderkerk,0,1.3,80.1,17.5,1.1,RIDDERKERK,0.06595,2.78,0.67111801242236,0.204658385093168,0.124223602484472,1894-04-24,2628,2199,0.83675799086758,0,0,A. Smit,1135,0.04271933853927423,0.5213596692696371,168611,0.08896216735562923,0,1.1861622314083898e-5,0.22302222274940545,0.00395585104174698,0.5776313526401006,0,0.07596182929939328,0.030454715291410406,0.2269899354134665,0.5776313526401006,0.800653575389506,0.003967712664061064,39351.58158093949
de Savornin Lohman,0,Kieswet 1896,1896-06-19,Tweede Kamer,01177,16466,11005,19,49000,577,58904.8,2787,2570,8729,-8623.08,150267.52,-8623.08,141644.44,150331.52,-8623.08,141708.44,84837.26570317429,1879-09-15,1921-02-07,confessional,1837-05-29,1924-06-11,6122,31789,15449,21571,8998,Goes,0,8.4,74.6,13.8,3.1,GOES,0.17908,5.04,0.291332569683085,0.582283314242077,0.126384116074838,1894-04-24,4050,2972,0.7338271604938271,0,0,A.F. de Savornin Lohman,1866,0.005644967571462887,0.0320167461651968,150057.8,0.10973105030195032,0.0733384069338615,1.266178765782252e-4,0.3265408395964755,0.0038451849887176813,0.39254740506658103,0.018572843264395456,0.01712673383189678,0.058170918139543566,0.40385104939563293,0.4111202483309765,0.792426651596918,0.02254464612969136,33392.58274407805
Roessingh,0,Kieswet 1896,1896-06-19,Tweede Kamer,01120,3409,850,7527,8750,584,2705,0,850,1050,-700,25727.77,-700,25027.8,25727.77,-700,25027.77,18593.974640723205,1891-09-15,1913-09-15,liberal,1840-02-08,1916-12-19,1739,28073,18847,20586,6296,Emmen,1,11.3,73.4,12.5,2.9,EMMEN,0.05195,1.56,0.445568595710239,0.169364629704573,0.385066774585188,1894-04-10,2143,516,0.24078394773681755,0,0,P.H. Roessingh,492,0,1,25725,0.13251700680272108,0.03304178814382896,0.2925947521865889,0.3401360544217687,0.022701652089407193,0.10515063168124393,0,0.03304178814382896,0.04081632653061224,0.6884742468415938,0.10515063168124393,0.4783284742468416,0.3152964042759961,9423.380227426645
Staalman,0,Kieswet 1896,1896-06-19,Tweede Kamer,01293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-11-27,1922-06-23,confessional,1858-11-02,1938-03-06,570,28978,13174,13744,9499,Den Helder,0,17.6,63.4,7.5,11.5,DEN HELDER,0.3364,8.38,0.246997851093414,0.66325369738339,0.0897484515231955,1894-11-13,3711,2324,0.6262462947992455,0,0,A.P. Staalman,1254,0.11120957022596367,0.5556047851129818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T. Mackay,0,Kieswet 1896,1896-06-19,Tweede Kamer,00864,31000,45475,4628,139332,34,31571,1050,0,20000,-17559.36,273101.15,-17559.36,255541.79,277056.14,-17413.25,259640.89,133419.71600312283,1882-06-28,1896-12-31,confessional,1840-04-24,1922-11-29,5105,30168,15405,20510,195,Hilversum,0,36.7,50.8,6.3,6.2,HILVERSUM,0.27174,7.05,0.441309090909091,0.490327272727273,0.0683636363636364,1894-04-24,3927,2896,0.737458619811561,0,0,Th.Ph. baron Mackay,1555,0.08098713938129996,0.54049356969065,273090,0.11351569079790545,0.1665201948075726,0.016946794097184078,0.5102054267823795,1.245010802299608e-4,0.11560657658647332,0.003844886301219378,0,0.07323592954703577,0.6937969167673661,0.1194514628876927,0.7923321981764253,0.020916181478633417,55228.4338477853
van Dedem,0,Kieswet 1896,1896-06-19,Tweede Kamer,00293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879-09-15,1913-09-15,confessional,1838-02-07,1931-03-01,6122,33989,15195,21317,6296,Zwolle,0,26.5,61.4,7.5,4.6,ZWOLLE,0.78653,5.47,0.285103958986044,0.659071489604101,0.0558245514098547,1894-04-10,3212,2362,0.7353673723536738,0,0,A. baron van Dedem,626,3.4196500165086554e-4,0.016897787840196216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
't Hooft,0,Kieswet 1896,1896-06-19,Tweede Kamer,00596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-05-16,1901-09-16,confessional,1840-02-03,1933-07-12,765,34127,19826,20591,1914,Haarlemmermeer,0,41.6,43.2,9.7,10.6,HAARLEMMERMEER,0.1773,4.18,0.449591280653951,0.148337874659401,0.402070844686648,1894-04-24,3741,3023,0.8080727078321305,0,0,G.B. 't Hooft,1505,0.004337671004337671,0.5021688355021688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
